,Unnamed: 0,CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대,건수합계
3755,3755,202005,11,0,3,4,0,1,11516
3756,3756,202005,10,0,2,0,1,2,151
3757,3757,201905,11,0,0,5,0,4,314
3758,3758,201905,9,0,0,1,0,2,101
3759,3759,202005,5,1,4,0,0,1,964
3760,3760,202005,7,0,1,2,1,3,80
3761,3761,202105,2,0,2,3,0,0,1325
3762,3762,202105,3,0,3,2,0,2,5471
3763,3763,201905,3,1,5,3,0,4,32
3764,3764,201905,2,1,2,5,1,0,199
3765,3765,202005,13,0,2,1,1,3,310
3766,3766,202005,4,0,6,5,0,1,690
3767,3767,201905,8,0,0,0,0,2,143
3768,3768,202105,7,1,5,3,1,2,622
3769,3769,202005,3,1,5,0,1,0,35
3770,3770,202005,1,0,2,3,0,3,79
3771,3771,201905,12,0,3,0,0,1,277
3772,3772,202105,4,1,5,0,0,1,147
3773,3773,202105,12,1,5,4,0,4,4724
3774,3774,202105,13,0,0,0,1,2,111
3775,3775,202005,2,1,6,2,0,3,719
3776,3776,202105,5,0,6,4,0,2,11500
3777,3777,202005,12,1,6,0,0,1,156
3778,3778,202105,10,0,0,0,0,0,41
3779,3779,202005,7,1,6,4,1,1,253
3780,3780,202005,11,1,4,4,1,3,2925
3781,3781,202005,4,1,4,4,1,4,72
3782,3782,202105,7,0,0,3,0,4,62
3783,3783,202005,7,1,4,5,0,2,1122
3784,3784,202005,6,0,1,5,0,2,522
3785,3785,202005,8,0,0,4,0,0,773
3786,3786,202105,4,0,3,2,0,4,75
3787,3787,201905,7,0,1,5,0,1,2407
3788,3788,202105,12,0,3,2,0,3,9445
3789,3789,201905,10,0,2,1,1,2,307
3790,3790,202005,2,0,6,4,1,3,1607
3791,3791,202105,7,0,1,5,1,3,81
3792,3792,201905,6,0,6,5,1,2,150
3793,3793,202005,0,0,3,1,0,0,594
3794,3794,201905,2,1,4,2,1,4,271
3795,3795,202105,6,0,2,5,0,1,390
3796,3796,202005,13,1,0,5,0,3,150
3797,3797,202105,9,1,5,1,1,2,371
3798,3798,202105,7,0,1,3,0,2,1044
3799,3799,202005,2,1,5,0,0,4,111
3800,3800,202005,1,0,2,4,1,1,94
3801,3801,201905,10,0,0,1,1,0,79
3802,3802,202105,7,1,2,2,0,4,48
3803,3803,201905,6,0,3,0,0,1,84
3804,3804,202005,7,0,6,4,0,2,572
3805,3805,202105,0,0,2,1,1,2,839
3806,3806,202005,10,1,5,4,1,2,737
3807,3807,202105,11,0,0,2,0,3,4455
3808,3808,202005,2,1,5,3,1,1,3870
3809,3809,202105,8,0,0,4,0,1,1532
3810,3810,202005,13,0,0,0,1,4,14
3811,3811,202005,7,1,5,4,0,3,97
3812,3812,202105,7,1,5,1,0,2,525
3813,3813,202105,6,0,3,0,1,4,11
3814,3814,201905,3,1,3,4,1,4,16
3815,3815,201905,10,0,3,4,0,1,300
3816,3816,202105,9,0,6,1,1,2,497
3817,3817,202105,0,1,4,2,1,4,331
3818,3818,202005,1,0,0,1,1,4,23
3819,3819,202105,8,0,0,0,1,3,109
3820,3820,202105,13,0,3,2,1,3,953
3821,3821,201905,1,0,0,2,1,0,8
3822,3822,202005,0,0,3,2,1,0,1134
3823,3823,201905,6,1,3,1,1,3,4
3824,3824,202005,12,1,6,5,0,0,305
3825,3825,202105,3,1,5,5,0,1,1325
3826,3826,202105,1,1,5,2,1,1,102
3827,3827,202005,8,0,3,3,1,4,355
3828,3828,201905,6,0,0,1,0,2,262
3829,3829,202005,10,1,0,4,1,4,15
3830,3830,201905,0,1,5,5,1,4,54
3831,3831,202005,0,0,2,4,1,0,710
3832,3832,202005,4,1,0,0,0,2,29
3833,3833,202005,13,1,0,3,0,0,397
3834,3834,201905,10,1,2,5,0,4,3
3835,3835,201905,4,0,2,2,1,3,173
3836,3836,201905,10,1,4,5,1,2,388
3837,3837,201905,2,1,5,4,0,3,1248
3838,3838,202105,9,1,2,2,0,3,51
3839,3839,202005,7,0,1,1,1,3,57
3840,3840,202005,10,0,3,4,1,3,327
3841,3841,202005,3,1,5,5,1,1,543
3842,3842,202105,10,0,3,4,0,1,1271
3843,3843,202105,0,0,1,3,1,0,833
3844,3844,202005,9,1,6,1,1,0,10
3845,3845,202105,13,0,1,3,0,4,549
3846,3846,202005,13,1,6,1,0,4,34
3847,3847,202105,9,0,3,4,0,0,133
3848,3848,201905,10,1,5,1,1,4,25
3849,3849,201905,10,0,6,2,1,2,765
3850,3850,202105,4,1,2,3,1,2,342
3851,3851,201905,3,0,1,1,1,4,83
3852,3852,201905,4,1,5,3,0,0,179
3853,3853,201905,6,1,3,4,0,1,121
3854,3854,202105,9,0,0,0,0,0,15
3855,3855,201905,0,0,6,0,1,4,22
3856,3856,201905,11,1,4,4,0,2,8911
3857,3857,202005,11,0,6,3,1,4,499
3858,3858,202005,3,0,0,1,0,4,41
3859,3859,202105,6,0,2,2,1,1,213
3860,3860,202005,12,0,2,3,1,0,344
3861,3861,202005,6,1,6,2,1,3,30
3862,3862,201905,7,1,4,5,1,3,54
3863,3863,201905,13,0,3,2,0,4,275
3864,3864,201905,2,0,3,1,1,3,693
3865,3865,202105,7,1,4,5,0,2,1239
3866,3866,202105,4,1,5,2,0,3,321
3867,3867,201905,10,0,2,1,0,0,64
3868,3868,202005,2,1,5,0,1,4,100
3869,3869,202005,6,0,0,2,1,3,147
3870,3870,201905,10,0,3,3,1,1,527
3871,3871,201905,6,1,2,4,0,0,133
3872,3872,201905,4,0,2,1,1,0,94
3873,3873,202005,2,0,1,3,0,3,4374
3874,3874,202105,0,0,1,4,0,0,745
3875,3875,202105,7,0,1,3,1,3,111
3876,3876,201905,0,0,1,2,0,1,1553
3877,3877,201905,11,0,2,5,1,0,1646
3878,3878,202105,7,1,2,4,0,1,1075
3879,3879,202005,0,0,0,2,1,0,660
3880,3880,202005,6,0,2,0,0,1,123
3881,3881,201905,9,0,3,3,0,0,73
3882,3882,202105,11,0,0,5,1,3,1585
3883,3883,201905,9,1,4,5,1,0,117
3884,3884,201905,8,0,6,2,0,4,157
3885,3885,202005,11,1,5,1,0,3,1736
3886,3886,201905,3,1,4,4,0,4,36
3887,3887,202105,10,0,0,2,0,4,66
3888,3888,202005,3,0,2,3,1,2,1386
3889,3889,202005,5,0,3,4,0,3,3769
3890,3890,202005,8,0,2,4,0,4,218
3891,3891,201905,5,1,4,2,0,4,263
3892,3892,202105,6,0,6,3,0,4,91
3893,3893,201905,8,0,2,5,0,0,646
3894,3894,202005,5,0,1,0,1,4,67
3895,3895,201905,10,1,2,1,0,0,10
3896,3896,202005,8,0,0,0,1,3,77
3897,3897,201905,13,0,6,0,0,2,194
3898,3898,202105,1,1,2,5,0,4,5
3899,3899,201905,5,0,6,4,1,1,2746
3900,3900,201905,5,0,2,4,0,4,447
3901,3901,202105,9,1,4,3,0,2,311
3902,3902,202005,0,0,1,3,0,4,223
3903,3903,201905,3,0,3,0,0,3,26
3904,3904,202005,8,0,0,0,1,0,88
3905,3905,201905,11,1,5,1,0,4,188
3906,3906,201905,11,1,3,2,1,4,117
3907,3907,201905,1,0,2,4,1,0,7
3908,3908,202005,8,0,2,1,0,4,120
3909,3909,202005,4,0,2,1,1,4,40
3910,3910,202105,13,0,6,1,1,4,136
3911,3911,202005,13,0,2,3,1,0,530
3912,3912,201905,0,1,3,1,0,0,32
3913,3913,202005,5,0,3,1,0,1,3484
3914,3914,201905,9,0,3,4,0,2,201
3915,3915,202005,13,1,0,4,0,1,585
3916,3916,202105,12,0,2,0,1,3,191
3917,3917,201905,8,0,0,2,1,1,1334
3918,3918,201905,3,0,6,1,0,1,649
3919,3919,202005,0,0,6,5,0,3,297
3920,3920,201905,3,0,0,1,1,1,497
3921,3921,202005,8,0,0,5,0,4,107
3922,3922,202105,4,0,3,3,1,2,982
3923,3923,201905,7,1,4,0,0,2,61
3924,3924,202105,12,0,2,0,0,1,405
3925,3925,202005,12,1,4,3,0,1,4567
3926,3926,202105,9,1,5,5,1,1,545
3927,3927,202005,5,1,6,0,0,0,75
3928,3928,202105,9,1,4,1,1,4,60
3929,3929,201905,9,0,0,3,0,3,66
3930,3930,202005,5,0,2,5,0,0,2318
3931,3931,202105,4,0,1,2,0,4,72
3932,3932,201905,8,0,2,5,1,0,248
3933,3933,202005,9,0,6,0,1,3,19
3934,3934,202005,3,1,5,3,1,0,206
3935,3935,202105,10,1,4,0,1,3,51
3936,3936,202105,6,1,4,1,0,1,311
3937,3937,202005,8,1,0,0,0,0,72
3938,3938,201905,10,1,5,1,1,0,24
3939,3939,201905,13,1,2,5,1,3,75
3940,3940,202005,2,1,4,5,1,2,5100
3941,3941,202005,2,0,2,0,0,3,378
3942,3942,201905,1,1,4,5,0,2,62
3943,3943,202105,4,1,5,1,0,4,39
3944,3944,202105,2,1,2,3,0,1,3247
3945,3945,202005,9,0,1,1,0,3,45
3946,3946,201905,2,0,3,3,1,0,678
3947,3947,202105,10,0,1,3,1,1,898
3948,3948,201905,13,1,2,3,1,1,255
3949,3949,202005,13,0,3,4,0,0,2177
3950,3950,202005,9,1,6,2,1,0,35
3951,3951,201905,1,0,3,2,1,0,5
3952,3952,202005,5,0,1,4,1,3,1679
3953,3953,202105,4,0,6,1,1,1,325
3954,3954,202105,2,1,5,2,1,0,1133
3955,3955,202105,8,0,2,1,0,2,745
3956,3956,202005,4,0,3,1,1,0,92
3957,3957,201905,8,1,2,3,1,2,284
3958,3958,202105,6,1,2,1,1,0,21
3959,3959,201905,1,1,3,4,1,1,22
3960,3960,202105,0,1,4,5,0,1,1911
3961,3961,202105,12,0,1,1,0,4,4882
3962,3962,202005,13,0,2,4,0,0,1951
3963,3963,202005,8,0,3,0,0,2,364
3964,3964,202105,3,0,0,2,1,4,187
3965,3965,202005,3,1,4,0,0,1,268
3966,3966,201905,1,0,2,3,0,4,4
3967,3967,202005,6,0,6,5,0,1,522
3968,3968,202105,2,0,1,0,1,0,311
3969,3969,201905,8,1,5,0,1,3,26
3970,3970,202005,6,1,5,1,0,4,30
3971,3971,202105,3,0,6,5,1,0,100
3972,3972,202005,3,1,4,5,1,4,103
3973,3973,201905,12,1,2,4,1,4,213
3974,3974,202005,12,0,6,0,1,0,27
3975,3975,202105,7,0,1,2,1,2,712
3976,3976,201905,0,0,1,3,1,2,2241
3977,3977,202005,4,0,6,5,1,4,24
3978,3978,202105,8,1,2,2,1,4,172
3979,3979,201905,11,0,2,4,0,2,7417
3980,3980,202105,13,0,1,2,0,4,669
3981,3981,202105,9,0,3,3,1,2,1455
3982,3982,202105,2,1,2,3,0,4,898
3983,3983,202005,13,0,3,4,1,3,513
3984,3984,202105,7,1,2,5,0,2,513
3985,3985,201905,12,1,5,5,0,1,3188
3986,3986,202005,13,1,5,5,1,1,1089
3987,3987,201905,7,1,4,5,0,2,461
3988,3988,202105,9,0,6,4,1,2,956
3989,3989,202005,6,1,0,2,0,1,241
3990,3990,202105,1,0,1,4,0,2,138
3991,3991,201905,5,0,2,0,1,2,319
3992,3992,202105,2,1,5,4,1,3,2839
3993,3993,202005,2,1,5,3,0,3,3720
3994,3994,202105,6,1,4,5,0,4,76
3995,3995,202105,7,0,1,5,0,1,3153
3996,3996,201905,0,0,0,2,0,3,523
3997,3997,202005,12,1,4,2,1,4,1648
3998,3998,202005,8,1,5,1,1,1,444
3999,3999,202005,4,1,4,5,0,4,37
4000,4000,201905,1,1,4,5,0,0,10
4001,4001,201905,3,0,0,2,0,2,2310
4002,4002,202005,12,0,0,0,1,3,276
4003,4003,202005,6,0,0,5,1,1,184
4004,4004,202105,4,1,5,0,0,3,47
4005,4005,202005,12,1,5,0,0,1,602
4006,4006,202005,2,0,1,5,1,0,991
4007,4007,201905,4,1,5,5,1,1,296
4008,4008,202105,9,1,2,2,0,1,95
4009,4009,201905,3,0,1,0,1,0,31
4010,4010,202005,8,1,5,4,0,3,884
4011,4011,202105,8,0,2,3,1,3,554
4012,4012,201905,13,0,3,3,1,2,751
4013,4013,201905,3,0,2,5,1,4,57
4014,4014,201905,2,0,6,5,1,2,2397
4015,4015,201905,5,0,1,4,1,0,942
4016,4016,201905,5,1,2,1,1,4,56
4017,4017,202105,5,0,2,0,0,4,103
4018,4018,201905,1,0,3,2,1,3,82
4019,4019,202005,6,1,5,1,0,2,285
4020,4020,202005,5,1,6,4,1,1,980
4021,4021,201905,11,1,2,1,0,1,1015
4022,4022,201905,4,0,3,5,1,0,166
4023,4023,202005,2,1,6,0,1,4,21
4024,4024,201905,10,1,4,4,0,0,158
4025,4025,201905,13,1,5,0,0,0,235
4026,4026,202005,10,1,4,3,0,0,391
4027,4027,202005,3,1,5,0,0,4,16
4028,4028,201905,10,0,6,3,0,4,35
4029,4029,202005,2,1,0,3,0,1,1462
4030,4030,201905,8,1,4,1,1,3,155
4031,4031,202005,1,1,4,0,1,1,20
4032,4032,202105,10,1,4,4,0,4,70
4033,4033,201905,4,0,6,0,0,0,60
4034,4034,201905,11,0,1,3,1,2,4407
4035,4035,202105,13,1,4,1,0,0,700
4036,4036,202105,9,0,6,5,0,0,98
4037,4037,201905,5,1,2,1,1,3,178
4038,4038,202105,13,0,6,4,0,4,345
4039,4039,202005,1,1,0,3,1,2,48
4040,4040,202105,4,0,1,5,1,3,180
4041,4041,202005,2,1,0,0,0,4,22
4042,4042,202105,2,0,3,0,0,4,205
4043,4043,201905,2,0,0,5,1,3,679
4044,4044,202005,13,1,6,5,0,1,967
4045,4045,202005,8,0,6,5,0,4,109
4046,4046,201905,8,0,6,4,1,3,399
4047,4047,202105,10,1,4,5,1,2,913
4048,4048,202005,3,0,3,4,0,4,63
4049,4049,202005,12,1,6,2,0,4,1334
4050,4050,202005,8,0,6,5,0,3,505
4051,4051,201905,12,0,2,2,1,0,280
4052,4052,202105,6,0,1,4,0,2,728
4053,4053,201905,2,1,5,5,0,3,939
4054,4054,202005,12,1,5,3,1,4,1707
4055,4055,202005,2,0,3,4,0,0,2298
4056,4056,202005,4,0,0,1,1,4,41
4057,4057,202005,0,0,2,1,1,1,1675
4058,4058,202005,0,1,5,1,1,3,380
4059,4059,202105,13,0,1,3,0,2,3144
4060,4060,202105,4,0,0,4,1,2,511
4061,4061,201905,2,0,6,1,1,0,494
4062,4062,202005,6,0,0,3,0,2,543
4063,4063,202105,12,1,2,3,0,2,5896
4064,4064,202005,6,0,1,5,0,4,46
4065,4065,202005,7,1,6,3,1,0,27
4066,4066,201905,12,1,4,3,0,0,792
4067,4067,202005,0,0,1,5,0,3,430
4068,4068,202005,3,1,6,1,0,3,62
4069,4069,202105,13,0,1,4,0,1,3319
4070,4070,201905,5,1,2,0,1,2,83
4071,4071,201905,0,0,2,1,0,2,1026
4072,4072,202105,0,0,3,2,0,0,1766
4073,4073,202105,9,1,4,2,0,3,143
4074,4074,202005,6,0,2,3,1,3,162
4075,4075,201905,8,0,1,0,1,1,193
4076,4076,202005,11,1,5,5,0,2,9914
4077,4077,202105,2,0,3,2,1,1,8652
4078,4078,202105,8,0,0,2,1,1,1492
4079,4079,201905,9,1,4,1,1,0,37
4080,4080,202005,4,0,0,5,0,2,527
4081,4081,202005,4,0,0,1,1,0,105
4082,4082,201905,0,0,1,5,1,3,406
4083,4083,202005,0,1,6,1,0,2,126
4084,4084,201905,4,0,0,5,0,1,450
4085,4085,201905,5,1,4,0,1,2,276
4086,4086,202105,0,1,2,0,1,3,55
4087,4087,202105,7,0,0,5,1,2,441
4088,4088,202005,0,0,6,2,0,3,482
4089,4089,201905,0,1,2,0,0,2,23
4090,4090,202105,7,0,6,1,1,2,344
4091,4091,201905,10,1,4,5,1,1,342
4092,4092,201905,9,1,2,1,0,1,17
4093,4093,202105,11,0,1,0,0,4,167
4094,4094,202105,11,0,0,4,0,3,3743
4095,4095,201905,10,0,1,2,1,4,87
4096,4096,202005,5,1,6,5,1,2,870
4097,4097,202005,0,0,3,0,0,3,48
4098,4098,201905,13,0,6,1,1,4,57
4099,4099,202105,3,0,6,3,1,4,195
4100,4100,202005,5,1,5,5,1,3,1062
4101,4101,201905,12,0,0,4,1,3,2045
4102,4102,201905,9,0,1,5,0,1,186
4103,4103,202005,4,1,5,2,0,3,260
4104,4104,202105,0,1,4,0,0,3,83
4105,4105,202005,8,0,1,5,0,3,611
4106,4106,202005,10,0,1,3,1,1,969
4107,4107,201905,11,0,0,0,1,1,717
4108,4108,202105,9,0,3,1,1,2,721
4109,4109,202105,6,1,2,1,0,0,99
4110,4110,202005,3,0,0,3,0,0,419
4111,4111,202005,13,0,0,1,1,4,99
4112,4112,202105,9,1,2,0,0,1,14
4113,4113,201905,9,0,1,1,0,2,88
4114,4114,202005,10,1,4,4,1,3,436
4115,4115,202105,8,0,0,0,1,0,77
4116,4116,202105,0,1,2,4,1,1,1163
4117,4117,201905,8,1,3,1,1,1,85
4118,4118,201905,13,1,2,5,1,0,87
4119,4119,202105,8,1,5,5,0,3,926
4120,4120,201905,8,1,5,0,0,3,39
4121,4121,202105,10,0,2,4,0,2,394
4122,4122,201905,13,0,2,1,1,1,633
4123,4123,202005,2,0,6,2,0,4,1337
4124,4124,202005,5,1,5,0,1,3,200
4125,4125,202105,6,0,2,4,0,4,36
4126,4126,202105,10,1,5,5,1,2,646
4127,4127,202005,13,0,2,5,0,0,2205
4128,4128,202005,10,1,5,1,0,3,58
4129,4129,201905,7,1,5,0,1,1,162
4130,4130,202005,0,0,3,5,1,0,633
4131,4131,202105,13,1,4,1,0,3,1069
4132,4132,202005,4,1,6,5,1,3,36
4133,4133,201905,3,0,2,0,1,4,15
4134,4134,202005,1,0,0,4,0,0,11
4135,4135,201905,1,1,2,0,1,2,5
4136,4136,202005,13,0,2,3,1,1,1416
4137,4137,202005,12,0,3,1,0,2,4651
4138,4138,202105,4,1,2,5,1,2,298
4139,4139,201905,13,0,0,4,1,1,846
4140,4140,201905,12,0,0,3,0,1,3122
4141,4141,201905,5,1,4,4,0,0,1283
4142,4142,202105,5,0,3,3,1,4,1754
4143,4143,202105,9,0,2,4,0,3,60
4144,4144,202005,4,0,6,1,0,0,153
4145,4145,201905,7,1,4,2,1,0,87
4146,4146,202105,3,0,2,4,0,0,171
4147,4147,202005,7,0,0,3,1,3,71
4148,4148,202105,1,0,3,1,0,3,57
4149,4149,202105,3,0,2,0,0,4,7
4150,4150,201905,9,0,3,3,0,4,35
4151,4151,202105,3,1,2,0,0,0,29
4152,4152,202005,6,0,3,1,0,4,36
4153,4153,202005,7,0,6,5,1,4,17
4154,4154,201905,4,1,5,0,1,2,43
4155,4155,202005,5,0,6,4,0,2,6202
4156,4156,201905,11,1,2,3,0,4,173
4157,4157,201905,1,1,2,5,0,3,6
4158,4158,202005,8,1,0,3,1,4,65
4159,4159,202005,7,0,3,0,1,3,4
4160,4160,202105,10,1,2,2,1,2,450
4161,4161,202105,4,0,0,1,0,3,156
4162,4162,202105,5,0,2,5,0,1,4568
4163,4163,201905,11,0,3,5,1,0,1478
4164,4164,202005,12,0,3,4,1,3,2590
4165,4165,202005,3,0,2,2,0,0,505
4166,4166,201905,4,0,0,5,1,3,99
4167,4167,202105,9,1,4,2,1,1,632
4168,4168,201905,0,1,3,3,1,4,35
4169,4169,202105,7,0,3,4,0,1,2968
4170,4170,202005,8,1,4,3,0,0,1494
4171,4171,202105,0,1,5,1,0,1,770
4172,4172,201905,7,1,4,0,0,3,10
4173,4173,202005,13,0,2,4,1,0,515
4174,4174,201905,11,1,2,1,1,3,138
4175,4175,201905,10,0,0,3,0,4,41
4176,4176,202105,0,0,3,5,0,1,2103
4177,4177,202105,4,0,1,0,1,3,24
4178,4178,202105,3,1,4,0,0,0,98
4179,4179,202005,13,0,3,1,0,4,159
4180,4180,201905,10,0,3,3,0,0,157
4181,4181,202105,3,0,6,0,0,3,64
4182,4182,202005,5,1,4,5,1,4,351
4183,4183,202105,12,0,3,0,1,0,56
4184,4184,202005,1,1,5,0,1,1,15
4185,4185,202105,2,1,2,1,0,0,388
4186,4186,201905,2,1,5,1,1,1,834
4187,4187,201905,8,0,3,3,0,0,571
4188,4188,201905,4,1,5,3,1,1,515
4189,4189,202105,6,1,4,1,0,2,349
4190,4190,202105,6,1,4,1,1,0,32
4191,4191,202005,8,1,6,1,1,4,23
4192,4192,202005,12,1,5,2,1,3,2992
4193,4193,201905,13,0,6,0,1,0,78
4194,4194,201905,8,1,2,2,1,0,98
4195,4195,201905,9,1,3,5,0,1,35
4196,4196,201905,1,0,1,5,0,1,40
4197,4197,202005,8,0,6,0,1,0,88
4198,4198,202105,1,0,3,4,1,3,182
4199,4199,201905,12,1,2,5,0,2,2276
4200,4200,201905,1,1,4,2,1,4,8
4201,4201,201905,12,0,6,2,1,3,1251
4202,4202,202105,8,0,1,3,0,2,2411
4203,4203,202005,11,0,6,4,1,3,1526
4204,4204,202105,4,0,1,0,1,2,81
4205,4205,202005,12,0,3,2,0,0,1184
4206,4206,202105,11,0,2,4,1,1,2699
4207,4207,201905,5,0,0,5,1,0,493
4208,4208,202005,4,0,3,2,0,0,480
4209,4209,202005,0,1,4,1,0,4,54
4210,4210,202005,6,1,0,4,1,1,56
4211,4211,202005,3,0,1,5,1,1,470
4212,4212,201905,8,0,0,1,0,0,336
4213,4213,202005,5,1,5,0,1,4,81
4214,4214,202005,3,1,4,1,1,4,61
4215,4215,202105,4,1,4,2,0,0,384
4216,4216,202005,2,1,0,4,1,0,206
4217,4217,202005,12,1,5,1,0,3,11372
4218,4218,202105,13,1,4,2,1,3,681
4219,4219,201905,5,0,1,4,0,2,5031
4220,4220,202005,5,1,0,2,1,3,432
4221,4221,202005,7,0,6,4,0,0,225
4222,4222,202105,13,1,5,4,0,3,1246
4223,4223,202105,6,0,1,0,0,0,101
4224,4224,201905,12,1,3,4,1,4,259
4225,4225,202105,6,0,3,3,1,3,254
4226,4226,201905,7,0,1,0,1,3,6
4227,4227,202005,12,1,0,1,0,2,1765
4228,4228,202105,9,0,0,2,0,0,98
4229,4229,201905,8,1,5,1,0,0,169
4230,4230,202105,0,0,0,2,1,2,2916
4231,4231,202005,11,1,5,1,1,4,269
4232,4232,202105,12,0,0,3,1,2,2067
4233,4233,202005,5,1,6,0,0,3,82
4234,4234,201905,8,0,6,5,1,0,292
4235,4235,201905,1,0,1,1,1,1,49
4236,4236,201905,10,1,2,3,1,3,63
4237,4237,202005,1,0,6,3,0,2,86
4238,4238,202105,1,0,3,4,0,4,21
4239,4239,202005,4,1,6,2,1,0,48
4240,4240,202005,8,0,1,5,1,1,1192
4241,4241,202005,12,1,0,1,1,3,410
4242,4242,202005,13,0,3,1,0,0,996
4243,4243,202005,8,0,0,5,0,0,884
4244,4244,201905,8,1,5,0,1,0,36
4245,4245,201905,6,1,2,1,1,1,30
4246,4246,202105,1,0,6,2,1,0,20
4247,4247,202005,2,0,6,1,0,4,525
4248,4248,201905,6,1,3,5,0,0,86
4249,4249,201905,7,0,1,0,0,1,365
4250,4250,202105,11,0,1,3,1,1,5540
4251,4251,201905,13,0,1,2,0,0,2400
4252,4252,201905,6,1,4,3,1,4,20
4253,4253,201905,4,0,2,1,1,3,111
4254,4254,201905,2,0,6,2,1,2,6655
4255,4255,202105,8,0,3,4,1,0,677
4256,4256,201905,7,0,6,1,0,2,378
4257,4257,202005,9,0,3,4,0,1,301
4258,4258,202005,2,1,6,5,0,0,655
4259,4259,202005,13,0,2,3,0,0,2174
4260,4260,201905,11,1,4,3,1,1,4612
4261,4261,201905,6,1,3,3,0,2,79
4262,4262,201905,12,0,1,4,1,4,1147
4263,4263,202005,10,1,5,3,0,0,356
4264,4264,202005,13,0,1,4,1,0,448
4265,4265,202105,11,0,1,1,0,1,6329
4266,4266,201905,7,1,3,1,1,2,39
4267,4267,201905,12,1,4,0,0,0,113
4268,4268,202105,10,0,2,1,0,1,175
4269,4269,202005,0,1,4,1,0,3,215
4270,4270,202005,7,1,4,1,0,0,120
4271,4271,202005,12,0,2,4,1,3,2797
4272,4272,202105,10,1,5,5,1,0,209
4273,4273,202005,6,1,0,3,1,1,58
4274,4274,201905,10,0,3,1,1,0,48
4275,4275,201905,7,0,6,0,1,4,7
4276,4276,201905,1,0,1,4,1,1,78
4277,4277,201905,3,1,5,2,0,3,292
4278,4278,202005,13,0,2,3,0,3,1305
4279,4279,201905,12,0,2,3,0,1,2963
4280,4280,201905,11,0,6,1,1,4,197
4281,4281,201905,8,1,2,3,0,2,298
4282,4282,202005,12,1,4,1,1,1,726
4283,4283,202005,4,1,6,4,0,0,135
4284,4284,201905,10,0,6,2,0,2,422
4285,4285,202005,0,1,0,4,0,3,114
4286,4286,202005,6,0,6,1,1,2,107
4287,4287,202105,12,0,2,0,1,4,141
4288,4288,202105,4,1,2,4,0,1,411
4289,4289,202005,4,0,2,0,1,2,96
4290,4290,202105,11,0,3,0,1,3,404
4291,4291,202005,4,0,1,1,1,4,38
4292,4292,201905,0,1,4,5,0,3,232
4293,4293,201905,0,1,3,3,0,0,140
4294,4294,202105,9,0,6,3,1,4,208
4295,4295,201905,9,1,3,1,0,3,7
4296,4296,202105,5,1,2,0,0,2,457
4297,4297,201905,7,0,1,2,0,2,823
4298,4298,202105,3,0,1,2,1,2,2212
4299,4299,202105,5,0,6,3,0,0,2476
4300,4300,202105,10,0,3,2,1,2,1681
4301,4301,202005,7,0,3,3,1,3,97
4302,4302,202005,1,0,1,3,0,3,70
4303,4303,201905,2,1,5,2,1,3,922
4304,4304,202105,9,0,1,2,0,1,336
4305,4305,201905,10,0,3,5,0,0,95
4306,4306,202105,11,1,2,5,0,2,5834
4307,4307,202005,6,0,0,0,1,2,37
4308,4308,202005,11,0,6,3,1,1,3894
4309,4309,202005,0,0,6,0,1,2,210
4310,4310,202005,9,0,6,4,0,3,69
4311,4311,202005,2,0,2,4,1,1,4279
4312,4312,202105,0,0,0,3,0,0,703
4313,4313,202005,2,0,0,4,0,4,770
4314,4314,201905,4,1,5,3,1,0,183
4315,4315,202005,10,1,6,2,1,4,26
4316,4316,202005,12,1,4,3,0,0,1243
4317,4317,202005,0,0,2,5,1,4,133
4318,4318,201905,2,1,5,1,0,0,361
4319,4319,201905,4,1,2,1,0,3,13
4320,4320,202005,7,0,6,2,0,0,338
4321,4321,201905,6,0,0,1,1,1,128
4322,4322,201905,9,1,3,3,1,0,34
4323,4323,201905,2,0,0,4,0,2,3500
4324,4324,202105,8,0,0,3,0,4,352
4325,4325,202005,10,0,6,2,0,4,51
4326,4326,201905,10,1,4,2,1,1,343
4327,4327,202005,2,1,0,0,1,1,150
4328,4328,202105,8,1,5,3,0,0,1030
4329,4329,201905,8,0,2,2,0,4,149
4330,4330,202105,12,0,1,4,0,0,729
4331,4331,201905,7,0,0,0,1,4,7
4332,4332,202005,11,1,0,5,1,2,849
4333,4333,202005,7,0,6,2,1,0,78
4334,4334,201905,2,0,0,2,0,0,1951
4335,4335,202105,3,0,1,3,0,1,1735
4336,4336,202005,1,1,5,1,0,2,63
4337,4337,201905,1,0,1,4,0,4,10
4338,4338,202105,13,0,1,2,0,3,1925
4339,4339,202005,8,0,0,4,1,3,497
4340,4340,202105,5,0,0,2,1,4,1261
4341,4341,202005,7,1,5,0,0,3,14
4342,4342,202005,12,0,1,3,1,4,1204
4343,4343,201905,1,0,1,4,1,2,152
4344,4344,202005,4,1,4,2,1,0,199
4345,4345,202005,11,1,6,4,1,0,718
4346,4346,201905,8,0,0,1,1,0,119
4347,4347,202005,0,1,6,0,1,0,32
4348,4348,201905,8,0,6,3,1,2,1333
4349,4349,201905,5,1,4,0,1,3,95
4350,4350,202105,1,1,5,3,0,3,124
4351,4351,202005,8,0,3,4,1,0,459
4352,4352,201905,7,0,6,2,1,3,70
4353,4353,202005,7,0,1,5,0,1,2609
4354,4354,201905,6,1,4,0,0,0,54
4355,4355,202005,1,0,0,4,0,3,40
