,CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대,건수합계
9569,202005,취미용품,평일,목,C.10-14시,M,A.2O대,238
9570,202105,홈쇼핑,평일,화,E.18-22시,M,D.5O대,2528
9571,202005,홈쇼핑,평일,수,B.06-10시,F,E.60대이상,5232
9572,201905,식료품,평일,금,E.18-22시,F,D.5O대,1824
9573,202105,스포츠의류용품,평일,금,C.10-14시,F,D.5O대,288
9574,202105,취미용품,평일,월,D.14-18시,M,E.60대이상,199
9575,202005,가전,평일,수,F.22-02시,M,C.4O대,1898
9576,201905,애완용품,휴일,수,B.06-10시,M,D.5O대,11
9577,201905,홈쇼핑,평일,금,C.10-14시,F,C.4O대,7648
9578,202005,패션,휴일,일,E.18-22시,M,A.2O대,3166
9579,202005,패션,평일,수,B.06-10시,M,A.2O대,1096
9580,202105,패션,평일,월,A.02-06시,M,B.3O대,1141
9581,202105,인테리어,평일,금,A.02-06시,F,B.3O대,295
9582,202005,홈쇼핑,평일,금,C.10-14시,M,E.60대이상,1092
9583,201905,인테리어,평일,월,B.06-10시,F,D.5O대,194
9584,202105,스포츠의류용품,평일,월,B.06-10시,F,E.60대이상,42
9585,202105,서적,평일,화,F.22-02시,F,B.3O대,1257
9586,202105,애완용품,평일,목,B.06-10시,F,E.60대이상,64
9587,202105,홈쇼핑,평일,월,F.22-02시,F,E.60대이상,3694
9588,202105,인테리어,휴일,일,E.18-22시,F,B.3O대,3572
9589,201905,생활/사무용품,휴일,수,A.02-06시,F,D.5O대,47
9590,202105,생활/사무용품,평일,목,A.02-06시,F,D.5O대,502
9591,201905,차량정비_부품,평일,수,C.10-14시,M,A.2O대,207
9592,202105,패션,평일,화,C.10-14시,F,A.2O대,7611
9593,201905,취미용품,휴일,일,C.10-14시,M,A.2O대,70
9594,202105,유아용품,휴일,토,D.14-18시,M,A.2O대,122
9595,202005,애완용품,휴일,화,E.18-22시,F,D.5O대,72
9596,201905,홈쇼핑,평일,월,E.18-22시,M,B.3O대,1056
9597,202005,취미용품,평일,목,E.18-22시,M,D.5O대,250
9598,201905,서적,평일,화,F.22-02시,F,C.4O대,1856
9599,202105,식료품,휴일,수,C.10-14시,F,A.2O대,958
9600,201905,화장품,휴일,수,A.02-06시,M,D.5O대,7
9601,202105,취미용품,평일,월,F.22-02시,F,D.5O대,200
9602,202105,스포츠의류용품,평일,수,C.10-14시,F,D.5O대,175
9603,202005,패션,휴일,화,F.22-02시,F,A.2O대,2100
9604,202105,식료품,휴일,일,A.02-06시,M,E.60대이상,129
9605,201905,인테리어,휴일,수,F.22-02시,M,B.3O대,271
9606,202005,골프용품,평일,월,B.06-10시,M,B.3O대,59
9607,202105,취미용품,휴일,토,F.22-02시,F,D.5O대,183
9608,202105,취미용품,평일,금,B.06-10시,F,C.4O대,250
9609,202105,가전,평일,목,D.14-18시,F,E.60대이상,371
9610,201905,생활/사무용품,휴일,월,A.02-06시,M,B.3O대,126
9611,202005,홈쇼핑,평일,월,E.18-22시,M,A.2O대,340
9612,202005,서적,평일,수,A.02-06시,F,D.5O대,52
9613,201905,가전,평일,월,D.14-18시,F,C.4O대,1780
9614,201905,골프용품,평일,월,F.22-02시,M,A.2O대,6
9615,202005,화장품,평일,월,F.22-02시,F,E.60대이상,191
9616,202005,취미용품,평일,목,C.10-14시,F,D.5O대,167
9617,202105,취미용품,평일,목,F.22-02시,F,D.5O대,176
9618,202005,골프용품,휴일,일,E.18-22시,M,E.60대이상,41
9619,202005,홈쇼핑,평일,수,E.18-22시,M,A.2O대,371
9620,202105,차량정비_부품,평일,목,B.06-10시,F,B.3O대,164
9621,202005,가전,휴일,금,B.06-10시,M,C.4O대,247
9622,202105,골프용품,평일,목,E.18-22시,F,E.60대이상,13
9623,202005,취미용품,평일,월,C.10-14시,M,D.5O대,419
9624,202005,유아용품,휴일,토,D.14-18시,F,C.4O대,824
9625,202105,골프용품,평일,금,D.14-18시,F,C.4O대,155
9626,202005,화장품,휴일,일,A.02-06시,M,B.3O대,218
9627,202105,인테리어,평일,월,F.22-02시,M,D.5O대,801
9628,202105,인테리어,평일,월,D.14-18시,M,E.60대이상,584
9629,202105,취미용품,휴일,수,E.18-22시,F,C.4O대,367
9630,202105,생활/사무용품,평일,화,E.18-22시,M,E.60대이상,1112
9631,202105,애완용품,휴일,일,A.02-06시,F,A.2O대,122
9632,202005,홈쇼핑,평일,월,F.22-02시,F,A.2O대,949
9633,202105,차량정비_부품,평일,목,D.14-18시,F,A.2O대,129
9634,202005,스포츠의류용품,휴일,화,D.14-18시,M,C.4O대,180
9635,202005,스포츠의류용품,휴일,금,D.14-18시,M,D.5O대,57
9636,202105,서적,휴일,수,A.02-06시,F,B.3O대,93
9637,201905,홈쇼핑,평일,금,E.18-22시,F,A.2O대,631
9638,202005,홈쇼핑,휴일,일,B.06-10시,F,A.2O대,336
9639,202105,서적,평일,수,F.22-02시,M,A.2O대,75
9640,202005,가전,휴일,일,E.18-22시,F,B.3O대,1867
9641,201905,골프용품,평일,수,F.22-02시,M,B.3O대,47
9642,202005,화장품,휴일,화,D.14-18시,F,B.3O대,701
9643,202005,가전,평일,금,D.14-18시,F,A.2O대,646
9644,201905,패션,평일,금,C.10-14시,M,C.4O대,4333
9645,202105,유아용품,휴일,토,C.10-14시,M,B.3O대,731
9646,202005,화장품,평일,화,E.18-22시,F,E.60대이상,205
9647,202105,식료품,휴일,토,A.02-06시,F,D.5O대,513
9648,202105,식료품,평일,금,F.22-02시,M,E.60대이상,454
9649,201905,생활/사무용품,휴일,토,E.18-22시,M,D.5O대,796
9650,202005,서적,평일,금,F.22-02시,M,A.2O대,104
9651,202105,가전,휴일,일,C.10-14시,F,A.2O대,701
9652,201905,골프용품,평일,금,F.22-02시,M,E.60대이상,7
9653,202105,애완용품,평일,목,C.10-14시,M,B.3O대,470
9654,202105,차량정비_부품,평일,수,E.18-22시,F,B.3O대,148
9655,202105,홈쇼핑,휴일,토,C.10-14시,M,D.5O대,2869
9656,202005,생활/사무용품,휴일,일,C.10-14시,M,E.60대이상,804
9657,201905,스포츠의류용품,평일,수,B.06-10시,F,C.4O대,329
9658,202105,홈쇼핑,휴일,수,B.06-10시,F,B.3O대,1080
9659,201905,가전,휴일,월,C.10-14시,F,A.2O대,109
9660,202105,골프용품,휴일,토,F.22-02시,M,A.2O대,7
9661,202105,차량정비_부품,휴일,토,B.06-10시,F,B.3O대,84
9662,202005,생활/사무용품,휴일,일,F.22-02시,F,E.60대이상,608
9663,202005,취미용품,평일,목,A.02-06시,M,A.2O대,45
9664,201905,생활/사무용품,평일,월,B.06-10시,F,C.4O대,2557
9665,202005,화장품,평일,금,B.06-10시,F,C.4O대,1811
9666,201905,애완용품,휴일,수,F.22-02시,M,A.2O대,23
9667,202105,가전,휴일,토,A.02-06시,M,E.60대이상,32
9668,201905,차량정비_부품,휴일,토,C.10-14시,M,C.4O대,308
9669,201905,유아용품,휴일,월,B.06-10시,F,E.60대이상,5
9670,202005,골프용품,평일,월,C.10-14시,M,D.5O대,247
9671,201905,가전,평일,월,D.14-18시,M,E.60대이상,257
9672,201905,패션,휴일,일,A.02-06시,F,C.4O대,660
9673,201905,애완용품,평일,수,A.02-06시,M,D.5O대,5
9674,202105,애완용품,평일,월,C.10-14시,M,D.5O대,275
9675,202005,스포츠의류용품,평일,수,D.14-18시,F,A.2O대,495
9676,202005,화장품,휴일,일,B.06-10시,M,E.60대이상,82
9677,202105,서적,휴일,수,B.06-10시,M,D.5O대,121
9678,202105,서적,평일,월,A.02-06시,M,C.4O대,134
9679,202005,인테리어,휴일,토,F.22-02시,M,A.2O대,351
9680,202105,서적,평일,목,B.06-10시,F,B.3O대,792
9681,202005,스포츠의류용품,휴일,토,F.22-02시,M,D.5O대,186
9682,201905,서적,휴일,월,A.02-06시,F,A.2O대,19
9683,202105,스포츠의류용품,평일,금,D.14-18시,F,B.3O대,855
9684,202005,스포츠의류용품,평일,수,F.22-02시,M,E.60대이상,30
9685,202105,패션,휴일,토,E.18-22시,M,E.60대이상,856
9686,202105,가전,휴일,토,B.06-10시,F,E.60대이상,77
9687,202105,가전,평일,수,F.22-02시,F,C.4O대,705
9688,202005,가전,휴일,일,B.06-10시,M,C.4O대,773
9689,201905,서적,평일,수,F.22-02시,F,B.3O대,981
9690,202005,식료품,평일,월,D.14-18시,F,B.3O대,7765
9691,202005,차량정비_부품,평일,목,C.10-14시,F,B.3O대,264
9692,202005,골프용품,휴일,토,E.18-22시,F,D.5O대,78
9693,202005,패션,평일,화,A.02-06시,M,C.4O대,519
9694,202105,취미용품,평일,금,F.22-02시,M,C.4O대,481
9695,201905,패션,휴일,토,B.06-10시,M,D.5O대,476
9696,202005,식료품,휴일,일,A.02-06시,F,D.5O대,346
9697,202105,가전,휴일,토,E.18-22시,M,B.3O대,2810
9698,201905,유아용품,휴일,수,F.22-02시,F,C.4O대,150
9699,202105,골프용품,평일,목,D.14-18시,F,B.3O대,81
9700,202005,스포츠의류용품,평일,수,D.14-18시,F,C.4O대,867
9701,202105,애완용품,휴일,수,C.10-14시,F,D.5O대,172
9702,202105,애완용품,평일,목,F.22-02시,F,E.60대이상,59
9703,201905,화장품,휴일,수,B.06-10시,M,A.2O대,47
9704,202005,스포츠의류용품,평일,수,E.18-22시,F,C.4O대,758
9705,201905,취미용품,휴일,월,F.22-02시,F,D.5O대,13
9706,201905,취미용품,휴일,토,B.06-10시,F,D.5O대,22
9707,201905,애완용품,휴일,수,A.02-06시,F,D.5O대,11
9708,202105,취미용품,휴일,일,C.10-14시,F,D.5O대,259
9709,201905,취미용품,평일,목,B.06-10시,M,E.60대이상,44
9710,201905,스포츠의류용품,휴일,토,F.22-02시,F,C.4O대,318
9711,202005,식료품,평일,화,E.18-22시,F,B.3O대,5763
9712,201905,가전,휴일,토,E.18-22시,M,E.60대이상,106
9713,202105,화장품,평일,목,C.10-14시,F,A.2O대,2518
9714,201905,생활/사무용품,휴일,일,B.06-10시,F,B.3O대,1336
9715,202005,홈쇼핑,평일,화,D.14-18시,M,B.3O대,1126
9716,201905,화장품,평일,수,C.10-14시,F,E.60대이상,394
9717,202005,인테리어,평일,금,C.10-14시,F,C.4O대,1996
9718,202005,패션,휴일,토,F.22-02시,M,E.60대이상,292
9719,201905,패션,휴일,일,B.06-10시,F,D.5O대,838
9720,202105,가전,평일,목,B.06-10시,M,D.5O대,1398
9721,202105,애완용품,평일,월,F.22-02시,M,C.4O대,359
9722,202005,화장품,휴일,화,F.22-02시,F,D.5O대,198
9723,202105,가전,평일,월,B.06-10시,F,A.2O대,1145
9724,202005,패션,휴일,금,D.14-18시,M,D.5O대,450
9725,202005,화장품,휴일,금,E.18-22시,F,A.2O대,377
9726,202105,취미용품,휴일,일,E.18-22시,F,D.5O대,305
9727,201905,패션,휴일,일,D.14-18시,M,C.4O대,4248
9728,202005,취미용품,휴일,금,B.06-10시,F,E.60대이상,7
9729,202005,생활/사무용품,휴일,금,D.14-18시,M,D.5O대,505
9730,202105,생활/사무용품,평일,월,E.18-22시,M,C.4O대,7613
9731,202105,애완용품,평일,목,E.18-22시,F,E.60대이상,90
9732,202105,홈쇼핑,평일,월,F.22-02시,M,E.60대이상,1063
9733,202105,애완용품,평일,목,F.22-02시,M,C.4O대,250
9734,202105,유아용품,휴일,토,E.18-22시,M,B.3O대,773
9735,202105,서적,평일,금,B.06-10시,F,B.3O대,798
9736,201905,취미용품,평일,수,F.22-02시,M,E.60대이상,35
9737,202105,생활/사무용품,평일,화,D.14-18시,M,A.2O대,1488
9738,202005,스포츠의류용품,평일,화,C.10-14시,F,A.2O대,402
9739,202005,취미용품,평일,화,C.10-14시,M,C.4O대,988
9740,201905,화장품,휴일,수,F.22-02시,F,B.3O대,772
9741,202105,차량정비_부품,휴일,수,E.18-22시,F,A.2O대,54
9742,202005,식료품,휴일,일,C.10-14시,M,E.60대이상,682
9743,202005,유아용품,휴일,일,D.14-18시,F,D.5O대,115
9744,202105,차량정비_부품,평일,화,B.06-10시,M,D.5O대,229
9745,202005,홈쇼핑,평일,수,D.14-18시,F,A.2O대,933
9746,202105,패션,평일,금,B.06-10시,M,C.4O대,2835
9747,202105,골프용품,휴일,수,E.18-22시,F,C.4O대,98
9748,201905,가전,평일,수,C.10-14시,F,C.4O대,1181
9749,202105,서적,휴일,일,C.10-14시,M,C.4O대,1209
9750,201905,스포츠의류용품,평일,금,F.22-02시,F,E.60대이상,18
9751,202005,골프용품,휴일,토,A.02-06시,M,C.4O대,36
9752,202005,가전,평일,화,A.02-06시,F,D.5O대,49
9753,202105,유아용품,평일,목,F.22-02시,M,B.3O대,890
9754,202105,가전,휴일,일,D.14-18시,M,C.4O대,3162
9755,202105,홈쇼핑,평일,월,C.10-14시,M,A.2O대,476
9756,202105,가전,휴일,수,F.22-02시,F,C.4O대,594
9757,202005,패션,평일,수,A.02-06시,F,B.3O대,2403
9758,202105,생활/사무용품,평일,화,A.02-06시,M,E.60대이상,149
9759,201905,생활/사무용품,휴일,토,C.10-14시,M,B.3O대,2069
9760,202005,홈쇼핑,휴일,금,E.18-22시,F,B.3O대,1228
9761,202105,가전,평일,화,B.06-10시,M,B.3O대,2116
9762,202005,패션,휴일,일,D.14-18시,F,D.5O대,4413
9763,202005,애완용품,휴일,일,F.22-02시,F,D.5O대,279
9764,202005,가전,평일,월,E.18-22시,F,E.60대이상,196
9765,202005,차량정비_부품,평일,월,B.06-10시,F,E.60대이상,9
9766,202105,가전,휴일,토,D.14-18시,F,B.3O대,1804
9767,201905,인테리어,평일,목,D.14-18시,F,A.2O대,934
9768,202105,서적,평일,금,B.06-10시,M,E.60대이상,108
9769,202105,유아용품,평일,수,D.14-18시,M,D.5O대,51
9770,202105,스포츠의류용품,휴일,토,F.22-02시,M,E.60대이상,53
9771,202005,생활/사무용품,휴일,금,E.18-22시,F,B.3O대,1104
9772,201905,애완용품,휴일,수,F.22-02시,F,E.60대이상,7
9773,202105,인테리어,평일,월,A.02-06시,M,C.4O대,294
9774,202005,패션,휴일,토,F.22-02시,M,D.5O대,1451
9775,202005,취미용품,평일,수,E.18-22시,M,E.60대이상,85
9776,201905,홈쇼핑,평일,화,B.06-10시,F,D.5O대,9341
9777,202105,취미용품,평일,화,F.22-02시,M,E.60대이상,59
9778,201905,패션,휴일,월,E.18-22시,F,B.3O대,2056
9779,202005,취미용품,휴일,토,A.02-06시,F,C.4O대,53
9780,202005,골프용품,평일,화,C.10-14시,F,B.3O대,29
9781,202105,골프용품,평일,금,A.02-06시,M,B.3O대,11
9782,202105,홈쇼핑,휴일,수,E.18-22시,M,C.4O대,2158
9783,202005,가전,휴일,화,F.22-02시,M,E.60대이상,22
9784,201905,취미용품,휴일,토,D.14-18시,F,D.5O대,86
9785,202005,취미용품,휴일,일,C.10-14시,F,C.4O대,518
9786,201905,애완용품,휴일,수,C.10-14시,F,D.5O대,48
9787,202105,골프용품,평일,금,D.14-18시,F,D.5O대,119
9788,202105,식료품,휴일,일,C.10-14시,F,E.60대이상,1763
9789,202005,인테리어,평일,화,E.18-22시,M,C.4O대,1203
9790,201905,유아용품,휴일,수,C.10-14시,F,D.5O대,26
9791,201905,애완용품,휴일,일,D.14-18시,F,A.2O대,219
9792,201905,생활/사무용품,평일,화,A.02-06시,F,A.2O대,263
9793,202105,패션,평일,금,C.10-14시,F,C.4O대,11487
9794,202005,식료품,평일,월,B.06-10시,M,C.4O대,2116
9795,202105,유아용품,평일,수,B.06-10시,F,A.2O대,131
9796,202005,골프용품,휴일,토,C.10-14시,F,B.3O대,39
9797,202005,골프용품,평일,수,A.02-06시,M,B.3O대,5
9798,202005,차량정비_부품,휴일,일,B.06-10시,M,A.2O대,65
9799,202005,차량정비_부품,평일,금,A.02-06시,M,A.2O대,29
9800,201905,인테리어,휴일,수,D.14-18시,F,A.2O대,206
9801,202005,화장품,휴일,토,B.06-10시,M,E.60대이상,83
9802,202005,서적,휴일,금,B.06-10시,F,C.4O대,223
9803,202005,골프용품,휴일,일,F.22-02시,F,C.4O대,123
9804,202105,화장품,평일,월,B.06-10시,M,D.5O대,484
9805,202005,홈쇼핑,휴일,금,F.22-02시,F,C.4O대,2387
9806,202005,가전,휴일,금,C.10-14시,F,B.3O대,343
9807,202105,스포츠의류용품,평일,화,A.02-06시,M,A.2O대,74
9808,202105,가전,평일,월,C.10-14시,M,A.2O대,1835
9809,202105,인테리어,평일,화,B.06-10시,M,D.5O대,603
9810,202105,서적,평일,수,A.02-06시,M,B.3O대,32
9811,202005,애완용품,휴일,토,B.06-10시,F,B.3O대,223
9812,201905,애완용품,평일,목,C.10-14시,F,A.2O대,461
9813,202005,화장품,휴일,금,F.22-02시,M,B.3O대,235
9814,202105,생활/사무용품,평일,수,F.22-02시,M,A.2O대,592
9815,201905,홈쇼핑,평일,목,F.22-02시,M,C.4O대,2510
9816,202005,유아용품,평일,금,B.06-10시,M,C.4O대,258
9817,202005,패션,휴일,일,D.14-18시,F,E.60대이상,944
9818,201905,애완용품,휴일,일,C.10-14시,M,B.3O대,113
9819,202105,인테리어,평일,화,B.06-10시,F,C.4O대,1440
9820,202005,취미용품,평일,월,E.18-22시,M,C.4O대,939
9821,202005,골프용품,평일,월,D.14-18시,M,D.5O대,180
9822,202105,식료품,평일,월,D.14-18시,M,B.3O대,6555
9823,202105,유아용품,평일,월,F.22-02시,F,A.2O대,569
9824,202105,애완용품,휴일,토,D.14-18시,M,D.5O대,146
9825,202005,애완용품,평일,월,D.14-18시,M,E.60대이상,35
9826,202005,차량정비_부품,휴일,화,F.22-02시,F,D.5O대,20
9827,201905,화장품,평일,목,E.18-22시,F,D.5O대,808
9828,202005,인테리어,평일,화,A.02-06시,M,C.4O대,185
9829,202005,애완용품,평일,목,B.06-10시,F,C.4O대,350
9830,202005,식료품,평일,월,E.18-22시,M,D.5O대,2078
9831,202005,애완용품,평일,화,C.10-14시,M,B.3O대,305
9832,201905,차량정비_부품,평일,화,C.10-14시,M,B.3O대,766
9833,202105,취미용품,평일,금,B.06-10시,M,B.3O대,327
9834,201905,골프용품,휴일,토,D.14-18시,F,B.3O대,22
9835,202105,화장품,휴일,일,E.18-22시,M,B.3O대,1909
9836,202005,서적,평일,금,C.10-14시,M,A.2O대,162
9837,202105,홈쇼핑,평일,금,D.14-18시,F,B.3O대,2931
9838,201905,서적,평일,금,A.02-06시,F,A.2O대,68
9839,202005,차량정비_부품,휴일,일,B.06-10시,M,D.5O대,127
9840,201905,유아용품,평일,월,F.22-02시,M,A.2O대,144
9841,201905,가전,평일,금,B.06-10시,F,E.60대이상,99
9842,201905,차량정비_부품,평일,목,E.18-22시,M,C.4O대,416
9843,202105,서적,휴일,수,F.22-02시,F,D.5O대,250
9844,202005,생활/사무용품,휴일,토,F.22-02시,F,D.5O대,1884
9845,201905,인테리어,평일,목,B.06-10시,F,B.3O대,868
9846,201905,인테리어,평일,금,E.18-22시,F,E.60대이상,100
9847,202005,스포츠의류용품,휴일,토,B.06-10시,F,A.2O대,139
9848,201905,차량정비_부품,평일,화,B.06-10시,F,E.60대이상,11
9849,202005,식료품,휴일,금,A.02-06시,F,A.2O대,87
9850,201905,홈쇼핑,휴일,토,E.18-22시,F,E.60대이상,1791
9851,201905,생활/사무용품,휴일,월,D.14-18시,M,A.2O대,201
9852,202105,유아용품,휴일,토,C.10-14시,F,A.2O대,361
9853,202105,취미용품,평일,월,E.18-22시,F,A.2O대,592
9854,201905,패션,휴일,일,B.06-10시,M,B.3O대,996
9855,202005,골프용품,평일,목,B.06-10시,F,D.5O대,39
9856,202105,가전,휴일,토,C.10-14시,M,B.3O대,2833
9857,202005,생활/사무용품,휴일,화,D.14-18시,F,B.3O대,1514
9858,201905,화장품,휴일,수,D.14-18시,M,E.60대이상,14
9859,202005,차량정비_부품,평일,금,B.06-10시,M,B.3O대,378
9860,201905,유아용품,휴일,토,F.22-02시,M,C.4O대,361
9861,201905,화장품,평일,월,F.22-02시,F,C.4O대,1506
9862,202005,스포츠의류용품,휴일,토,B.06-10시,M,C.4O대,306
9863,201905,생활/사무용품,휴일,토,F.22-02시,M,B.3O대,1563
9864,201905,취미용품,휴일,토,B.06-10시,M,D.5O대,58
9865,201905,홈쇼핑,휴일,수,B.06-10시,F,E.60대이상,1053
9866,202005,차량정비_부품,평일,금,E.18-22시,F,B.3O대,190
9867,201905,차량정비_부품,평일,금,B.06-10시,M,C.4O대,299
9868,202005,식료품,평일,월,C.10-14시,M,C.4O대,4671
9869,202105,화장품,평일,화,D.14-18시,M,E.60대이상,290
9870,201905,인테리어,평일,수,F.22-02시,F,E.60대이상,53
9871,201905,인테리어,평일,금,F.22-02시,M,C.4O대,591
9872,201905,취미용품,휴일,토,C.10-14시,M,E.60대이상,50
9873,201905,패션,평일,월,B.06-10시,M,D.5O대,513
9874,202005,가전,평일,금,F.22-02시,M,E.60대이상,102
9875,201905,스포츠의류용품,평일,수,F.22-02시,F,D.5O대,132
9876,202105,가전,평일,수,D.14-18시,F,E.60대이상,137
9877,201905,가전,휴일,월,F.22-02시,F,A.2O대,112
9878,201905,골프용품,평일,월,E.18-22시,M,E.60대이상,12
9879,202005,서적,평일,화,E.18-22시,M,B.3O대,462
9880,202105,패션,평일,수,A.02-06시,F,A.2O대,709
9881,202005,차량정비_부품,평일,월,C.10-14시,F,C.4O대,263
9882,201905,패션,평일,화,E.18-22시,F,B.3O대,8475
9883,202005,유아용품,휴일,토,F.22-02시,M,B.3O대,738
9884,202105,유아용품,평일,월,D.14-18시,F,B.3O대,3527
9885,201905,패션,휴일,토,E.18-22시,F,E.60대이상,471
9886,201905,스포츠의류용품,휴일,일,E.18-22시,M,E.60대이상,24
9887,202005,유아용품,휴일,일,E.18-22시,M,B.3O대,1072
9888,202105,생활/사무용품,휴일,토,E.18-22시,M,C.4O대,5242
9889,202105,생활/사무용품,평일,월,D.14-18시,F,A.2O대,3376
9890,201905,서적,휴일,일,F.22-02시,M,D.5O대,275
9891,201905,패션,휴일,일,C.10-14시,F,D.5O대,2095
9892,201905,골프용품,평일,수,B.06-10시,M,B.3O대,38
9893,202005,홈쇼핑,평일,금,A.02-06시,F,A.2O대,121
9894,201905,가전,휴일,월,F.22-02시,M,D.5O대,75
9895,201905,가전,평일,수,F.22-02시,M,E.60대이상,73
9896,202105,서적,평일,목,A.02-06시,M,E.60대이상,17
9897,202105,유아용품,휴일,토,E.18-22시,M,D.5O대,123
9898,202105,홈쇼핑,평일,수,B.06-10시,F,B.3O대,1801
9899,201905,스포츠의류용품,평일,목,E.18-22시,F,C.4O대,531
9900,201905,취미용품,평일,월,C.10-14시,F,C.4O대,459
9901,202005,홈쇼핑,휴일,금,D.14-18시,M,B.3O대,510
9902,202105,인테리어,평일,월,E.18-22시,M,D.5O대,1214
9903,202105,화장품,휴일,토,B.06-10시,M,C.4O대,707
9904,202105,골프용품,평일,화,D.14-18시,M,A.2O대,14
9905,201905,식료품,휴일,월,F.22-02시,F,C.4O대,816
9906,201905,가전,평일,월,B.06-10시,M,B.3O대,1410
9907,202005,차량정비_부품,평일,수,D.14-18시,M,A.2O대,260
9908,201905,골프용품,평일,목,F.22-02시,M,C.4O대,116
9909,202105,애완용품,평일,수,D.14-18시,M,C.4O대,177
9910,202005,서적,휴일,화,C.10-14시,F,A.2O대,98
9911,202005,식료품,평일,화,C.10-14시,F,A.2O대,2075
9912,201905,골프용품,평일,화,B.06-10시,M,B.3O대,42
9913,202005,유아용품,평일,목,B.06-10시,F,A.2O대,203
9914,202005,식료품,평일,금,F.22-02시,F,D.5O대,1827
9915,201905,애완용품,평일,수,A.02-06시,F,A.2O대,58
9916,202005,식료품,휴일,토,C.10-14시,M,D.5O대,1574
9917,201905,서적,평일,목,F.22-02시,M,A.2O대,209
9918,202105,식료품,평일,금,A.02-06시,M,A.2O대,204
9919,202005,차량정비_부품,휴일,화,D.14-18시,F,A.2O대,24
9920,201905,화장품,평일,월,C.10-14시,M,B.3O대,1072
9921,202005,패션,휴일,화,B.06-10시,F,E.60대이상,73
9922,201905,화장품,평일,금,A.02-06시,F,E.60대이상,22
9923,201905,화장품,평일,화,C.10-14시,F,B.3O대,3298
9924,202005,화장품,평일,목,C.10-14시,M,A.2O대,573
9925,201905,화장품,휴일,토,A.02-06시,M,E.60대이상,9
9926,201905,서적,휴일,일,C.10-14시,M,C.4O대,1034
9927,202105,골프용품,평일,수,B.06-10시,F,B.3O대,18
9928,202105,식료품,평일,화,D.14-18시,M,A.2O대,1365
9929,202005,화장품,휴일,토,E.18-22시,M,B.3O대,1111
9930,202005,화장품,휴일,금,A.02-06시,M,A.2O대,18
9931,201905,차량정비_부품,평일,금,F.22-02시,F,E.60대이상,6
9932,201905,화장품,휴일,수,D.14-18시,F,E.60대이상,65
9933,202005,유아용품,평일,수,A.02-06시,F,E.60대이상,7
9934,201905,취미용품,평일,금,C.10-14시,F,E.60대이상,26
9935,201905,골프용품,평일,금,D.14-18시,M,E.60대이상,22
9936,202105,패션,평일,화,A.02-06시,F,C.4O대,1465
9937,202005,홈쇼핑,휴일,토,F.22-02시,F,B.3O대,5822
9938,202005,골프용품,평일,수,E.18-22시,F,E.60대이상,13
9939,202005,차량정비_부품,휴일,토,F.22-02시,F,C.4O대,178
9940,201905,서적,휴일,월,D.14-18시,F,E.60대이상,10
9941,202105,차량정비_부품,평일,수,A.02-06시,M,B.3O대,61
9942,202005,가전,휴일,금,E.18-22시,F,C.4O대,298
9943,202005,홈쇼핑,휴일,토,A.02-06시,M,C.4O대,433
9944,201905,애완용품,휴일,토,D.14-18시,F,B.3O대,237
9945,202005,인테리어,휴일,금,D.14-18시,F,D.5O대,257
9946,202105,홈쇼핑,평일,목,D.14-18시,F,B.3O대,3312
9947,201905,가전,휴일,월,B.06-10시,M,D.5O대,58
9948,202105,가전,평일,화,F.22-02시,M,D.5O대,846
9949,202005,골프용품,휴일,금,D.14-18시,F,B.3O대,5
9950,202005,차량정비_부품,평일,월,B.06-10시,M,D.5O대,158
9951,201905,취미용품,평일,수,F.22-02시,M,C.4O대,434
9952,202005,식료품,휴일,금,A.02-06시,F,C.4O대,205
9953,201905,스포츠의류용품,평일,화,D.14-18시,F,E.60대이상,33
9954,201905,차량정비_부품,휴일,일,B.06-10시,M,B.3O대,150
9955,202005,유아용품,평일,수,E.18-22시,M,C.4O대,533
9956,202005,취미용품,휴일,금,D.14-18시,M,D.5O대,67
9957,201905,유아용품,휴일,일,B.06-10시,F,D.5O대,34
9958,201905,차량정비_부품,평일,월,C.10-14시,F,E.60대이상,19
9959,202005,취미용품,휴일,일,F.22-02시,M,D.5O대,263
9960,202105,취미용품,평일,화,A.02-06시,M,A.2O대,47
9961,202105,취미용품,휴일,수,E.18-22시,M,C.4O대,546
9962,202005,홈쇼핑,평일,금,F.22-02시,F,A.2O대,732
9963,201905,생활/사무용품,평일,목,C.10-14시,F,A.2O대,2269
9964,202005,식료품,평일,목,B.06-10시,F,E.60대이상,612
9965,202105,생활/사무용품,휴일,토,B.06-10시,F,A.2O대,868
9966,202005,식료품,휴일,금,A.02-06시,M,D.5O대,38
9967,202105,인테리어,평일,목,B.06-10시,F,A.2O대,578
9968,202105,애완용품,평일,목,D.14-18시,M,A.2O대,110
9969,201905,식료품,휴일,일,B.06-10시,F,B.3O대,1395
9970,201905,애완용품,평일,월,E.18-22시,M,E.60대이상,20
9971,202105,식료품,평일,금,E.18-22시,F,E.60대이상,1356
9972,201905,식료품,평일,금,C.10-14시,M,D.5O대,1462
9973,201905,스포츠의류용품,휴일,월,E.18-22시,M,C.4O대,122
9974,202005,패션,평일,수,E.18-22시,M,C.4O대,4971
9975,202005,차량정비_부품,휴일,금,D.14-18시,F,C.4O대,36
9976,202005,생활/사무용품,평일,금,F.22-02시,F,B.3O대,5300
