,CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대,건수합계
2290,201905,서적,평일,목,E.18-22시,M,B.3O대,782
2291,202005,인테리어,휴일,금,B.06-10시,F,A.2O대,117
2292,201905,취미용품,평일,금,E.18-22시,M,E.60대이상,36
2293,202005,서적,평일,수,B.06-10시,F,B.3O대,758
2294,202105,가전,평일,목,A.02-06시,M,E.60대이상,37
2295,202005,패션,휴일,화,D.14-18시,M,D.5O대,552
2296,202105,스포츠의류용품,평일,금,C.10-14시,F,B.3O대,904
2297,201905,생활/사무용품,평일,금,B.06-10시,M,C.4O대,2200
2298,202005,가전,휴일,금,B.06-10시,M,E.60대이상,29
2299,201905,골프용품,휴일,토,E.18-22시,F,C.4O대,39
2300,202005,유아용품,평일,금,B.06-10시,F,A.2O대,145
2301,201905,가전,휴일,수,A.02-06시,M,C.4O대,66
2302,201905,애완용품,평일,수,A.02-06시,M,C.4O대,20
2303,202105,홈쇼핑,휴일,토,A.02-06시,M,A.2O대,51
2304,202005,가전,평일,목,E.18-22시,M,D.5O대,763
2305,201905,인테리어,평일,수,E.18-22시,M,A.2O대,302
2306,201905,골프용품,평일,목,A.02-06시,M,B.3O대,3
2307,202105,취미용품,평일,월,C.10-14시,M,D.5O대,665
2308,201905,패션,휴일,토,F.22-02시,F,C.4O대,5347
2309,201905,가전,휴일,월,E.18-22시,F,C.4O대,198
2310,202105,스포츠의류용품,평일,금,E.18-22시,M,A.2O대,188
2311,202105,홈쇼핑,평일,금,A.02-06시,F,B.3O대,334
2312,201905,애완용품,평일,수,E.18-22시,F,C.4O대,334
2313,202105,가전,평일,월,D.14-18시,F,B.3O대,2791
2314,202105,취미용품,휴일,수,F.22-02시,F,A.2O대,128
2315,201905,골프용품,평일,화,F.22-02시,M,C.4O대,133
2316,202005,홈쇼핑,휴일,일,B.06-10시,F,D.5O대,8896
2317,202105,인테리어,평일,금,C.10-14시,M,C.4O대,2007
2318,201905,생활/사무용품,평일,금,B.06-10시,F,B.3O대,3017
2319,201905,생활/사무용품,평일,월,D.14-18시,F,E.60대이상,1035
2320,202005,애완용품,평일,수,D.14-18시,M,E.60대이상,55
2321,202105,골프용품,평일,수,B.06-10시,F,E.60대이상,17
2322,202005,유아용품,평일,목,C.10-14시,F,A.2O대,428
2323,202005,화장품,평일,월,D.14-18시,F,A.2O대,2153
2324,202105,애완용품,휴일,일,D.14-18시,F,C.4O대,890
2325,202105,화장품,휴일,수,E.18-22시,F,B.3O대,1968
2326,201905,스포츠의류용품,휴일,수,E.18-22시,F,E.60대이상,8
2327,202105,스포츠의류용품,평일,금,A.02-06시,M,E.60대이상,11
2328,202105,식료품,평일,금,F.22-02시,F,C.4O대,6957
2329,201905,인테리어,평일,금,C.10-14시,M,A.2O대,303
2330,202005,패션,평일,목,C.10-14시,M,D.5O대,1831
2331,202105,스포츠의류용품,평일,목,B.06-10시,M,A.2O대,121
2332,202105,애완용품,휴일,일,E.18-22시,M,C.4O대,513
2333,202105,화장품,평일,목,C.10-14시,M,A.2O대,515
2334,202105,유아용품,평일,화,B.06-10시,F,E.60대이상,45
2335,201905,패션,평일,화,B.06-10시,M,C.4O대,1807
2336,201905,차량정비_부품,평일,수,C.10-14시,M,E.60대이상,47
2337,202105,차량정비_부품,평일,화,A.02-06시,M,C.4O대,96
2338,201905,유아용품,휴일,수,A.02-06시,F,A.2O대,19
2339,202005,화장품,휴일,화,E.18-22시,M,B.3O대,321
2340,201905,차량정비_부품,평일,수,C.10-14시,F,B.3O대,195
2341,201905,스포츠의류용품,평일,수,B.06-10시,F,A.2O대,180
2342,202005,유아용품,평일,목,D.14-18시,F,E.60대이상,39
2343,202005,차량정비_부품,휴일,금,A.02-06시,M,E.60대이상,3
2344,202005,생활/사무용품,휴일,금,C.10-14시,M,C.4O대,1093
2345,202105,생활/사무용품,휴일,토,D.14-18시,F,E.60대이상,1971
2346,202105,애완용품,평일,목,F.22-02시,F,B.3O대,679
2347,201905,골프용품,평일,화,B.06-10시,M,A.2O대,7
2348,202105,패션,휴일,수,D.14-18시,F,C.4O대,5754
2349,201905,홈쇼핑,평일,목,C.10-14시,M,E.60대이상,1014
2350,201905,유아용품,휴일,토,D.14-18시,F,D.5O대,60
2351,201905,취미용품,평일,화,B.06-10시,F,D.5O대,45
2352,202005,서적,평일,수,F.22-02시,M,E.60대이상,92
2353,201905,서적,휴일,토,B.06-10시,M,D.5O대,199
2354,202005,골프용품,평일,수,A.02-06시,M,C.4O대,27
2355,202105,가전,평일,금,C.10-14시,M,B.3O대,2965
2356,201905,스포츠의류용품,평일,월,A.02-06시,M,E.60대이상,4
2357,202005,골프용품,휴일,화,F.22-02시,F,B.3O대,14
2358,202005,가전,평일,화,D.14-18시,M,A.2O대,549
2359,201905,유아용품,평일,목,E.18-22시,M,C.4O대,577
2360,201905,가전,평일,금,F.22-02시,M,C.4O대,1076
2361,201905,인테리어,휴일,월,A.02-06시,M,E.60대이상,3
2362,201905,애완용품,휴일,일,A.02-06시,F,D.5O대,13
2363,202105,스포츠의류용품,평일,목,B.06-10시,F,D.5O대,182
2364,202105,유아용품,휴일,수,C.10-14시,F,B.3O대,1014
2365,202005,골프용품,휴일,일,B.06-10시,F,C.4O대,55
2366,202105,유아용품,평일,화,C.10-14시,M,D.5O대,107
2367,202105,서적,평일,목,B.06-10시,M,E.60대이상,120
2368,202105,골프용품,휴일,일,E.18-22시,M,D.5O대,217
2369,202105,스포츠의류용품,평일,화,B.06-10시,F,A.2O대,191
2370,202105,식료품,평일,금,D.14-18시,M,D.5O대,2267
2371,202105,유아용품,평일,목,B.06-10시,M,A.2O대,74
2372,202005,화장품,평일,금,F.22-02시,F,D.5O대,705
2373,201905,차량정비_부품,평일,목,D.14-18시,F,B.3O대,231
2374,201905,골프용품,평일,목,F.22-02시,M,A.2O대,4
2375,201905,화장품,휴일,일,F.22-02시,F,C.4O대,1499
2376,202005,취미용품,평일,수,E.18-22시,F,C.4O대,503
2377,202005,패션,휴일,토,D.14-18시,F,D.5O대,3930
2378,202005,스포츠의류용품,평일,금,F.22-02시,M,C.4O대,429
2379,201905,식료품,평일,월,C.10-14시,F,E.60대이상,575
2380,202005,취미용품,휴일,화,D.14-18시,M,D.5O대,76
2381,201905,화장품,휴일,일,A.02-06시,F,C.4O대,185
2382,202105,식료품,평일,수,D.14-18시,M,B.3O대,2581
2383,202005,서적,휴일,일,E.18-22시,F,E.60대이상,87
2384,202105,패션,휴일,토,A.02-06시,F,A.2O대,1331
2385,201905,가전,평일,목,B.06-10시,M,B.3O대,1197
2386,201905,식료품,평일,화,E.18-22시,M,C.4O대,2350
2387,201905,가전,휴일,일,B.06-10시,M,D.5O대,185
2388,202005,서적,휴일,금,C.10-14시,F,C.4O대,811
2389,202005,취미용품,휴일,금,E.18-22시,F,A.2O대,42
2390,202105,패션,휴일,수,E.18-22시,M,B.3O대,3059
2391,201905,스포츠의류용품,휴일,일,A.02-06시,M,C.4O대,41
2392,201905,가전,휴일,토,D.14-18시,F,A.2O대,389
2393,202105,화장품,휴일,토,B.06-10시,F,C.4O대,2358
2394,202005,패션,휴일,일,E.18-22시,F,B.3O대,14837
2395,201905,식료품,휴일,월,F.22-02시,M,C.4O대,422
2396,201905,애완용품,평일,화,D.14-18시,M,B.3O대,264
2397,202005,서적,평일,월,B.06-10시,F,D.5O대,261
2398,202005,패션,평일,월,E.18-22시,M,C.4O대,4887
2399,202005,홈쇼핑,평일,월,E.18-22시,F,E.60대이상,3775
2400,202005,애완용품,평일,금,C.10-14시,M,A.2O대,121
2401,202105,생활/사무용품,휴일,일,A.02-06시,F,C.4O대,1047
2402,202105,골프용품,평일,금,A.02-06시,M,C.4O대,27
2403,202005,스포츠의류용품,휴일,화,E.18-22시,M,A.2O대,68
2404,202005,유아용품,평일,수,F.22-02시,F,E.60대이상,38
2405,202005,애완용품,평일,화,D.14-18시,M,C.4O대,281
2406,202005,취미용품,평일,수,F.22-02시,M,C.4O대,792
2407,202005,취미용품,휴일,일,E.18-22시,F,A.2O대,355
2408,201905,유아용품,휴일,수,A.02-06시,M,D.5O대,5
2409,202105,패션,휴일,일,D.14-18시,F,C.4O대,14494
2410,201905,생활/사무용품,평일,목,E.18-22시,M,D.5O대,1357
2411,201905,서적,평일,금,E.18-22시,M,B.3O대,824
2412,201905,유아용품,평일,수,E.18-22시,M,D.5O대,58
2413,202105,패션,휴일,토,B.06-10시,F,E.60대이상,622
2414,202005,취미용품,휴일,금,C.10-14시,M,C.4O대,199
2415,202005,애완용품,평일,화,D.14-18시,M,D.5O대,127
2416,202105,화장품,평일,화,D.14-18시,M,D.5O대,662
2417,202005,골프용품,평일,금,F.22-02시,M,A.2O대,5
2418,201905,스포츠의류용품,평일,수,A.02-06시,M,C.4O대,58
2419,202005,인테리어,평일,목,E.18-22시,F,D.5O대,738
2420,201905,서적,평일,화,F.22-02시,F,A.2O대,307
2421,201905,스포츠의류용품,휴일,수,C.10-14시,F,A.2O대,76
2422,201905,차량정비_부품,휴일,월,D.14-18시,F,A.2O대,13
2423,202105,골프용품,휴일,토,F.22-02시,M,D.5O대,122
2424,201905,식료품,휴일,일,B.06-10시,M,E.60대이상,149
2425,201905,스포츠의류용품,평일,목,A.02-06시,F,B.3O대,93
2426,201905,인테리어,평일,화,B.06-10시,M,E.60대이상,92
2427,201905,화장품,휴일,일,E.18-22시,M,C.4O대,681
2428,201905,생활/사무용품,휴일,월,C.10-14시,M,B.3O대,648
2429,201905,패션,휴일,월,A.02-06시,M,B.3O대,159
2430,201905,인테리어,휴일,토,B.06-10시,F,C.4O대,332
2431,201905,홈쇼핑,평일,화,F.22-02시,M,D.5O대,1337
2432,201905,차량정비_부품,휴일,일,E.18-22시,M,D.5O대,122
2433,201905,식료품,휴일,월,D.14-18시,M,D.5O대,220
2434,202005,식료품,평일,수,F.22-02시,F,B.3O대,8101
2435,201905,취미용품,평일,수,C.10-14시,M,D.5O대,264
2436,202105,서적,휴일,일,C.10-14시,M,A.2O대,135
2437,202005,인테리어,평일,금,F.22-02시,M,C.4O대,902
2438,201905,식료품,평일,목,A.02-06시,M,B.3O대,502
2439,201905,가전,평일,금,D.14-18시,M,D.5O대,927
2440,201905,생활/사무용품,평일,목,E.18-22시,F,B.3O대,4688
2441,202005,패션,평일,목,A.02-06시,F,C.4O대,1587
2442,202105,식료품,평일,월,F.22-02시,F,E.60대이상,1228
2443,201905,애완용품,휴일,수,B.06-10시,F,E.60대이상,3
2444,201905,애완용품,휴일,일,C.10-14시,F,E.60대이상,23
2445,201905,유아용품,휴일,수,D.14-18시,M,D.5O대,18
2446,202105,가전,평일,화,F.22-02시,M,A.2O대,722
2447,202005,취미용품,휴일,화,E.18-22시,F,B.3O대,144
2448,202105,스포츠의류용품,평일,목,C.10-14시,M,C.4O대,749
2449,202005,패션,평일,월,C.10-14시,F,D.5O대,3684
2450,202105,패션,평일,월,A.02-06시,M,E.60대이상,105
2451,202105,식료품,평일,월,C.10-14시,M,E.60대이상,2241
2452,202105,스포츠의류용품,평일,화,A.02-06시,F,D.5O대,33
2453,202105,생활/사무용품,휴일,토,A.02-06시,F,C.4O대,999
2454,202105,화장품,평일,화,E.18-22시,F,A.2O대,1953
2455,202105,취미용품,평일,수,E.18-22시,M,C.4O대,450
2456,202105,홈쇼핑,휴일,수,D.14-18시,M,D.5O대,1505
2457,202005,식료품,평일,화,C.10-14시,F,D.5O대,2790
2458,202105,홈쇼핑,평일,금,F.22-02시,M,B.3O대,928
2459,201905,식료품,휴일,토,B.06-10시,F,A.2O대,327
2460,202105,애완용품,평일,금,B.06-10시,F,A.2O대,226
2461,202105,홈쇼핑,평일,금,C.10-14시,M,E.60대이상,1242
2462,202005,식료품,평일,금,A.02-06시,F,B.3O대,988
2463,202005,가전,휴일,일,D.14-18시,F,D.5O대,608
2464,201905,애완용품,휴일,토,F.22-02시,F,D.5O대,96
2465,202005,패션,휴일,화,C.10-14시,F,B.3O대,2295
2466,202005,홈쇼핑,휴일,금,C.10-14시,F,C.4O대,2489
2467,202105,식료품,평일,수,B.06-10시,M,B.3O대,1241
2468,201905,유아용품,평일,금,F.22-02시,F,B.3O대,1881
2469,202105,가전,휴일,토,A.02-06시,F,A.2O대,135
2470,201905,유아용품,휴일,일,F.22-02시,F,B.3O대,1873
2471,202105,홈쇼핑,평일,화,F.22-02시,F,D.5O대,6708
2472,201905,화장품,휴일,토,F.22-02시,M,A.2O대,278
2473,202105,골프용품,평일,수,A.02-06시,M,B.3O대,8
2474,202005,서적,평일,금,C.10-14시,F,E.60대이상,85
2475,202005,생활/사무용품,평일,월,D.14-18시,F,D.5O대,4817
2476,202005,차량정비_부품,평일,화,C.10-14시,F,B.3O대,237
2477,202105,화장품,휴일,수,B.06-10시,F,D.5O대,532
2478,201905,서적,평일,목,D.14-18시,F,B.3O대,1820
2479,202005,식료품,휴일,일,E.18-22시,M,D.5O대,2363
2480,202105,차량정비_부품,평일,화,C.10-14시,M,A.2O대,240
2481,201905,골프용품,평일,금,C.10-14시,M,B.3O대,108
2482,202105,인테리어,평일,수,F.22-02시,F,C.4O대,995
2483,202105,스포츠의류용품,평일,수,D.14-18시,F,C.4O대,558
2484,202105,스포츠의류용품,평일,화,D.14-18시,F,D.5O대,348
2485,202105,생활/사무용품,평일,수,E.18-22시,F,B.3O대,3729
2486,202105,홈쇼핑,평일,금,F.22-02시,M,A.2O대,191
2487,201905,식료품,평일,수,B.06-10시,F,B.3O대,2521
2488,201905,애완용품,휴일,월,A.02-06시,F,C.4O대,17
2489,201905,취미용품,휴일,수,A.02-06시,M,B.3O대,14
2490,202105,화장품,휴일,토,A.02-06시,M,C.4O대,155
2491,202005,서적,휴일,일,A.02-06시,F,E.60대이상,15
2492,202005,가전,휴일,토,D.14-18시,F,E.60대이상,191
2493,201905,화장품,휴일,월,B.06-10시,M,B.3O대,101
2494,202005,인테리어,휴일,금,E.18-22시,M,C.4O대,307
2495,202005,홈쇼핑,휴일,토,B.06-10시,F,E.60대이상,5816
2496,202005,취미용품,평일,금,D.14-18시,F,E.60대이상,53
2497,202005,유아용품,평일,월,C.10-14시,F,D.5O대,122
2498,202105,골프용품,평일,수,E.18-22시,M,A.2O대,9
2499,202105,취미용품,평일,월,F.22-02시,F,A.2O대,385
2500,201905,골프용품,평일,목,C.10-14시,F,D.5O대,37
2501,202105,골프용품,평일,수,F.22-02시,F,E.60대이상,3
2502,202005,차량정비_부품,평일,월,B.06-10시,F,C.4O대,100
2503,202105,패션,평일,화,D.14-18시,M,C.4O대,5178
2504,202005,생활/사무용품,평일,목,E.18-22시,M,B.3O대,3705
2505,201905,스포츠의류용품,평일,수,A.02-06시,F,D.5O대,11
2506,201905,홈쇼핑,휴일,일,A.02-06시,M,B.3O대,178
2507,202005,생활/사무용품,휴일,일,B.06-10시,M,B.3O대,1487
2508,201905,유아용품,평일,화,C.10-14시,M,C.4O대,498
2509,202005,화장품,평일,목,D.14-18시,M,D.5O대,486
2510,202005,홈쇼핑,평일,수,F.22-02시,F,D.5O대,9148
2511,201905,애완용품,휴일,토,F.22-02시,F,A.2O대,163
2512,201905,서적,평일,목,E.18-22시,M,C.4O대,1308
2513,202105,화장품,평일,화,B.06-10시,F,A.2O대,1104
2514,202105,서적,휴일,일,C.10-14시,F,A.2O대,268
2515,202005,식료품,휴일,금,A.02-06시,F,B.3O대,251
2516,202005,식료품,평일,수,D.14-18시,M,A.2O대,1216
2517,202005,홈쇼핑,평일,수,E.18-22시,F,B.3O대,4990
2518,202105,스포츠의류용품,휴일,토,B.06-10시,M,D.5O대,152
2519,202005,애완용품,평일,월,B.06-10시,M,A.2O대,59
2520,202105,애완용품,평일,화,D.14-18시,M,D.5O대,206
2521,202005,식료품,평일,화,B.06-10시,F,D.5O대,1501
2522,202005,식료품,휴일,일,A.02-06시,F,C.4O대,812
2523,202005,취미용품,평일,월,A.02-06시,F,D.5O대,23
2524,202005,차량정비_부품,평일,목,B.06-10시,F,C.4O대,142
2525,201905,인테리어,휴일,수,B.06-10시,M,B.3O대,121
2526,202005,생활/사무용품,평일,화,A.02-06시,M,E.60대이상,78
2527,202005,가전,평일,화,B.06-10시,M,E.60대이상,108
2528,201905,유아용품,평일,월,D.14-18시,M,D.5O대,45
2529,201905,스포츠의류용품,평일,금,C.10-14시,M,A.2O대,341
2530,202005,골프용품,평일,수,C.10-14시,F,C.4O대,117
2531,202005,생활/사무용품,평일,수,E.18-22시,F,A.2O대,2122
2532,202005,화장품,평일,화,B.06-10시,M,E.60대이상,84
2533,202005,생활/사무용품,평일,금,D.14-18시,F,D.5O대,3711
2534,202105,스포츠의류용품,휴일,일,B.06-10시,F,E.60대이상,41
2535,202005,화장품,휴일,금,C.10-14시,F,B.3O대,1041
2536,202005,차량정비_부품,평일,월,C.10-14시,M,C.4O대,965
2537,202005,가전,평일,수,D.14-18시,M,D.5O대,1434
2538,202005,식료품,평일,금,C.10-14시,M,A.2O대,1302
2539,201905,식료품,평일,월,B.06-10시,F,E.60대이상,222
2540,202005,화장품,휴일,일,B.06-10시,M,B.3O대,480
2541,202005,유아용품,휴일,화,C.10-14시,F,B.3O대,549
2542,202105,차량정비_부품,평일,금,B.06-10시,F,E.60대이상,21
2543,202105,유아용품,휴일,토,F.22-02시,M,D.5O대,92
2544,202105,취미용품,휴일,토,E.18-22시,M,A.2O대,178
2545,201905,홈쇼핑,휴일,토,A.02-06시,F,B.3O대,344
2546,201905,홈쇼핑,평일,월,B.06-10시,M,A.2O대,91
2547,201905,가전,휴일,일,F.22-02시,M,B.3O대,1309
2548,202005,유아용품,평일,금,D.14-18시,F,E.60대이상,37
2549,202105,패션,평일,목,E.18-22시,M,E.60대이상,709
2550,201905,차량정비_부품,휴일,월,F.22-02시,F,D.5O대,8
2551,202005,홈쇼핑,평일,수,D.14-18시,M,E.60대이상,1275
2552,202005,유아용품,평일,수,A.02-06시,M,C.4O대,65
2553,201905,생활/사무용품,휴일,일,E.18-22시,F,B.3O대,3788
2554,202005,유아용품,휴일,금,D.14-18시,M,A.2O대,17
2555,202005,서적,평일,수,E.18-22시,F,B.3O대,1296
2556,201905,식료품,평일,금,F.22-02시,F,E.60대이상,260
2557,202005,인테리어,평일,화,C.10-14시,M,C.4O대,1549
2558,202105,유아용품,평일,금,F.22-02시,F,D.5O대,107
2559,201905,홈쇼핑,휴일,월,C.10-14시,F,A.2O대,329
2560,202005,가전,휴일,일,D.14-18시,M,E.60대이상,297
2561,202105,인테리어,평일,수,E.18-22시,F,A.2O대,498
2562,202005,차량정비_부품,평일,금,A.02-06시,F,A.2O대,11
2563,202005,인테리어,평일,목,D.14-18시,M,C.4O대,1854
2564,201905,인테리어,평일,월,C.10-14시,M,D.5O대,616
2565,202105,가전,휴일,수,E.18-22시,F,D.5O대,339
2566,201905,차량정비_부품,휴일,수,D.14-18시,F,C.4O대,37
2567,202105,취미용품,휴일,일,A.02-06시,F,E.60대이상,9
2568,201905,서적,평일,수,E.18-22시,F,D.5O대,328
2569,202005,가전,휴일,토,B.06-10시,F,C.4O대,581
2570,202005,인테리어,휴일,화,B.06-10시,M,C.4O대,157
2571,201905,취미용품,휴일,일,B.06-10시,M,B.3O대,169
2572,202005,홈쇼핑,평일,목,D.14-18시,F,B.3O대,3601
2573,201905,취미용품,평일,월,F.22-02시,M,C.4O대,362
2574,201905,식료품,휴일,토,F.22-02시,F,B.3O대,2803
2575,202105,가전,평일,화,D.14-18시,F,C.4O대,2618
2576,202005,서적,평일,월,E.18-22시,F,C.4O대,2612
2577,202105,서적,휴일,수,C.10-14시,M,D.5O대,249
2578,202105,골프용품,평일,금,E.18-22시,M,D.5O대,109
2579,202105,스포츠의류용품,휴일,토,D.14-18시,F,B.3O대,912
2580,202005,애완용품,휴일,금,A.02-06시,M,C.4O대,3
2581,202105,인테리어,휴일,일,F.22-02시,M,C.4O대,1726
2582,202105,화장품,평일,목,D.14-18시,M,D.5O대,607
2583,202005,취미용품,평일,화,B.06-10시,M,B.3O대,369
2584,202105,차량정비_부품,휴일,토,F.22-02시,M,A.2O대,160
2585,201905,홈쇼핑,휴일,월,D.14-18시,F,B.3O대,1040
2586,201905,유아용품,휴일,수,B.06-10시,M,D.5O대,13
2587,201905,골프용품,평일,화,B.06-10시,F,A.2O대,4
2588,202105,차량정비_부품,평일,화,F.22-02시,F,B.3O대,264
2589,202105,화장품,휴일,일,B.06-10시,F,E.60대이상,353
2590,202005,패션,평일,화,E.18-22시,M,A.2O대,1712
2591,202105,가전,평일,목,F.22-02시,F,A.2O대,635
2592,202005,유아용품,휴일,화,F.22-02시,F,E.60대이상,17
2593,202105,가전,휴일,토,B.06-10시,F,C.4O대,788
2594,202005,가전,평일,금,E.18-22시,F,A.2O대,535
2595,202005,식료품,휴일,화,D.14-18시,F,B.3O대,1305
2596,202005,취미용품,평일,금,F.22-02시,F,B.3O대,388
2597,202005,애완용품,평일,금,D.14-18시,M,A.2O대,74
2598,202105,애완용품,평일,월,C.10-14시,M,C.4O대,622
2599,202005,유아용품,휴일,일,C.10-14시,M,D.5O대,69
2600,202105,골프용품,평일,금,C.10-14시,M,A.2O대,11
2601,202105,스포츠의류용품,휴일,토,C.10-14시,M,E.60대이상,77
2602,201905,생활/사무용품,휴일,토,D.14-18시,F,E.60대이상,621
2603,202005,식료품,휴일,일,C.10-14시,F,B.3O대,6137
2604,201905,서적,평일,월,E.18-22시,F,D.5O대,307
2605,201905,패션,평일,금,F.22-02시,M,E.60대이상,179
2606,201905,스포츠의류용품,휴일,월,D.14-18시,M,A.2O대,45
2607,202005,화장품,평일,수,A.02-06시,M,B.3O대,240
2608,201905,홈쇼핑,휴일,일,E.18-22시,F,A.2O대,781
2609,202005,식료품,휴일,일,E.18-22시,M,E.60대이상,786
2610,202005,서적,휴일,토,F.22-02시,F,A.2O대,317
2611,202105,취미용품,평일,월,C.10-14시,F,B.3O대,1509
2612,202005,가전,평일,금,D.14-18시,M,B.3O대,2205
2613,202005,가전,휴일,토,E.18-22시,M,E.60대이상,238
2614,202105,홈쇼핑,휴일,일,A.02-06시,M,C.4O대,419
2615,202105,생활/사무용품,휴일,일,F.22-02시,M,B.3O대,5345
2616,201905,골프용품,평일,화,F.22-02시,M,D.5O대,50
2617,202005,애완용품,휴일,토,B.06-10시,F,A.2O대,138
2618,202005,화장품,휴일,일,E.18-22시,M,D.5O대,623
2619,202105,화장품,휴일,토,A.02-06시,M,B.3O대,208
2620,202005,패션,휴일,화,A.02-06시,M,A.2O대,142
2621,201905,취미용품,휴일,일,F.22-02시,M,A.2O대,93
2622,201905,애완용품,평일,목,F.22-02시,M,C.4O대,180
2623,202105,생활/사무용품,휴일,토,A.02-06시,M,B.3O대,667
2624,202005,홈쇼핑,평일,월,F.22-02시,M,E.60대이상,818
2625,201905,애완용품,휴일,토,F.22-02시,M,E.60대이상,10
2626,201905,스포츠의류용품,평일,월,E.18-22시,M,E.60대이상,27
2627,202005,인테리어,휴일,일,B.06-10시,M,B.3O대,483
2628,202005,스포츠의류용품,평일,월,F.22-02시,M,A.2O대,365
2629,202105,스포츠의류용품,평일,금,A.02-06시,F,B.3O대,157
2630,202005,식료품,휴일,화,B.06-10시,M,B.3O대,294
2631,202105,식료품,평일,수,F.22-02시,M,E.60대이상,291
2632,202005,유아용품,휴일,일,E.18-22시,M,C.4O대,833
2633,201905,인테리어,평일,수,A.02-06시,F,D.5O대,57
2634,202005,골프용품,평일,목,E.18-22시,F,A.2O대,5
2635,202005,취미용품,휴일,토,A.02-06시,F,A.2O대,42
2636,202005,유아용품,평일,금,A.02-06시,F,D.5O대,12
2637,202105,화장품,휴일,토,E.18-22시,F,B.3O대,3480
2638,202005,애완용품,평일,수,E.18-22시,M,C.4O대,289
2639,202105,식료품,평일,월,A.02-06시,M,C.4O대,737
2640,202005,애완용품,평일,월,A.02-06시,M,B.3O대,71
2641,202005,인테리어,휴일,토,B.06-10시,F,C.4O대,809
2642,202105,유아용품,평일,월,A.02-06시,F,A.2O대,101
2643,201905,서적,휴일,월,A.02-06시,F,B.3O대,17
2644,202005,식료품,휴일,토,C.10-14시,M,B.3O대,2837
2645,202005,유아용품,평일,화,D.14-18시,F,E.60대이상,40
2646,201905,취미용품,휴일,토,D.14-18시,M,D.5O대,112
2647,202105,애완용품,평일,금,B.06-10시,M,D.5O대,98
2648,202005,골프용품,평일,수,D.14-18시,M,A.2O대,13
2649,201905,애완용품,휴일,토,F.22-02시,M,D.5O대,33
2650,202005,생활/사무용품,휴일,일,D.14-18시,M,B.3O대,4639
2651,202105,서적,평일,금,E.18-22시,F,E.60대이상,100
2652,202105,패션,휴일,일,B.06-10시,M,A.2O대,662
2653,201905,서적,평일,월,C.10-14시,F,E.60대이상,85
2654,201905,생활/사무용품,휴일,수,C.10-14시,F,B.3O대,1198
2655,201905,골프용품,휴일,토,D.14-18시,F,C.4O대,49
2656,201905,애완용품,휴일,일,F.22-02시,M,B.3O대,178
2657,201905,식료품,휴일,수,D.14-18시,F,C.4O대,852
2658,202105,유아용품,휴일,토,E.18-22시,M,A.2O대,151
2659,202105,패션,평일,월,D.14-18시,F,B.3O대,15778
2660,201905,인테리어,휴일,월,C.10-14시,F,B.3O대,276
2661,202105,애완용품,휴일,일,A.02-06시,M,A.2O대,20
2662,202005,스포츠의류용품,평일,수,C.10-14시,F,E.60대이상,54
2663,201905,인테리어,휴일,일,E.18-22시,M,A.2O대,275
2664,202105,홈쇼핑,평일,목,D.14-18시,F,C.4O대,6627
2665,202005,차량정비_부품,휴일,일,D.14-18시,F,C.4O대,271
2666,202105,서적,평일,화,B.06-10시,M,A.2O대,112
2667,202105,가전,평일,월,F.22-02시,M,C.4O대,3088
2668,202105,생활/사무용품,평일,금,A.02-06시,F,E.60대이상,164
2669,202005,골프용품,평일,월,C.10-14시,M,B.3O대,173
2670,201905,화장품,휴일,수,E.18-22시,M,A.2O대,141
2671,201905,스포츠의류용품,평일,화,A.02-06시,F,C.4O대,47
2672,202005,화장품,평일,수,E.18-22시,M,C.4O대,1142
2673,201905,골프용품,휴일,일,E.18-22시,F,D.5O대,36
2674,202105,식료품,평일,화,A.02-06시,F,E.60대이상,189
2675,202005,골프용품,평일,금,F.22-02시,F,C.4O대,79
2676,201905,화장품,평일,수,A.02-06시,F,B.3O대,403
2677,202005,스포츠의류용품,평일,금,B.06-10시,M,D.5O대,118
2678,202005,화장품,평일,화,A.02-06시,F,C.4O대,355
2679,202005,골프용품,평일,금,C.10-14시,M,A.2O대,14
2680,201905,식료품,평일,화,C.10-14시,M,D.5O대,1367
2681,202005,화장품,평일,화,E.18-22시,M,A.2O대,380
2682,201905,홈쇼핑,평일,화,A.02-06시,M,A.2O대,46
2683,202005,유아용품,평일,월,D.14-18시,F,B.3O대,2757
2684,201905,화장품,휴일,수,B.06-10시,F,E.60대이상,46
2685,202005,가전,휴일,일,F.22-02시,F,A.2O대,739
2686,202105,골프용품,평일,수,B.06-10시,M,A.2O대,8
2687,202005,애완용품,휴일,화,F.22-02시,F,C.4O대,146
2688,202105,홈쇼핑,평일,화,A.02-06시,M,C.4O대,307
2689,202105,스포츠의류용품,휴일,수,B.06-10시,F,B.3O대,153
2690,201905,홈쇼핑,평일,목,C.10-14시,F,A.2O대,1114
2691,201905,유아용품,평일,월,A.02-06시,F,D.5O대,8
2692,202105,홈쇼핑,휴일,토,E.18-22시,M,D.5O대,3358
2693,202105,패션,휴일,토,E.18-22시,M,C.4O대,6010
2694,201905,스포츠의류용품,휴일,일,A.02-06시,F,D.5O대,13
2695,202105,화장품,평일,수,B.06-10시,M,B.3O대,367
2696,202005,골프용품,평일,화,F.22-02시,F,C.4O대,62
2697,202105,유아용품,평일,수,C.10-14시,M,A.2O대,58
2698,202005,홈쇼핑,평일,월,A.02-06시,F,A.2O대,167
