date,smp_max,smp_min,smp_mean
2020/01/18,84.63,81.22,83.82
2020/01/19,85,79.2,82.35
2020/01/20,88.47,79.38,85.82
2020/01/21,89.95,81.96,86.01
2020/01/22,89.06,82.01,85.72
2020/01/23,89.35,81.95,84.65
2020/01/24,83.61,72.64,78.66
2020/01/25,89.42,55.55,73.55
2020/01/26,83.61,72.64,76.6
2020/01/27,85.05,72.64,80.42
2020/01/28,87.7,77.35,84.06
2020/01/29,89.2,82.09,85.85
2020/01/30,89.98,82.06,85.85
2020/01/31,90.56,79.89,85.11
2020/02/01,83.06,77.37,80.38
2020/02/02,80.54,74.43,79.13
2020/02/03,86.34,75.37,82.29
2020/02/04,98.27,77.43,83.16
2020/02/05,85.61,77.73,83.28
2020/02/06,85.51,79.61,83.43
2020/02/07,86.82,79.2,82.78
2020/02/08,82.65,77.42,80.99
2020/02/09,85.11,74.88,80
2020/02/10,85.31,77.08,82.95
2020/02/11,84.74,79.34,82.39
2020/02/12,85.86,80.09,83.06
2020/02/13,85.69,78.88,82.6
2020/02/14,85.24,78.2,81.96
2020/02/15,82.09,75.83,79.39
2020/02/16,81.6,74.43,78.41
2020/02/17,86.32,75.26,82.13
2020/02/18,86.57,77.41,82.2
2020/02/19,83.38,77.49,81.98
2020/02/20,85.85,80.02,82.12
2020/02/21,84.13,79.8,81.96
2020/02/22,82.29,75.94,80.38
2020/02/23,81,74.51,77.96
2020/02/24,84.26,76.58,81.82
2020/02/25,85.28,78,82.46
2020/02/26,83.36,78.17,81.49
2020/02/27,85.88,77.54,82.21
2020/02/28,86.3,77.16,81.74
2020/02/29,81.53,75.49,78.83
2020/03/01,82.48,71.6,79.01
2020/03/02,86.97,74.85,83.36
2020/03/03,85.97,79.78,83.57
2020/03/04,86.23,80.06,83.92
2020/03/05,103.6,79.79,85.17
2020/03/06,86.9,80.06,84.08
2020/03/07,83.13,80.09,81.91
2020/03/08,83.9,78.59,81.45
2020/03/09,86.27,78.18,83.43
2020/03/10,87.96,80.2,84.14
2020/03/11,89.77,79.95,84.4
2020/03/12,86.49,80.26,83.95
2020/03/13,88.14,80.08,84.47
2020/03/14,88.35,81.36,82.54
2020/03/15,84.02,78.86,80.81
2020/03/16,86.97,77.58,83.41
2020/03/17,87.52,80.16,83.16
2020/03/18,87.34,79.89,82.68
2020/03/19,87.88,79.87,83.79
2020/03/20,87.48,80.19,83.8
2020/03/21,83.34,79.72,81.69
2020/03/22,84.52,75.74,81.15
2020/03/23,87.71,75.03,83.65
2020/03/24,87.77,79.32,83.66
2020/03/25,84.35,79.89,82.8
2020/03/26,87.8,78.69,83.63
2020/03/27,90.35,80.01,84.08
2020/03/28,82.93,78.99,81.63
2020/03/29,83.57,76.39,80.3
2020/03/30,86.64,74.87,82.92
2020/03/31,87.25,80.44,83.41
