Date,Open,High,Low,Close,Adj Close,Volume
2015-02-11,102.010002,102.019997,101.070000,101.870003,94.944206,5868200
2015-02-12,102.160004,103.849998,101.699997,103.580002,96.537956,6816800
2015-02-13,103.730003,104.410004,103.430000,104.169998,97.087845,5175600
2015-02-17,104.230003,104.449997,103.570000,104.120003,97.041252,4759300
2015-02-18,103.400002,104.330002,103.400002,103.860001,96.798927,3760200
2015-02-19,104.000000,104.080002,103.550003,103.889999,96.826874,5094100
2015-02-20,103.860001,104.690002,102.730003,104.550003,97.442009,5197000
2015-02-23,104.760002,105.230003,104.440002,104.989998,97.852089,5587100
2015-02-24,104.540001,105.050003,104.349998,104.669998,97.553848,4098800
2015-02-25,104.680000,105.980003,104.669998,105.570000,98.392662,6547200
2015-02-26,105.500000,105.709999,104.139999,104.559998,97.451324,5049000
2015-02-27,104.669998,105.139999,103.959999,104.080002,97.003952,4161600
2015-03-02,104.349998,105.980003,104.349998,105.889999,98.690895,5635500
2015-03-03,105.779999,106.639999,105.209999,106.349998,99.119637,4671900
2015-03-04,105.860001,106.000000,104.779999,105.570000,98.392662,4972300
2015-03-05,105.540001,105.809998,104.870003,105.029999,97.889366,3954700
2015-03-06,104.669998,105.000000,103.489998,103.820000,96.761635,5704200
2015-03-09,103.940002,105.419998,103.820000,105.260002,98.103737,4868900
2015-03-10,104.269997,104.349998,103.089996,103.089996,96.081261,6472600
2015-03-11,103.510002,104.000000,102.870003,102.889999,95.894852,4831900
2015-03-12,103.849998,107.330002,103.809998,107.169998,99.883865,10730400
2015-03-13,107.279999,107.279999,105.519997,106.440002,99.203514,8024200
2015-03-16,106.839996,107.730003,106.050003,107.370003,100.070290,6407300
2015-03-17,107.000000,107.209999,106.150002,106.959999,99.688156,4489400
2015-03-18,106.900002,108.419998,105.730003,107.970001,100.629486,5520600
2015-03-19,107.839996,108.480003,107.139999,107.370003,100.070290,4885600
2015-03-20,107.830002,108.940002,107.500000,108.430000,101.058220,8710100
2015-03-23,108.599998,108.849998,108.040001,108.220001,100.862503,5667000
2015-03-24,107.720001,108.050003,107.080002,107.110001,99.827965,4493500
2015-03-25,107.449997,107.459999,105.000000,105.000000,97.861404,6964700
2015-03-26,104.470001,105.820000,104.099998,105.239998,98.085091,5915800
2015-03-27,105.199997,106.449997,104.879997,105.480003,98.308777,5330400
2015-03-30,106.059998,106.949997,106.050003,106.120003,98.905258,3831900
2015-03-31,105.599998,106.320000,104.889999,104.889999,97.758896,5701600
2015-04-01,105.430000,106.000000,104.250000,105.440002,98.271492,6117200
2015-04-02,105.489998,106.239998,104.860001,106.000000,98.793427,3651600
2015-04-06,105.309998,106.570000,105.040001,105.629997,98.448578,4153500
2015-04-07,105.800003,106.410004,105.400002,105.430000,98.262161,4694600
2015-04-08,105.230003,106.690002,105.160004,106.360001,99.128952,4277400
2015-04-09,106.510002,107.000000,105.879997,106.769997,99.511063,3924400
2015-04-10,106.730003,107.099998,106.410004,106.949997,99.678825,3251500
2015-04-13,107.070000,107.900002,106.470001,106.510002,99.268753,4201500
2015-04-14,106.410004,107.300003,106.110001,106.660004,99.408546,5389300
2015-04-15,106.919998,107.430000,106.860001,106.980003,99.706795,4307300
2015-04-16,107.150002,108.300003,106.900002,108.099998,100.750641,6379100
2015-04-17,107.800003,107.800003,106.040001,106.690002,99.436501,9663500
2015-04-20,107.830002,108.500000,107.320000,108.220001,100.862503,8094200
2015-04-21,108.930000,108.989998,107.580002,107.680000,100.359207,4579400
2015-04-22,108.019997,108.250000,106.970001,107.940002,100.601540,4060500
2015-04-23,107.959999,109.900002,107.610001,109.000000,101.589455,5983800
2015-04-24,109.529999,110.480003,109.190002,109.529999,102.083435,6355600
2015-04-27,111.500000,111.660004,110.070000,110.160004,102.670616,8479100
2015-04-28,110.750000,111.150002,108.889999,109.919998,102.446922,7324500
2015-04-29,109.660004,110.379997,109.260002,109.809998,102.344398,6024700
2015-04-30,109.680000,110.190002,107.680000,108.720001,101.328491,7770300
2015-05-01,109.949997,110.669998,109.269997,110.519997,103.006142,6205100
2015-05-04,111.480003,111.529999,110.500000,111.029999,103.481461,7566200
2015-05-05,113.269997,113.300003,110.559998,110.809998,103.276390,14619300
2015-05-06,111.559998,111.959999,109.220001,109.720001,102.260513,8975300
2015-05-07,109.599998,109.779999,108.720001,109.260002,101.831787,8291200
2015-05-08,110.260002,110.699997,109.570000,110.110001,102.624008,6260600
2015-05-11,110.139999,110.139999,108.489998,108.599998,101.216667,6728500
2015-05-12,108.599998,109.660004,107.669998,109.239998,101.813148,6345000
2015-05-13,109.699997,109.870003,108.779999,109.190002,101.766548,4141400
2015-05-14,109.690002,110.000000,109.010002,109.930000,102.456230,4662000
2015-05-15,110.099998,110.690002,109.680000,110.300003,102.801094,5852200
2015-05-18,110.470001,110.739998,110.010002,110.330002,102.829056,4868900
2015-05-19,110.690002,110.989998,110.470001,110.559998,103.043404,4549600
2015-05-20,110.779999,110.809998,110.019997,110.199997,102.707893,4393500
2015-05-21,110.040001,110.639999,109.900002,110.389999,102.884972,4880600
2015-05-22,110.300003,110.900002,110.120003,110.260002,102.763809,4267700
2015-05-26,110.169998,110.849998,108.760002,109.440002,101.999550,5970800
2015-05-27,109.510002,110.610001,109.300003,110.370003,102.866325,3984200
2015-05-28,110.110001,110.540001,109.599998,110.529999,103.015450,3392000
2015-05-29,110.330002,110.519997,109.410004,110.370003,102.866325,5264900
2015-06-01,111.480003,111.769997,110.550003,110.959999,103.416206,6778900
2015-06-02,110.919998,111.250000,110.019997,110.750000,103.220482,4425900
2015-06-03,110.750000,111.820000,110.500000,111.169998,103.611923,4510300
2015-06-04,110.949997,111.250000,109.989998,110.300003,102.801094,5748200
2015-06-05,110.300003,110.769997,109.800003,110.300003,102.801094,4323500
2015-06-08,110.029999,110.239998,109.209999,109.290001,101.859741,6068100
2015-06-09,109.349998,109.410004,107.650002,108.519997,101.142105,7711800
2015-06-10,108.900002,110.250000,108.730003,110.000000,102.521477,5128700
2015-06-11,110.010002,110.959999,110.010002,110.620003,103.099327,5036300
2015-06-12,110.330002,110.529999,109.540001,109.949997,102.474876,4009900
2015-06-15,109.269997,110.410004,108.930000,110.180000,102.689232,5742200
2015-06-16,110.349998,111.290001,109.900002,111.059998,103.509407,3848300
2015-06-17,111.199997,111.940002,110.879997,111.489998,103.910172,4732300
2015-06-18,111.830002,113.550003,111.580002,113.220001,105.522560,6929900
2015-06-19,112.830002,113.480003,112.400002,112.620003,104.963356,9587700
2015-06-22,113.400002,114.470001,113.269997,113.529999,105.811478,5906200
2015-06-23,113.930000,114.519997,113.720001,114.410004,106.631676,6003100
2015-06-24,114.300003,114.559998,113.709999,113.769997,106.035172,5636200
2015-06-25,114.620003,115.279999,114.389999,114.449997,106.668945,6213500
2015-06-26,114.970001,115.180000,114.410004,114.989998,107.172226,9509600
2015-06-29,114.160004,115.190002,113.000000,113.050003,105.364128,7618200
2015-06-30,113.930000,114.860001,113.550003,114.139999,106.380005,6946700
2015-07-01,114.949997,115.250000,114.339996,115.129997,107.926773,5435400
2015-07-02,115.379997,115.669998,114.449997,114.970001,107.776779,5549500
2015-07-06,114.470001,115.860001,114.269997,115.699997,108.461113,5880500
2015-07-07,116.419998,117.190002,114.860001,117.099998,109.773514,8359900
2015-07-08,116.500000,116.680000,115.110001,115.190002,107.983017,8445200
2015-07-09,116.830002,117.209999,115.510002,115.599998,108.367371,7016800
2015-07-10,117.050003,117.430000,115.669998,116.440002,109.154823,7020700
2015-07-13,117.750000,118.309998,117.250000,118.050003,110.664093,7595200
2015-07-14,118.029999,118.139999,117.699997,117.849998,110.476601,5061700
2015-07-15,118.040001,118.900002,117.849998,118.300003,110.898445,4845200
2015-07-16,119.000000,119.150002,118.540001,119.070000,111.620270,6303000
2015-07-17,118.690002,118.900002,118.029999,118.860001,111.423401,5109900
2015-07-20,119.290001,119.900002,118.889999,119.580002,112.098381,6951000
2015-07-21,119.760002,119.800003,118.830002,119.309998,111.845253,4785200
2015-07-22,119.279999,119.699997,118.930000,119.330002,111.864006,4714100
2015-07-23,119.300003,119.669998,118.570000,118.800003,111.367165,3347200
2015-07-24,119.349998,119.800003,118.580002,118.910004,111.470284,4320900
2015-07-27,118.629997,118.800003,117.779999,118.250000,110.851570,5179300
2015-07-28,118.680000,118.900002,117.870003,118.459999,111.048439,6447300
2015-07-29,118.849998,119.860001,118.410004,119.839996,112.342079,6083500
2015-07-30,119.709999,120.349998,119.010002,120.029999,112.520203,4430100
2015-07-31,120.120003,120.720001,119.599998,120.000000,112.492096,5767300
2015-08-03,120.879997,121.730003,120.169998,121.120003,113.542007,8426900
2015-08-04,121.500000,122.080002,120.610001,121.690002,114.076340,12624400
2015-08-05,110.830002,113.949997,109.500000,110.529999,103.614586,61011200
2015-08-06,110.400002,110.400002,104.239998,108.550003,101.758461,57175200
2015-08-07,108.750000,109.559998,107.660004,109.349998,102.508408,15791600
2015-08-10,110.000000,111.000000,109.739998,111.000000,104.055176,11617000
2015-08-11,110.339996,110.489998,107.949997,108.000000,101.242874,13574000
2015-08-12,107.000000,107.440002,105.510002,106.989998,100.296059,16923500
2015-08-13,107.209999,108.510002,106.750000,107.519997,100.792908,9754500
2015-08-14,107.610001,107.669998,106.519997,107.160004,100.455437,7104500
2015-08-17,107.300003,109.279999,106.839996,109.050003,102.227188,7954000
2015-08-18,108.040001,108.250000,106.800003,106.940002,100.249199,12021500
2015-08-19,106.580002,107.750000,105.769997,106.449997,99.789848,9484400
2015-08-20,104.339996,105.000000,99.760002,100.019997,93.762138,34651300
2015-08-21,97.500000,100.629997,96.610001,98.839996,92.655975,30875700
2015-08-24,93.379997,100.000000,90.000000,95.360001,89.393692,30159200
2015-08-25,99.730003,100.089996,95.720001,95.889999,89.890549,19079400
2015-08-26,98.690002,99.489998,96.260002,99.230003,93.021576,13755900
2015-08-27,101.349998,102.620003,99.779999,102.169998,95.777626,17532200
2015-08-28,102.190002,103.339996,101.809998,102.480003,96.068245,11005200
2015-08-31,102.300003,102.459999,100.910004,101.879997,95.505775,8518200
2015-09-01,99.309998,101.339996,99.160004,99.510002,93.284065,14212600
2015-09-02,100.919998,101.940002,99.550003,101.889999,95.515152,12148200
2015-09-03,102.199997,103.029999,101.459999,101.989998,95.608902,8953300
2015-09-04,100.959999,101.820000,100.360001,100.970001,94.652718,9213800
2015-09-08,102.949997,104.150002,102.519997,104.010002,97.502525,8571500
2015-09-09,104.750000,104.949997,101.680000,101.910004,95.533897,9577500
2015-09-10,101.849998,103.220001,101.330002,102.599998,96.180725,9026100
2015-09-11,102.349998,104.500000,102.199997,104.480003,97.943115,9529800
2015-09-14,104.650002,104.900002,102.989998,103.820000,97.324402,6959800
2015-09-15,103.250000,103.800003,101.830002,103.430000,96.958801,9171400
2015-09-16,103.320000,104.070000,102.750000,103.959999,97.455643,6509700
2015-09-17,104.199997,105.949997,103.750000,104.199997,97.680626,7792600
2015-09-18,103.199997,104.209999,102.389999,102.839996,96.405716,13559400
2015-09-21,103.680000,103.830002,102.459999,103.410004,96.940056,7152300
2015-09-22,102.180000,102.750000,101.480003,102.489998,96.077606,8330100
2015-09-23,102.440002,102.629997,101.379997,101.570000,95.215164,5818000
2015-09-24,101.000000,101.330002,99.239998,100.620003,94.324615,10706800
2015-09-25,101.510002,101.800003,99.580002,100.300003,94.024643,7179800
2015-09-28,99.900002,100.389999,98.300003,98.489998,92.327881,8238300
2015-09-29,98.510002,100.059998,97.769997,99.419998,93.199692,9466900
2015-09-30,100.779999,102.430000,100.500000,102.199997,95.805748,9190000
2015-10-01,102.970001,103.470001,101.080002,102.669998,96.246353,7503700
2015-10-02,101.209999,103.010002,99.879997,103.000000,96.555702,9105600
2015-10-05,103.699997,104.199997,102.610001,103.849998,97.352516,7144600
2015-10-06,104.190002,104.510002,103.209999,103.769997,97.277534,5660600
2015-10-07,104.489998,104.589996,102.660004,103.389999,96.921303,6947200
2015-10-08,103.199997,104.889999,102.699997,104.610001,98.064964,7499100
2015-10-09,105.089996,106.050003,104.669998,105.559998,98.955536,7341800
2015-10-12,105.910004,106.699997,105.620003,106.349998,99.696114,5179000
2015-10-13,105.739998,107.389999,105.309998,106.589996,99.921089,8342700
2015-10-14,106.500000,106.849998,105.230003,105.730003,99.114906,5563600
2015-10-15,106.500000,108.000000,106.260002,107.889999,101.139763,6739200
2015-10-16,108.269997,108.500000,107.459999,108.239998,101.467857,5908900
2015-10-19,108.250000,109.970001,107.940002,109.470001,102.620903,8001900
2015-10-20,109.550003,110.529999,109.410004,109.839996,102.967751,9674400
2015-10-21,110.669998,111.559998,110.010002,110.089996,103.202103,8769800
2015-10-22,110.669998,113.349998,110.389999,113.250000,106.164406,10028900
2015-10-23,114.209999,114.209999,111.849998,113.089996,106.014412,7928400
2015-10-26,113.070000,113.580002,112.120003,113.519997,106.417503,5729600
2015-10-27,113.290001,114.269997,113.250000,113.769997,106.651863,5857600
2015-10-28,113.970001,114.459999,112.860001,114.339996,107.186211,6452900
2015-10-29,114.339996,115.400002,114.199997,115.040001,107.842415,6125100
2015-10-30,115.000000,115.239998,113.669998,113.739998,106.623734,8501600
2015-11-02,114.489998,115.309998,114.010002,115.040001,107.842415,6949500
2015-11-03,114.970001,116.400002,114.540001,115.540001,108.311119,7132100
2015-11-04,116.639999,116.830002,110.809998,113.250000,106.164406,20740800
2015-11-05,113.260002,113.930000,111.599998,113.000000,105.930038,14843700
2015-11-06,114.599998,116.750000,114.570000,115.669998,108.432983,16803400
2015-11-09,115.900002,116.730003,115.180000,116.419998,109.136070,9317500
2015-11-10,116.169998,117.510002,115.510002,117.419998,110.073494,8240500
2015-11-11,117.550003,117.580002,116.430000,116.519997,109.229805,6381700
2015-11-12,115.599998,116.989998,115.000000,116.209999,108.939201,7223000
2015-11-13,115.919998,116.419998,114.379997,114.839996,107.654915,8078100
2015-11-16,113.470001,116.080002,113.339996,115.919998,108.667351,5770200
2015-11-17,116.110001,117.550003,115.510002,116.129997,108.864212,6434400
2015-11-18,116.220001,118.279999,116.050003,118.139999,110.748451,6744600
2015-11-19,118.139999,119.160004,117.639999,118.709999,111.282791,6101000
2015-11-20,119.110001,120.250000,118.900002,120.070000,112.557693,10821700
2015-11-23,120.300003,120.650002,119.000000,119.419998,111.948364,6986400
2015-11-24,117.900002,118.570000,117.279999,117.949997,110.570328,9158200
2015-11-25,118.290001,119.339996,118.150002,118.669998,111.245285,4751500
2015-11-27,116.000000,116.500000,113.699997,115.129997,107.926773,14912000
2015-11-30,115.559998,115.580002,113.309998,113.470001,106.370644,16560300
2015-12-01,114.150002,115.459999,113.660004,115.389999,108.170509,8896100
2015-12-02,115.389999,115.470001,113.830002,114.000000,106.867477,7787800
2015-12-03,114.169998,114.650002,111.440002,111.889999,104.889488,10446600
2015-12-04,112.739998,114.309998,112.529999,114.239998,107.092468,8771300
2015-12-07,114.559998,114.559998,112.650002,113.830002,106.708122,6738500
2015-12-08,113.349998,113.449997,112.400002,112.480003,105.442596,7480600
2015-12-09,112.389999,113.059998,110.580002,111.470001,104.495766,9050700
2015-12-10,111.150002,111.580002,110.169998,110.760002,104.495758,7030200
2015-12-11,110.760002,110.760002,107.620003,108.040001,101.929611,12334900
2015-12-14,108.680000,109.870003,108.279999,109.349998,103.165512,9702600
2015-12-15,112.050003,113.349998,111.580002,112.160004,105.816589,13361700
2015-12-16,114.690002,114.750000,111.800003,113.790001,107.354393,12304500
2015-12-17,114.129997,114.480003,111.980003,112.010002,105.675072,9375000
2015-12-18,112.010002,112.440002,107.349998,107.720001,101.627701,28376900
2015-12-21,108.800003,110.099998,105.330002,106.589996,100.561607,22847200
2015-12-22,106.989998,107.199997,105.830002,106.739998,100.703117,8644500
2015-12-23,107.209999,107.239998,104.300003,105.559998,99.589859,12372900
2015-12-24,105.199997,106.639999,105.059998,105.860001,99.872902,4356100
2015-12-28,106.500000,108.199997,106.330002,107.250000,101.184280,9092700
2015-12-29,107.879997,108.040001,106.449997,107.080002,101.023888,8607200
2015-12-30,106.889999,107.209999,106.250000,106.339996,100.325745,4917000
2015-12-31,106.139999,106.309998,105.059998,105.080002,99.137001,6670100
2016-01-04,103.120003,103.430000,101.730003,102.980003,97.155777,12531500
2016-01-05,102.669998,102.669998,99.889999,100.900002,95.193420,16212900
2016-01-06,99.379997,101.459999,99.360001,100.360001,94.683960,13934500
2016-01-07,98.959999,101.349998,98.519997,99.500000,93.872597,14680200
2016-01-08,100.629997,100.919998,99.000000,99.250000,93.636734,10691600
2016-01-11,100.209999,100.449997,98.550003,99.919998,94.268852,9583200
2016-01-12,100.970001,101.849998,100.339996,101.459999,95.721741,8863900
2016-01-13,101.879997,101.879997,98.120003,98.480003,92.910286,11615400
2016-01-14,98.650002,99.910004,97.190002,99.110001,93.504646,11147500
2016-01-15,95.620003,96.879997,93.459999,93.900002,88.589310,22337000
2016-01-19,95.000000,95.070000,93.029999,93.970001,88.655365,13286800
2016-01-20,92.180000,93.639999,90.419998,92.540001,87.306236,16918100
2016-01-21,92.870003,94.860001,92.300003,94.019997,88.702522,12078200
2016-01-22,95.949997,97.419998,95.550003,96.900002,91.419640,12303800
2016-01-25,96.419998,96.680000,95.120003,95.290001,89.900696,7812200
2016-01-26,95.489998,96.430000,95.089996,96.269997,90.825272,6915600
2016-01-27,96.309998,96.629997,93.870003,94.320000,88.985573,6328900
2016-01-28,95.199997,95.199997,92.370003,93.529999,88.240257,7312700
2016-01-29,94.209999,95.820000,93.629997,95.820000,90.400726,8211600
2016-02-01,95.080002,95.709999,94.699997,95.150002,89.768616,7027200
2016-02-02,94.000000,94.169998,92.870003,93.120003,87.853439,7244400
2016-02-03,94.099998,95.410004,92.419998,95.139999,89.759171,10878000
2016-02-04,94.870003,96.730003,94.599998,95.430000,90.032784,8350300
2016-02-05,95.320000,95.389999,93.470001,93.900002,88.589310,8898500
2016-02-08,92.559998,92.959999,89.510002,92.120003,86.909981,13750100
2016-02-09,90.150002,93.199997,89.040001,92.320000,87.098679,19237400
2016-02-10,88.000000,90.029999,86.250000,88.849998,83.824921,32649800
2016-02-11,87.000000,91.059998,86.959999,90.309998,85.202339,17523800
2016-02-12,91.519997,91.589996,89.610001,91.150002,85.994850,10786100
2016-02-16,92.470001,93.309998,91.790001,92.910004,87.655312,9050900
2016-02-17,93.669998,96.440002,93.559998,95.500000,90.098816,12610000
2016-02-18,96.339996,96.449997,94.449997,95.169998,89.787483,8773900
2016-02-19,95.230003,95.720001,94.559998,95.010002,89.636536,6838200
2016-02-22,95.010002,97.000000,95.010002,96.370003,90.919624,6980400
2016-02-23,96.500000,96.820000,95.150002,95.379997,89.985611,6253800
2016-02-24,94.650002,95.750000,93.230003,95.430000,90.032784,6945600
2016-02-25,95.919998,95.949997,94.349998,95.650002,90.240341,4562300
2016-02-26,95.709999,96.220001,95.279999,95.309998,89.919563,5277000
2016-02-29,95.309998,96.290001,95.230003,95.519997,90.117691,7794400
2016-03-01,95.900002,97.660004,95.529999,97.650002,92.127235,7139900
2016-03-02,97.669998,97.830002,96.410004,97.000000,91.513992,6498600
2016-03-03,97.790001,98.839996,96.889999,98.820000,93.231056,8581300
2016-03-04,99.000000,99.209999,97.900002,98.480003,92.910286,6739800
2016-03-07,98.570000,99.709999,98.480003,99.389999,93.768829,7218700
2016-03-08,98.930000,98.980003,97.599998,97.820000,92.287613,6229300
2016-03-09,98.000000,98.239998,96.809998,97.660004,92.136673,7010700
2016-03-10,97.940002,98.419998,95.870003,97.040001,91.551735,5453500
2016-03-11,97.570000,98.349998,97.540001,97.940002,92.400818,5605800
2016-03-14,97.940002,99.220001,97.839996,98.809998,93.221619,6175000
2016-03-15,98.019997,98.330002,97.389999,98.239998,92.683876,5942400
2016-03-16,98.160004,99.080002,97.470001,98.440002,92.872551,6079400
2016-03-17,98.279999,99.910004,98.279999,99.599998,93.966934,6385600
2016-03-18,99.980003,100.150002,98.959999,99.199997,93.589561,10205100
2016-03-21,98.919998,99.120003,97.699997,98.459999,92.891426,7070300
2016-03-22,97.589996,98.320000,97.440002,97.580002,92.061195,6475700
2016-03-23,97.720001,97.849998,96.750000,96.830002,91.353592,5517700
2016-03-24,96.550003,97.489998,96.300003,97.220001,91.721550,5577700
2016-03-28,97.500000,98.459999,97.449997,98.089996,92.542336,5317100
2016-03-29,98.000000,98.370003,97.360001,98.160004,92.608398,5170800
2016-03-30,98.900002,99.089996,98.349998,98.910004,93.315971,5677500
2016-03-31,99.010002,100.370003,99.010002,99.309998,93.693336,7038800
2016-04-01,98.800003,99.339996,98.580002,99.070000,93.466919,5895500
2016-04-04,99.300003,99.440002,98.580002,98.680000,93.098969,5334700
2016-04-05,96.849998,97.610001,96.150002,97.000000,91.513992,10818800
2016-04-06,96.959999,97.629997,96.830002,97.480003,91.966850,6952400
2016-04-07,97.110001,97.419998,95.919998,96.160004,90.721497,7525400
2016-04-08,96.629997,96.839996,95.800003,96.419998,90.966797,6982700
2016-04-11,96.930000,97.639999,96.199997,96.269997,90.825272,5916600
2016-04-12,96.279999,97.529999,96.070000,97.349998,91.844193,6277200
2016-04-13,98.029999,99.809998,97.959999,99.480003,93.853737,7967400
2016-04-14,99.790001,99.870003,98.260002,98.629997,93.051796,6676200
2016-04-15,98.500000,98.889999,98.180000,98.589996,93.014061,6146800
2016-04-18,99.599998,101.949997,99.500000,101.480003,95.740616,10665200
2016-04-19,102.000000,103.639999,101.930000,102.639999,96.835007,10639800
2016-04-20,103.019997,103.480003,101.959999,103.269997,97.429367,7712000
2016-04-21,103.360001,104.120003,102.650002,102.910004,97.089737,6824800
2016-04-22,103.059998,103.989998,102.930000,103.769997,97.901100,5731300
2016-04-25,103.500000,104.620003,103.349998,104.570000,98.655861,6117100
2016-04-26,104.580002,105.570000,104.180000,104.889999,98.957756,6452900
2016-04-27,105.190002,105.599998,104.760002,105.279999,99.325699,5996100
2016-04-28,104.540001,105.489998,103.800003,104.029999,98.146400,5658300
2016-04-29,103.949997,104.209999,102.400002,103.260002,97.419937,7006900
2016-05-02,103.300003,104.570000,102.800003,104.360001,98.457741,5285700
2016-05-03,103.879997,103.989998,103.190002,103.779999,97.910538,6243300
2016-05-04,103.309998,104.480003,103.199997,103.669998,97.806755,6445100
2016-05-05,103.980003,105.129997,103.449997,104.930000,98.995499,6466000
2016-05-06,104.510002,105.739998,104.389999,105.540001,99.570992,7407500
2016-05-09,106.010002,106.680000,104.970001,105.339996,99.382309,8130300
2016-05-10,105.529999,106.750000,105.449997,106.599998,100.571037,15177200
2016-05-11,101.459999,102.500000,100.620003,102.290001,96.504807,27068100
2016-05-12,102.500000,102.849998,101.129997,101.709999,95.957611,11251700
2016-05-13,101.709999,102.040001,100.360001,100.519997,94.834908,9570200
2016-05-16,100.410004,100.669998,99.370003,100.360001,94.683960,9113000
2016-05-17,100.790001,101.290001,99.550003,99.940002,94.287712,8694400
2016-05-18,99.589996,99.769997,98.360001,99.000000,93.400864,9323100
2016-05-19,98.580002,98.610001,97.510002,98.410004,92.844254,7063500
2016-05-20,99.000000,99.930000,98.769997,99.779999,94.136757,7297000
2016-05-23,99.599998,100.330002,99.120003,99.180000,93.570694,5588600
2016-05-24,99.449997,100.040001,99.379997,99.510002,93.882042,5250800
2016-05-25,99.919998,100.800003,99.809998,99.860001,94.212234,5667300
2016-05-26,99.889999,100.489998,99.570000,99.809998,94.165054,3852600
2016-05-27,99.809998,100.529999,99.809998,100.290001,94.617912,4589100
2016-05-31,99.849998,99.889999,98.570000,99.220001,93.608421,10396200
2016-06-01,98.669998,98.989998,97.730003,98.519997,92.948013,7243900
2016-06-02,98.070000,98.720001,97.870003,98.720001,93.136726,4830100
2016-06-03,98.660004,98.919998,97.730003,98.750000,93.165009,6857500
2016-06-06,98.959999,99.120003,98.470001,98.779999,93.193314,4986600
2016-06-07,99.000000,99.040001,98.320000,98.349998,92.787651,5608400
2016-06-08,98.489998,98.820000,97.699997,98.040001,92.495171,5466200
2016-06-09,97.820000,97.930000,97.099998,97.839996,92.306480,5379400
2016-06-10,97.150002,97.709999,96.779999,97.339996,91.834747,7204400
2016-06-13,96.750000,98.980003,96.699997,97.570000,92.051750,8766300
2016-06-14,97.199997,98.550003,97.180000,98.400002,92.834808,6125700
2016-06-15,98.190002,99.000000,98.190002,98.269997,92.712166,6663200
2016-06-16,97.800003,98.629997,96.860001,98.379997,92.815941,7129700
2016-06-17,98.410004,99.139999,98.269997,99.000000,93.400864,8959400
2016-06-20,100.080002,100.959999,99.500000,99.570000,93.938644,8268600
2016-06-21,99.730003,99.790001,98.769997,98.820000,93.231056,5202500
2016-06-22,99.080002,99.620003,98.699997,98.790001,93.202751,4948900
2016-06-23,99.440002,99.620003,98.610001,99.019997,93.419739,5826100
2016-06-24,96.010002,97.279999,95.139999,95.720001,90.306374,15079900
2016-06-27,94.910004,95.230003,94.000000,94.379997,89.042175,9438400
2016-06-28,95.459999,96.279999,95.139999,96.050003,90.617722,7143100
2016-06-29,96.910004,97.290001,96.279999,96.980003,91.495125,6563600
2016-06-30,97.099998,98.070000,96.879997,97.820000,92.287613,7189500
2016-07-01,97.750000,98.639999,97.709999,98.029999,92.485733,5681600
2016-07-05,97.769997,98.000000,97.169998,97.660004,92.136673,5846400
2016-07-06,97.000000,98.519997,96.760002,98.449997,92.881981,6223300
2016-07-07,97.629997,98.480003,97.580002,98.410004,93.518692,5146000
2016-07-08,99.250000,99.849998,98.769997,99.620003,94.668541,6045800
2016-07-11,99.800003,100.349998,99.400002,99.980003,95.010643,5428000
2016-07-12,100.180000,100.790001,100.000000,100.199997,95.219711,8508500
2016-07-13,100.459999,100.800003,99.849998,99.879997,94.915619,5494700
2016-07-14,100.419998,100.800003,99.680000,99.970001,95.001144,7461500
2016-07-15,100.419998,100.540001,99.540001,99.800003,94.839600,5764400
