Timestamp,market-price
2019-04-21 00:00:00,5309.28
2019-04-22 00:00:00,5281.83
2019-04-23 00:00:00,5377.19
2019-04-24 00:00:00,5518.16
2019-04-25 00:00:00,5434.19
2019-04-26 00:00:00,5195.61
2019-04-27 00:00:00,5292.83
2019-04-28 00:00:00,5280.19
2019-04-29 00:00:00,5301.29
2019-04-30 00:00:00,5260.65
2019-05-01 00:00:00,5269.79
2019-05-02 00:00:00,5326.67
2019-05-03 00:00:00,5390.16
2019-05-04 00:00:00,5657.14
2019-05-05 00:00:00,5771.08
2019-05-06 00:00:00,5717.66
2019-05-07 00:00:00,5684.47
2019-05-08 00:00:00,5755.72
2019-05-09 00:00:00,5936.72
2019-05-10 00:00:00,6146.91
2019-05-11 00:00:00,6348.02
2019-05-12 00:00:00,7248.31
2019-05-13 00:00:00,6978.63
2019-05-14 00:00:00,7823.11
2019-05-15 00:00:00,7992.69
2019-05-16 00:00:00,8206.9
2019-05-17 00:00:00,7885.96
2019-05-18 00:00:00,7362.22
2019-05-19 00:00:00,7265.05
2019-05-20 00:00:00,8193.7
2019-05-21 00:00:00,8007.03
2019-05-22 00:00:00,7952.5
2019-05-23 00:00:00,7625.93
2019-05-24 00:00:00,7880.29
2019-05-25 00:00:00,8003.26
2019-05-26 00:00:00,8071.45
2019-05-27 00:00:00,8744.42
2019-05-28 00:00:00,8770.06
2019-05-29 00:00:00,8719.88
2019-05-30 00:00:00,8662.98
2019-05-31 00:00:00,8272.46
2019-06-01 00:00:00,8553.81
2019-06-02 00:00:00,8554.8
2019-06-03 00:00:00,8739.03
2019-06-04 00:00:00,8134.92
2019-06-05 00:00:00,7675.8
2019-06-06 00:00:00,7786.04
2019-06-07 00:00:00,7803.23
2019-06-08 00:00:00,7998.29
2019-06-09 00:00:00,7931.34
2019-06-10 00:00:00,7640.61
2019-06-11 00:00:00,8020.38
2019-06-12 00:00:00,7917.58
2019-06-13 00:00:00,8173.06
2019-06-14 00:00:00,8237.88
2019-06-15 00:00:00,8693.6
2019-06-16 00:00:00,8859.47
2019-06-17 00:00:00,8978.99
2019-06-18 00:00:00,9327.48
2019-06-19 00:00:00,9076.18
2019-06-20 00:00:00,9281.7
2019-06-21 00:00:00,9531.35
2019-06-22 00:00:00,10209.38
2019-06-23 00:00:00,10668.63
2019-06-24 00:00:00,10814.48
2019-06-25 00:00:00,11017.5
2019-06-26 00:00:00,11766.4
2019-06-27 00:00:00,12932.55
2019-06-28 00:00:00,11132.85
2019-06-29 00:00:00,12374.35
2019-06-30 00:00:00,11890.38
2019-07-01 00:00:00,10737.73
2019-07-02 00:00:00,10578.72
2019-07-03 00:00:00,10805.4
2019-07-04 00:00:00,11984.76
2019-07-05 00:00:00,11160.49
2019-07-06 00:00:00,10955.16
2019-07-07 00:00:00,11232.04
2019-07-08 00:00:00,11477.01
2019-07-09 00:00:00,12313.08
2019-07-10 00:00:00,12586.78
2019-07-11 00:00:00,12099.9
2019-07-12 00:00:00,11352.87
2019-07-13 00:00:00,11803.97
2019-07-14 00:00:00,11389.1
2019-07-15 00:00:00,10186.96
2019-07-16 00:00:00,10873.5
2019-07-17 00:00:00,9397.72
2019-07-18 00:00:00,9674.28
2019-07-19 00:00:00,10638.56
2019-07-20 00:00:00,10535.75
2019-07-21 00:00:00,10764.9
2019-07-22 00:00:00,10587.41
2019-07-23 00:00:00,10323.62
2019-07-24 00:00:00,9844.3
2019-07-25 00:00:00,9772.17
2019-07-26 00:00:00,9875.17
2019-07-27 00:00:00,9848.65
2019-07-28 00:00:00,9473.99
2019-07-29 00:00:00,9530
2019-07-30 00:00:00,9501.33
2019-07-31 00:00:00,9589.13
2019-08-01 00:00:00,10084.7
2019-08-02 00:00:00,10407.17
2019-08-03 00:00:00,10529.55
2019-08-04 00:00:00,10814.57
2019-08-05 00:00:00,10980.23
2019-08-06 00:00:00,11787.99
2019-08-07 00:00:00,11465.67
2019-08-08 00:00:00,11960.82
2019-08-09 00:00:00,11996.41
2019-08-10 00:00:00,11856.64
2019-08-11 00:00:00,11282.22
2019-08-12 00:00:00,11566.84
2019-08-13 00:00:00,11386.26
2019-08-14 00:00:00,10858.12
2019-08-15 00:00:00,10016.96
2019-08-16 00:00:00,10302.17
2019-08-17 00:00:00,10359.44
2019-08-18 00:00:00,10214.52
2019-08-19 00:00:00,10317.6
2019-08-20 00:00:00,10917.26
2019-08-21 00:00:00,10760.56
2019-08-22 00:00:00,10129.4
2019-08-23 00:00:00,10111.98
2019-08-24 00:00:00,10405.81
2019-08-25 00:00:00,10143.8
2019-08-26 00:00:00,10135.06
2019-08-27 00:00:00,10360.28
2019-08-28 00:00:00,10171.95
2019-08-29 00:00:00,9717.82
2019-08-30 00:00:00,9484.55
2019-08-31 00:00:00,9577.99
2019-09-01 00:00:00,9600.9
2019-09-02 00:00:00,9769.79
2019-09-03 00:00:00,10386.64
2019-09-04 00:00:00,10621.29
2019-09-05 00:00:00,10584.16
2019-09-06 00:00:00,10577.8
2019-09-07 00:00:00,10317.47
2019-09-08 00:00:00,10487.21
2019-09-09 00:00:00,10406.31
2019-09-10 00:00:00,10313.66
2019-09-11 00:00:00,10101.03
2019-09-12 00:00:00,10159.32
2019-09-13 00:00:00,10420.16
2019-09-14 00:00:00,10363.9
2019-09-15 00:00:00,10361.33
2019-09-16 00:00:00,10310.43
2019-09-17 00:00:00,10265.63
2019-09-18 00:00:00,10190.36
2019-09-19 00:00:00,10157.59
2019-09-20 00:00:00,10275.88
2019-09-21 00:00:00,10173.11
2019-09-22 00:00:00,9979.49
2019-09-23 00:00:00,10033.05
2019-09-24 00:00:00,9683.38
2019-09-25 00:00:00,8553.61
2019-09-26 00:00:00,8432.23
2019-09-27 00:00:00,8055.64
2019-09-28 00:00:00,8193.9
2019-09-29 00:00:00,8225
2019-09-30 00:00:00,8056.74
2019-10-01 00:00:00,8307.74
2019-10-02 00:00:00,8322.92
2019-10-03 00:00:00,8382.03
2019-10-04 00:00:00,8236.17
2019-10-05 00:00:00,8155.48
2019-10-06 00:00:00,8147.69
2019-10-07 00:00:00,7869.74
2019-10-08 00:00:00,8212.02
2019-10-09 00:00:00,8190
2019-10-10 00:00:00,8587.92
2019-10-11 00:00:00,8586.9
2019-10-12 00:00:00,8269.73
2019-10-13 00:00:00,8308.01
2019-10-14 00:00:00,8283.76
2019-10-15 00:00:00,8353.54
2019-10-16 00:00:00,8162.16
2019-10-17 00:00:00,8002.51
2019-10-18 00:00:00,8076.78
2019-10-19 00:00:00,7954.15
2019-10-20 00:00:00,7960.04
2019-10-21 00:00:00,8231.06
2019-10-22 00:00:00,8222.52
2019-10-23 00:00:00,8026.76
2019-10-24 00:00:00,7469.56
2019-10-25 00:00:00,7431.88
2019-10-26 00:00:00,8666.79
2019-10-27 00:00:00,9259.8
2019-10-28 00:00:00,9551.54
2019-10-29 00:00:00,9218.76
2019-10-30 00:00:00,9433.35
2019-10-31 00:00:00,9164.62
2019-11-01 00:00:00,9147.98
2019-11-02 00:00:00,9252.99
2019-11-03 00:00:00,9301.18
2019-11-04 00:00:00,9206.16
2019-11-05 00:00:00,9418.05
2019-11-06 00:00:00,9310.19
2019-11-07 00:00:00,9343.34
2019-11-08 00:00:00,9204.24
2019-11-09 00:00:00,8766.04
2019-11-10 00:00:00,8809.41
2019-11-11 00:00:00,9037.12
2019-11-12 00:00:00,8717.81
2019-11-13 00:00:00,8801.52
2019-11-14 00:00:00,8762.42
2019-11-15 00:00:00,8632.32
2019-11-16 00:00:00,8457.69
2019-11-17 00:00:00,8482.7
2019-11-18 00:00:00,8503.93
2019-11-19 00:00:00,8175.99
2019-11-20 00:00:00,8120.8
2019-11-21 00:00:00,8081.81
2019-11-22 00:00:00,7617.07
2019-11-23 00:00:00,7286.35
2019-11-24 00:00:00,7324.03
2019-11-25 00:00:00,6907.4
2019-11-26 00:00:00,7130.25
2019-11-27 00:00:00,7163.63
2019-11-28 00:00:00,7523.83
2019-11-29 00:00:00,7431
2019-11-30 00:00:00,7757.47
2019-12-01 00:00:00,7557.72
2019-12-02 00:00:00,7402.69
2019-12-03 00:00:00,7309.59
2019-12-04 00:00:00,7296.77
2019-12-05 00:00:00,7192.85
2019-12-06 00:00:00,7395.97
2019-12-07 00:00:00,7547.19
2019-12-08 00:00:00,7504.83
2019-12-09 00:00:00,7522.39
2019-12-10 00:00:00,7337.42
2019-12-11 00:00:00,7220.76
2019-12-12 00:00:00,7202.31
2019-12-13 00:00:00,7189.16
2019-12-14 00:00:00,7251.87
2019-12-15 00:00:00,7067.74
2019-12-16 00:00:00,7111.14
2019-12-17 00:00:00,6879.54
2019-12-18 00:00:00,6612.12
2019-12-19 00:00:00,7284.29
2019-12-20 00:00:00,7150.86
2019-12-21 00:00:00,7190.17
2019-12-22 00:00:00,7143.2
2019-12-23 00:00:00,7514.41
2019-12-24 00:00:00,7322.08
2019-12-25 00:00:00,7250.69
2019-12-26 00:00:00,7192.72
2019-12-27 00:00:00,7194.4
2019-12-28 00:00:00,7243.93
2019-12-29 00:00:00,7301.07
2019-12-30 00:00:00,7385.36
2019-12-31 00:00:00,7219.6
2020-01-01 00:00:00,7168.31
2020-01-02 00:00:00,7175.68
