CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대, 건수합계 ,,,
201905,2,평일,금,A.02-06시,F,B.3O대, 494 ,,,
202105,1,평일,월,F.22-02시,F,A.2O대," 1,683 ",,,
201905,2,휴일,토,A.02-06시,M,B.3O대, 69 ,,,
202105,1,평일,수,C.10-14시,F,A.2O대, 59 ,,,
202005,2,휴일,금,E.18-22시,F,C.4O대, 513 ,,,
202105,1,평일,금,E.18-22시,M,B.3O대," 2,065 ",,,
201905,1,평일,월,B.06-10시,F,D.5O대, 45 ,,,
202005,1,휴일,금,B.06-10시,M,A.2O대, 9 ,,,
201905,1,휴일,월,E.18-22시,M,A.2O대, 195 ,,,
202105,2,휴일,토,C.10-14시,M,B.3O대," 1,301 ",,,
202105,1,평일,화,D.14-18시,F,A.2O대," 2,453 ",,,
201905,2,휴일,수,C.10-14시,M,C.4O대, 380 ,,,
202005,1,휴일,일,A.02-06시,F,D.5O대, 8 ,,,
201905,4,휴일,월,C.10-14시,M,E.60대이상, 97 ,,,
201905,1,휴일,토,E.18-22시,M,B.3O대," 1,772 ",,,
202005,1,평일,금,F.22-02시,M,E.60대이상, 99 ,,,
202105,1,휴일,토,C.10-14시,M,E.60대이상, 215 ,,,
202005,3,휴일,화,F.22-02시,M,E.60대이상, 14 ,,,
202105,1,평일,목,A.02-06시,F,E.60대이상, 3 ,,,
202105,2,평일,월,A.02-06시,F,A.2O대, 506 ,,,
202105,2,평일,화,A.02-06시,M,E.60대이상, 8 ,,,
201905,1,휴일,일,B.06-10시,F,C.4O대, 30 ,,,
202105,1,평일,수,E.18-22시,M,E.60대이상, 66 ,,,
202005,1,평일,월,F.22-02시,M,D.5O대, 232 ,,,
201905,1,평일,수,C.10-14시,F,A.2O대," 1,938 ",,,
202005,3,평일,수,F.22-02시,M,C.4O대, 216 ,,,
202005,1,평일,월,D.14-18시,M,A.2O대," 1,456 ",,,
202005,1,휴일,화,A.02-06시,F,C.4O대, 36 ,,,
201905,1,평일,금,D.14-18시,F,A.2O대, 210 ,,,
202105,1,평일,금,E.18-22시,F,D.5O대, 585 ,,,
202105,1,평일,월,C.10-14시,M,A.2O대, 316 ,,,
202005,1,평일,월,C.10-14시,M,B.3O대," 1,037 ",,,
201905,1,휴일,토,B.06-10시,F,C.4O대, 704 ,,,
201905,3,휴일,일,D.14-18시,F,D.5O대, 131 ,,,
202005,2,휴일,토,A.02-06시,M,A.2O대, 106 ,,,
202005,3,휴일,일,E.18-22시,M,D.5O대, 237 ,,,
201905,4,휴일,수,A.02-06시,F,A.2O대, 73 ,,,
202105,2,휴일,일,C.10-14시,M,B.3O대," 5,148 ",,,
201905,1,평일,금,D.14-18시,F,D.5O대, 717 ,,,
202005,4,평일,수,E.18-22시,M,A.2O대," 1,062 ",,,
202105,2,휴일,수,B.06-10시,M,D.5O대, 542 ,,,
202105,3,평일,월,B.06-10시,M,A.2O대, 76 ,,,
202105,1,평일,월,D.14-18시,F,C.4O대," 3,781 ",,,
202105,3,평일,월,E.18-22시,F,D.5O대, 552 ,,,
202005,1,평일,화,B.06-10시,M,E.60대이상, 12 ,,,
202105,1,휴일,일,B.06-10시,M,A.2O대, 116 ,,,
202005,1,평일,수,A.02-06시,F,A.2O대, 127 ,,,
202105,1,휴일,수,B.06-10시,M,E.60대이상, 433 ,,,
202105,2,평일,월,E.18-22시,M,A.2O대, 734 ,,,
201905,1,평일,화,D.14-18시,M,D.5O대, 448 ,,,
202005,1,휴일,토,C.10-14시,F,B.3O대," 6,836 ",,,
202105,1,휴일,일,B.06-10시,F,D.5O대," 2,886 ",,,
202005,1,휴일,화,E.18-22시,M,E.60대이상, 72 ,,,
202105,1,휴일,일,E.18-22시,F,C.4O대, 384 ,,,
202105,2,평일,월,A.02-06시,F,D.5O대, 735 ,,,
201905,1,휴일,수,C.10-14시,M,C.4O대, 128 ,,,
202005,4,평일,월,E.18-22시,M,B.3O대," 4,070 ",,,
201905,1,휴일,월,A.02-06시,F,C.4O대, 18 ,,,
202105,1,평일,수,B.06-10시,M,A.2O대, 54 ,,,
201905,1,평일,월,E.18-22시,F,B.3O대," 1,461 ",,,
202105,2,휴일,수,B.06-10시,F,B.3O대, 954 ,,,
201905,1,평일,화,F.22-02시,F,D.5O대, 370 ,,,
202005,4,휴일,화,E.18-22시,F,C.4O대," 1,951 ",,,
202005,4,평일,화,F.22-02시,F,A.2O대," 1,770 ",,,
201905,1,휴일,토,B.06-10시,M,D.5O대, 245 ,,,
202005,1,평일,금,B.06-10시,F,A.2O대, 43 ,,,
202105,1,휴일,수,E.18-22시,F,A.2O대, 191 ,,,
202005,1,평일,수,C.10-14시,F,E.60대이상, 18 ,,,
202105,1,휴일,토,C.10-14시,F,B.3O대," 2,158 ",,,
202005,1,평일,수,D.14-18시,M,E.60대이상, 29 ,,,
201905,1,평일,수,A.02-06시,M,A.2O대, 26 ,,,
202005,1,휴일,금,E.18-22시,M,B.3O대, 292 ,,,
201905,2,평일,금,E.18-22시,M,D.5O대, 129 ,,,
201905,1,휴일,수,C.10-14시,F,C.4O대," 1,124 ",,,
202005,4,평일,금,C.10-14시,M,D.5O대," 2,089 ",,,
202105,1,평일,화,C.10-14시,M,A.2O대," 1,620 ",,,
202005,1,평일,금,C.10-14시,F,B.3O대, 620 ,,,
201905,2,평일,수,E.18-22시,M,C.4O대, 389 ,,,
202005,4,평일,월,D.14-18시,M,E.60대이상, 988 ,,,
201905,2,평일,목,D.14-18시,F,A.2O대," 6,177 ",,,
202105,1,휴일,일,C.10-14시,F,C.4O대," 1,710 ",,,
201905,4,평일,목,E.18-22시,F,E.60대이상, 508 ,,,
202105,1,평일,월,B.06-10시,M,D.5O대, 125 ,,,
202105,2,평일,수,A.02-06시,M,A.2O대, 49 ,,,
202005,1,평일,목,B.06-10시,F,B.3O대," 1,107 ",,,
201905,1,휴일,월,D.14-18시,M,D.5O대, 116 ,,,
201905,2,평일,목,F.22-02시,M,D.5O대, 134 ,,,
201905,1,휴일,일,D.14-18시,F,B.3O대, 808 ,,,
202005,3,휴일,금,D.14-18시,F,A.2O대, 137 ,,,
202105,1,평일,수,B.06-10시,M,B.3O대, 29 ,,,
202005,1,평일,월,D.14-18시,M,B.3O대," 3,037 ",,,
202105,1,휴일,수,F.22-02시,M,E.60대이상, 29 ,,,
201905,1,평일,월,C.10-14시,F,E.60대이상, 957 ,,,
202005,2,휴일,일,A.02-06시,M,E.60대이상, 14 ,,,
201905,1,평일,금,C.10-14시,M,D.5O대, 512 ,,,
202005,2,휴일,화,F.22-02시,F,C.4O대," 3,368 ",,,
201905,2,휴일,토,B.06-10시,M,C.4O대," 1,142 ",,,
202005,1,평일,금,D.14-18시,M,C.4O대, 954 ,,,
202105,1,휴일,수,C.10-14시,M,A.2O대, 154 ,,,
202005,1,휴일,토,E.18-22시,F,A.2O대," 1,116 ",,,
202005,1,평일,금,A.02-06시,M,B.3O대, 91 ,,,
202005,2,평일,월,F.22-02시,F,C.4O대," 2,919 ",,,
202005,1,휴일,금,F.22-02시,M,B.3O대, 264 ,,,
202005,1,휴일,토,E.18-22시,M,E.60대이상, 28 ,,,
202105,1,평일,월,F.22-02시,F,D.5O대," 3,799 ",,,
201905,4,평일,목,A.02-06시,M,D.5O대, 139 ,,,
202005,3,휴일,일,C.10-14시,F,A.2O대, 413 ,,,
201905,1,평일,화,E.18-22시,F,B.3O대, 144 ,,,
202105,1,휴일,토,B.06-10시,F,D.5O대, 106 ,,,
201905,1,평일,수,D.14-18시,M,E.60대이상, 774 ,,,
201905,3,휴일,토,A.02-06시,M,C.4O대, 9 ,,,
202005,2,평일,월,F.22-02시,F,E.60대이상, 53 ,,,
202005,1,휴일,금,D.14-18시,F,D.5O대, 54 ,,,
202105,1,평일,화,A.02-06시,M,D.5O대, 48 ,,,
202105,2,평일,금,E.18-22시,F,B.3O대," 8,841 ",,,
202105,2,평일,화,A.02-06시,F,C.4O대, 94 ,,,
201905,2,평일,화,E.18-22시,F,E.60대이상, 199 ,,,
202105,1,평일,화,A.02-06시,M,E.60대이상, 3 ,,,
202005,1,휴일,화,E.18-22시,M,A.2O대, 60 ,,,
201905,1,휴일,수,B.06-10시,M,C.4O대, 69 ,,,
202005,2,평일,목,A.02-06시,F,A.2O대, 99 ,,,
202005,1,휴일,화,C.10-14시,M,D.5O대, 190 ,,,
202105,1,평일,화,B.06-10시,F,E.60대이상, 22 ,,,
202105,2,휴일,토,B.06-10시,F,A.2O대, 209 ,,,
202005,1,평일,월,C.10-14시,F,E.60대이상, 55 ,,,
201905,1,평일,화,D.14-18시,M,E.60대이상, 82 ,,,
202105,1,평일,금,B.06-10시,M,D.5O대, 383 ,,,
202005,1,휴일,토,C.10-14시,F,A.2O대, 66 ,,,
202005,1,평일,금,B.06-10시,F,E.60대이상, 211 ,,,
201905,3,휴일,수,D.14-18시,F,C.4O대, 82 ,,,
201905,4,평일,월,C.10-14시,F,D.5O대," 1,994 ",,,
202105,3,평일,금,A.02-06시,F,C.4O대, 90 ,,,
202005,1,평일,목,A.02-06시,M,C.4O대, 101 ,,,
201905,1,휴일,토,D.14-18시,F,D.5O대, 247 ,,,
202005,1,휴일,금,E.18-22시,M,C.4O대, 120 ,,,
202105,1,평일,화,B.06-10시,F,A.2O대, 632 ,,,
202105,3,휴일,토,B.06-10시,M,A.2O대, 45 ,,,
202105,4,휴일,토,A.02-06시,M,E.60대이상, 120 ,,,
202005,2,평일,화,E.18-22시,F,A.2O대, 340 ,,,
201905,1,평일,금,D.14-18시,F,A.2O대, 587 ,,,
201905,2,휴일,일,B.06-10시,F,B.3O대," 2,317 ",,,
202005,2,평일,목,F.22-02시,F,E.60대이상, 489 ,,,
201905,1,평일,수,D.14-18시,M,C.4O대, 753 ,,,
202005,1,평일,화,A.02-06시,F,A.2O대, 71 ,,,
202005,3,평일,수,C.10-14시,M,A.2O대, 121 ,,,
201905,1,휴일,토,F.22-02시,M,C.4O대, 90 ,,,
202005,1,휴일,금,B.06-10시,F,D.5O대, 9 ,,,
201905,3,평일,금,E.18-22시,M,D.5O대, 62 ,,,
202005,1,평일,목,A.02-06시,F,C.4O대, 73 ,,,
202105,1,평일,금,A.02-06시,F,A.2O대, 69 ,,,
201905,1,휴일,수,A.02-06시,M,D.5O대, 31 ,,,
202005,1,평일,목,F.22-02시,M,D.5O대, 202 ,,,
202005,1,휴일,금,A.02-06시,F,E.60대이상, 3 ,,,
202105,1,휴일,수,A.02-06시,F,E.60대이상, 5 ,,,
201905,1,휴일,토,E.18-22시,M,D.5O대, 138 ,,,
202105,1,평일,월,F.22-02시,M,A.2O대, 230 ,,,
202005,1,평일,수,E.18-22시,F,B.3O대, 277 ,,,
201905,1,휴일,수,C.10-14시,M,D.5O대, 117 ,,,
201905,1,평일,목,D.14-18시,F,E.60대이상, 94 ,,,
201905,1,평일,목,D.14-18시,F,E.60대이상, 197 ,,,
201905,1,평일,화,B.06-10시,F,B.3O대, 740 ,,,
202005,1,휴일,금,B.06-10시,M,C.4O대, 75 ,,,
201905,1,휴일,토,D.14-18시,F,B.3O대," 2,627 ",,,
201905,3,평일,월,A.02-06시,F,D.5O대, 14 ,,,
202105,1,평일,금,C.10-14시,F,C.4O대," 8,918 ",,,
201905,2,휴일,일,A.02-06시,F,D.5O대, 61 ,,,
202005,1,평일,월,B.06-10시,F,B.3O대," 1,134 ",,,
202005,1,휴일,금,C.10-14시,F,D.5O대, 54 ,,,
202005,1,휴일,화,E.18-22시,F,C.4O대, 411 ,,,
202105,1,평일,월,B.06-10시,M,A.2O대, 272 ,,,
202005,1,휴일,화,C.10-14시,F,A.2O대, 51 ,,,
201905,1,휴일,수,F.22-02시,F,B.3O대," 1,110 ",,,
202105,2,평일,월,F.22-02시,F,A.2O대, 646 ,,,
202005,3,휴일,화,F.22-02시,F,E.60대이상, 5 ,,,
202105,1,평일,목,C.10-14시,F,C.4O대," 3,798 ",,,
201905,3,휴일,일,C.10-14시,F,C.4O대, 213 ,,,
202105,1,평일,목,F.22-02시,F,A.2O대," 1,079 ",,,
202005,1,휴일,금,C.10-14시,F,B.3O대, 500 ,,,
201905,2,휴일,월,D.14-18시,M,E.60대이상, 19 ,,,
202005,1,휴일,토,A.02-06시,M,C.4O대, 109 ,,,
202105,1,휴일,수,A.02-06시,M,C.4O대, 306 ,,,
202005,2,휴일,토,C.10-14시,M,A.2O대, 419 ,,,
202005,2,휴일,금,B.06-10시,M,B.3O대, 450 ,,,
202105,1,휴일,일,F.22-02시,F,C.4O대, 289 ,,,
201905,1,평일,목,C.10-14시,M,A.2O대, 176 ,,,
201905,4,휴일,월,B.06-10시,M,B.3O대, 227 ,,,
202005,1,평일,월,E.18-22시,F,C.4O대, 99 ,,,
202105,1,휴일,일,F.22-02시,F,A.2O대, 293 ,,,
202005,1,휴일,토,B.06-10시,M,B.3O대," 1,737 ",,,
202005,3,휴일,화,D.14-18시,F,A.2O대, 99 ,,,
202005,1,휴일,일,B.06-10시,M,C.4O대, 443 ,,,
202005,3,휴일,일,F.22-02시,F,B.3O대, 823 ,,,
202005,3,평일,화,D.14-18시,M,B.3O대, 247 ,,,
202005,1,휴일,일,D.14-18시,M,A.2O대, 497 ,,,
201905,1,평일,금,D.14-18시,M,A.2O대, 293 ,,,
202005,1,평일,수,F.22-02시,F,E.60대이상, 67 ,,,
202105,1,휴일,토,F.22-02시,M,E.60대이상, 44 ,,,
202105,2,평일,금,B.06-10시,F,C.4O대," 6,563 ",,,
202005,3,휴일,금,A.02-06시,M,D.5O대, 6 ,,,
201905,2,휴일,토,A.02-06시,F,E.60대이상, 11 ,,,
202105,1,휴일,일,F.22-02시,F,D.5O대," 1,222 ",,,
201905,2,평일,수,C.10-14시,M,A.2O대," 1,845 ",,,
202105,2,평일,월,B.06-10시,M,D.5O대, 194 ,,,
202105,2,평일,수,A.02-06시,M,D.5O대, 26 ,,,
202005,1,휴일,금,F.22-02시,M,A.2O대, 129 ,,,
202005,1,휴일,토,D.14-18시,F,B.3O대," 2,279 ",,,
202005,2,휴일,일,C.10-14시,M,E.60대이상, 52 ,,,
201905,1,평일,월,A.02-06시,M,C.4O대, 284 ,,,
201905,1,휴일,토,F.22-02시,M,B.3O대, 250 ,,,
202105,1,평일,금,F.22-02시,M,A.2O대, 875 ,,,
201905,1,평일,목,B.06-10시,F,D.5O대, 20 ,,,
201905,2,휴일,일,B.06-10시,M,B.3O대, 142 ,,,
202105,1,휴일,수,D.14-18시,M,D.5O대," 1,434 ",,,
201905,4,평일,수,C.10-14시,M,E.60대이상, 567 ,,,
202005,4,평일,금,F.22-02시,F,B.3O대," 5,536 ",,,
202005,1,평일,화,D.14-18시,F,A.2O대," 1,888 ",,,
202105,2,평일,수,D.14-18시,M,A.2O대, 250 ,,,
202105,1,휴일,토,E.18-22시,M,D.5O대, 559 ,,,
201905,1,휴일,토,E.18-22시,F,A.2O대, 276 ,,,
201905,4,휴일,월,D.14-18시,M,A.2O대, 207 ,,,
202005,1,평일,화,F.22-02시,M,C.4O대, 527 ,,,
202105,1,평일,수,E.18-22시,F,E.60대이상, 16 ,,,
202105,1,휴일,일,C.10-14시,M,E.60대이상, 140 ,,,
202105,1,평일,월,E.18-22시,M,C.4O대," 1,261 ",,,
202005,1,휴일,토,E.18-22시,F,A.2O대, 347 ,,,
201905,2,평일,목,D.14-18시,F,A.2O대, 485 ,,,
201905,1,평일,금,C.10-14시,F,D.5O대," 3,172 ",,,
202005,1,평일,금,B.06-10시,F,A.2O대, 4 ,,,
202005,4,평일,화,F.22-02시,F,C.4O대," 5,300 ",,,
202105,1,평일,월,A.02-06시,M,B.3O대, 131 ,,,
202105,2,휴일,일,A.02-06시,M,D.5O대, 41 ,,,
202005,4,평일,월,F.22-02시,M,C.4O대," 3,459 ",,,
201905,3,평일,목,F.22-02시,F,B.3O대, 474 ,,,
202105,1,휴일,토,E.18-22시,F,C.4O대, 670 ,,,
202105,1,휴일,수,F.22-02시,M,D.5O대, 210 ,,,
202005,2,평일,화,D.14-18시,M,D.5O대, 445 ,,,
202105,4,휴일,토,F.22-02시,M,C.4O대," 3,457 ",,,
202105,2,평일,목,C.10-14시,M,E.60대이상, 87 ,,,
202005,2,평일,화,A.02-06시,M,D.5O대, 19 ,,,
202005,1,휴일,금,E.18-22시,F,E.60대이상, 29 ,,,
202105,2,평일,금,C.10-14시,F,B.3O대," 4,240 ",,,
202105,1,평일,금,A.02-06시,F,E.60대이상, 9 ,,,
202005,2,평일,수,A.02-06시,M,D.5O대, 64 ,,,
201905,3,휴일,수,B.06-10시,M,A.2O대, 10 ,,,
201905,1,휴일,수,D.14-18시,F,C.4O대, 72 ,,,
202005,1,휴일,토,F.22-02시,M,D.5O대, 368 ,,,
202005,1,평일,화,E.18-22시,M,B.3O대, 635 ,,,
202005,1,휴일,일,F.22-02시,F,C.4O대," 2,670 ",,,
202005,1,평일,월,D.14-18시,M,E.60대이상, 157 ,,,
202005,1,평일,수,F.22-02시,M,C.4O대, 538 ,,,
202105,1,휴일,토,C.10-14시,F,E.60대이상, 131 ,,,
201905,1,휴일,일,E.18-22시,F,C.4O대," 1,074 ",,,
202105,1,휴일,일,F.22-02시,M,D.5O대," 2,329 ",,,
202005,1,휴일,토,A.02-06시,F,E.60대이상, 6 ,,,
202105,2,평일,수,A.02-06시,M,B.3O대, 59 ,,,
201905,2,휴일,토,D.14-18시,M,B.3O대, 627 ,,,
202105,2,휴일,토,C.10-14시,M,B.3O대," 5,199 ",,,
201905,1,휴일,수,D.14-18시,F,B.3O대, 451 ,,,
201905,2,휴일,일,C.10-14시,F,D.5O대, 93 ,,,
201905,1,평일,수,D.14-18시,M,E.60대이상, 62 ,,,
202105,1,휴일,토,C.10-14시,M,E.60대이상," 1,548 ",,,
202105,1,평일,수,E.18-22시,F,E.60대이상, 122 ,,,
202005,2,평일,화,F.22-02시,M,D.5O대, 302 ,,,
202105,1,평일,화,E.18-22시,F,A.2O대, 126 ,,,
202105,1,평일,목,E.18-22시,M,D.5O대," 1,076 ",,,
202005,1,휴일,금,E.18-22시,F,C.4O대, 398 ,,,
202005,1,평일,월,F.22-02시,F,A.2O대, 16 ,,,
202005,4,휴일,토,C.10-14시,F,E.60대이상, 871 ,,,
202005,2,휴일,일,C.10-14시,M,C.4O대," 4,966 ",,,
202105,1,평일,화,D.14-18시,M,A.2O대, 485 ,,,
202105,1,평일,수,B.06-10시,M,E.60대이상, 27 ,,,
201905,4,평일,화,A.02-06시,F,E.60대이상, 63 ,,,
202005,2,휴일,금,D.14-18시,F,C.4O대, 190 ,,,
202105,1,평일,수,E.18-22시,F,C.4O대, 83 ,,,
202005,1,평일,수,E.18-22시,F,E.60대이상, 37 ,,,
202105,1,평일,금,E.18-22시,F,E.60대이상, 25 ,,,
202105,1,평일,화,D.14-18시,F,D.5O대, 667 ,,,
201905,4,평일,수,A.02-06시,M,A.2O대, 176 ,,,
201905,2,휴일,일,F.22-02시,F,D.5O대, 113 ,,,
201905,1,휴일,일,F.22-02시,M,C.4O대, 369 ,,,
201905,2,평일,화,F.22-02시,M,D.5O대, 239 ,,,
202105,1,평일,월,C.10-14시,F,A.2O대," 4,116 ",,,
202105,1,평일,목,A.02-06시,M,B.3O대, 212 ,,,
202105,1,평일,목,A.02-06시,F,A.2O대, 96 ,,,
202105,2,휴일,수,A.02-06시,F,B.3O대, 71 ,,,
202005,2,평일,목,A.02-06시,M,D.5O대, 255 ,,,
202005,2,평일,월,A.02-06시,F,C.4O대, 424 ,,,
202005,2,휴일,화,A.02-06시,M,B.3O대, 225 ,,,
201905,2,휴일,월,A.02-06시,F,D.5O대, 88 ,,,
202005,1,휴일,토,D.14-18시,F,A.2O대, 264 ,,,
201905,2,평일,수,F.22-02시,M,A.2O대, 190 ,,,
201905,1,평일,목,B.06-10시,M,E.60대이상, 113 ,,,
202105,1,평일,금,D.14-18시,M,D.5O대, 86 ,,,
202005,1,평일,화,D.14-18시,M,E.60대이상, 19 ,,,
202005,3,평일,월,D.14-18시,F,D.5O대, 314 ,,,
202005,1,평일,월,B.06-10시,M,D.5O대, 452 ,,,
201905,1,평일,화,D.14-18시,M,B.3O대, 785 ,,,
201905,2,휴일,수,C.10-14시,F,B.3O대," 1,209 ",,,
202105,1,휴일,토,B.06-10시,M,C.4O대, 127 ,,,
202105,2,휴일,수,A.02-06시,F,D.5O대, 284 ,,,
201905,1,휴일,일,F.22-02시,F,B.3O대, 742 ,,,
202105,2,평일,수,E.18-22시,F,B.3O대," 1,921 ",,,
202005,1,평일,수,F.22-02시,M,E.60대이상, 56 ,,,
202105,2,휴일,수,A.02-06시,F,A.2O대, 554 ,,,
202005,4,평일,화,B.06-10시,M,B.3O대," 1,567 ",,,
202105,1,평일,수,C.10-14시,F,B.3O대," 2,002 ",,,
202105,4,평일,금,A.02-06시,F,C.4O대, 975 ,,,
202105,1,휴일,수,B.06-10시,F,A.2O대, 99 ,,,
202005,2,휴일,금,E.18-22시,M,A.2O대, 116 ,,,
201905,3,평일,금,C.10-14시,F,D.5O대, 183 ,,,
202105,4,평일,금,D.14-18시,F,C.4O대," 8,153 ",,,
202005,1,휴일,토,A.02-06시,F,C.4O대, 28 ,,,
202005,1,평일,화,F.22-02시,F,C.4O대," 1,446 ",,,
202105,3,평일,금,E.18-22시,F,A.2O대, 369 ,,,
202005,1,휴일,화,D.14-18시,F,D.5O대, 19 ,,,
201905,2,평일,목,B.06-10시,M,B.3O대, 344 ,,,
202105,1,휴일,일,A.02-06시,F,A.2O대, 101 ,,,
202005,1,휴일,토,D.14-18시,M,C.4O대, 278 ,,,
202105,1,휴일,일,D.14-18시,M,C.4O대," 2,390 ",,,
201905,2,휴일,일,C.10-14시,F,B.3O대, 298 ,,,
202005,4,휴일,토,B.06-10시,M,B.3O대," 1,274 ",,,
202105,1,평일,목,E.18-22시,F,D.5O대, 120 ,,,
202005,2,평일,월,C.10-14시,F,D.5O대," 1,471 ",,,
202005,1,휴일,화,A.02-06시,F,C.4O대, 54 ,,,
202005,1,휴일,금,E.18-22시,F,B.3O대, 262 ,,,
202105,1,평일,월,A.02-06시,M,A.2O대, 40 ,,,
202105,1,휴일,수,F.22-02시,F,D.5O대, 26 ,,,
201905,1,휴일,월,B.06-10시,M,E.60대이상, 12 ,,,
202105,2,휴일,일,C.10-14시,M,A.2O대, 572 ,,,
202005,1,평일,수,E.18-22시,M,C.4O대, 245 ,,,
202005,1,평일,화,C.10-14시,M,A.2O대, 163 ,,,
202005,2,휴일,토,E.18-22시,M,D.5O대, 433 ,,,
201905,1,휴일,토,E.18-22시,F,C.4O대, 91 ,,,
202005,1,평일,수,A.02-06시,M,A.2O대, 43 ,,,
202005,1,평일,수,E.18-22시,F,E.60대이상, 199 ,,,
202005,2,휴일,금,D.14-18시,F,D.5O대, 207 ,,,
201905,1,휴일,토,D.14-18시,M,C.4O대," 1,833 ",,,
201905,1,평일,금,C.10-14시,M,A.2O대, 157 ,,,
202005,4,휴일,화,D.14-18시,F,A.2O대, 491 ,,,
201905,2,평일,수,D.14-18시,M,B.3O대, 618 ,,,
202105,1,평일,월,F.22-02시,F,A.2O대, 496 ,,,
201905,1,평일,화,B.06-10시,F,C.4O대, 65 ,,,
202005,1,평일,목,C.10-14시,M,E.60대이상, 30 ,,,
202005,2,평일,월,E.18-22시,F,C.4O대," 2,940 ",,,
202105,1,평일,화,D.14-18시,M,D.5O대, 507 ,,,
202105,4,평일,수,F.22-02시,M,A.2O대, 651 ,,,
202005,1,휴일,일,E.18-22시,F,B.3O대," 3,158 ",,,
202005,1,평일,수,D.14-18시,M,D.5O대, 198 ,,,
201905,1,평일,금,F.22-02시,F,A.2O대, 50 ,,,
202005,2,평일,월,F.22-02시,M,C.4O대," 1,101 ",,,
202005,3,휴일,화,A.02-06시,M,D.5O대, 3 ,,,
202105,1,평일,목,B.06-10시,M,E.60대이상, 15 ,,,
201905,1,평일,목,E.18-22시,F,D.5O대, 113 ,,,
202105,1,평일,수,E.18-22시,M,B.3O대," 1,335 ",,,
202005,1,휴일,화,E.18-22시,F,B.3O대, 660 ,,,
202005,2,평일,월,E.18-22시,M,E.60대이상, 75 ,,,
202005,1,휴일,일,F.22-02시,F,C.4O대, 303 ,,,
201905,1,휴일,토,B.06-10시,M,E.60대이상, 63 ,,,
202005,1,평일,수,C.10-14시,M,D.5O대, 339 ,,,
202005,1,평일,목,E.18-22시,F,E.60대이상, 139 ,,,
202005,1,평일,화,D.14-18시,F,A.2O대, 310 ,,,
201905,1,평일,금,F.22-02시,F,E.60대이상, 7 ,,,
201905,1,휴일,토,B.06-10시,M,D.5O대, 54 ,,,
202005,1,평일,금,E.18-22시,F,E.60대이상, 16 ,,,
201905,1,휴일,일,A.02-06시,M,B.3O대, 52 ,,,
202105,1,평일,금,D.14-18시,F,A.2O대, 82 ,,,
202005,1,휴일,일,A.02-06시,M,D.5O대, 266 ,,,
202005,1,휴일,토,C.10-14시,M,D.5O대, 81 ,,,
202005,1,평일,목,C.10-14시,F,B.3O대," 1,965 ",,,
202105,1,평일,수,F.22-02시,F,D.5O대, 57 ,,,
202005,2,휴일,일,F.22-02시,F,C.4O대," 14,251 ",,,
202105,2,평일,월,A.02-06시,M,C.4O대, 113 ,,,
202005,4,평일,월,B.06-10시,F,D.5O대," 1,794 ",,,
201905,1,평일,화,B.06-10시,F,D.5O대, 204 ,,,
201905,1,휴일,일,D.14-18시,F,E.60대이상, 39 ,,,
202005,1,휴일,토,B.06-10시,F,A.2O대, 6 ,,,
202005,1,휴일,금,A.02-06시,M,C.4O대, 69 ,,,
202105,1,평일,화,A.02-06시,F,E.60대이상, 53 ,,,
202105,1,휴일,토,F.22-02시,F,C.4O대," 2,157 ",,,
201905,1,휴일,수,D.14-18시,M,B.3O대, 158 ,,,
202105,2,평일,월,E.18-22시,M,D.5O대, 856 ,,,
201905,1,평일,월,D.14-18시,F,B.3O대, 350 ,,,
202005,2,휴일,일,E.18-22시,F,E.60대이상, 904 ,,,
202005,1,휴일,토,F.22-02시,M,B.3O대, 69 ,,,
202005,3,평일,화,C.10-14시,F,C.4O대, 512 ,,,
201905,1,평일,금,D.14-18시,F,C.4O대, 68 ,,,
202105,1,평일,금,F.22-02시,F,A.2O대, 218 ,,,
201905,1,평일,수,F.22-02시,M,C.4O대, 840 ,,,
202005,1,휴일,일,F.22-02시,M,D.5O대, 521 ,,,
202005,4,휴일,토,E.18-22시,F,D.5O대," 2,892 ",,,
202005,3,평일,금,C.10-14시,F,A.2O대, 496 ,,,
201905,1,평일,월,E.18-22시,M,A.2O대, 566 ,,,
201905,2,평일,화,C.10-14시,F,B.3O대," 11,780 ",,,
202105,1,평일,화,E.18-22시,M,B.3O대, 116 ,,,
201905,2,휴일,수,F.22-02시,F,A.2O대, 87 ,,,
202105,1,평일,수,C.10-14시,M,E.60대이상, 244 ,,,
202005,2,평일,화,F.22-02시,F,E.60대이상, 119 ,,,
202105,1,휴일,수,F.22-02시,M,A.2O대, 71 ,,,
201905,1,평일,화,B.06-10시,F,A.2O대, 334 ,,,
202005,1,평일,월,C.10-14시,M,E.60대이상, 173 ,,,
202005,2,휴일,토,F.22-02시,F,B.3O대," 10,757 ",,,
202005,2,휴일,토,C.10-14시,F,C.4O대, 771 ,,,
202105,3,평일,금,C.10-14시,F,D.5O대, 388 ,,,
201905,4,평일,목,F.22-02시,F,A.2O대," 1,649 ",,,
202105,2,휴일,토,F.22-02시,F,E.60대이상, 206 ,,,
201905,1,휴일,토,B.06-10시,F,D.5O대, 845 ,,,
202005,1,평일,화,D.14-18시,M,E.60대이상, 281 ,,,
201905,3,휴일,토,D.14-18시,M,A.2O대, 39 ,,,
202005,1,평일,목,E.18-22시,F,A.2O대, 331 ,,,
202105,2,휴일,수,B.06-10시,M,E.60대이상, 16 ,,,
