CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대, 건수합계 ,,,
201905,4,평일,목,F.22-02시,M,D.5O대, 794 ,,,
202105,1,휴일,일,D.14-18시,F,A.2O대, 117 ,,,
202005,1,평일,금,F.22-02시,F,A.2O대, 227 ,,,
201905,1,평일,수,F.22-02시,M,C.4O대, 470 ,,,
202005,4,휴일,일,E.18-22시,F,B.3O대," 8,718 ",,,
202105,1,평일,수,B.06-10시,M,C.4O대, 184 ,,,
202005,1,평일,목,C.10-14시,F,C.4O대, 497 ,,,
202005,1,평일,화,E.18-22시,F,B.3O대," 1,064 ",,,
202105,3,평일,목,B.06-10시,F,D.5O대, 231 ,,,
202005,3,휴일,금,E.18-22시,M,E.60대이상, 4 ,,,
202105,1,휴일,일,D.14-18시,F,C.4O대," 2,748 ",,,
202105,4,평일,화,D.14-18시,F,D.5O대," 5,397 ",,,
202105,1,휴일,토,A.02-06시,M,D.5O대, 138 ,,,
202005,2,휴일,일,D.14-18시,M,A.2O대, 337 ,,,
201905,1,평일,금,A.02-06시,M,A.2O대, 108 ,,,
201905,2,평일,수,D.14-18시,M,A.2O대, 194 ,,,
202105,1,평일,목,B.06-10시,M,A.2O대, 121 ,,,
201905,1,평일,목,F.22-02시,F,E.60대이상, 14 ,,,
202105,1,평일,목,F.22-02시,F,D.5O대, 86 ,,,
202105,2,평일,월,C.10-14시,F,D.5O대," 2,133 ",,,
201905,4,휴일,수,C.10-14시,M,D.5O대, 264 ,,,
201905,2,평일,목,C.10-14시,M,E.60대이상, 581 ,,,
202005,1,평일,월,F.22-02시,M,A.2O대, 224 ,,,
201905,1,휴일,토,A.02-06시,M,C.4O대, 40 ,,,
201905,4,평일,월,C.10-14시,F,C.4O대," 4,035 ",,,
201905,1,휴일,일,F.22-02시,M,D.5O대, 250 ,,,
202005,1,휴일,토,E.18-22시,M,C.4O대," 1,076 ",,,
202105,1,휴일,수,D.14-18시,F,B.3O대, 33 ,,,
202105,2,휴일,토,A.02-06시,M,B.3O대, 864 ,,,
202105,3,평일,월,D.14-18시,F,E.60대이상, 147 ,,,
202005,1,평일,목,F.22-02시,F,A.2O대," 1,082 ",,,
202105,1,평일,목,A.02-06시,F,A.2O대, 78 ,,,
202105,1,평일,월,A.02-06시,M,B.3O대, 99 ,,,
201905,1,휴일,일,B.06-10시,M,D.5O대, 65 ,,,
202005,4,평일,월,A.02-06시,F,B.3O대," 1,170 ",,,
202005,1,평일,월,D.14-18시,F,A.2O대, 431 ,,,
202005,1,평일,화,E.18-22시,M,E.60대이상, 20 ,,,
201905,1,평일,월,F.22-02시,M,B.3O대, 766 ,,,
202005,1,평일,목,C.10-14시,F,C.4O대," 11,910 ",,,
202105,1,휴일,일,E.18-22시,F,B.3O대, 719 ,,,
202005,3,평일,월,F.22-02시,M,E.60대이상, 27 ,,,
201905,1,휴일,수,C.10-14시,F,C.4O대, 286 ,,,
202005,2,휴일,일,D.14-18시,M,B.3O대," 6,046 ",,,
202105,4,평일,금,D.14-18시,F,D.5O대," 4,553 ",,,
202005,2,평일,금,F.22-02시,M,E.60대이상, 254 ,,,
202105,1,평일,금,B.06-10시,M,A.2O대, 604 ,,,
201905,4,평일,월,C.10-14시,M,D.5O대," 1,113 ",,,
202005,2,휴일,일,C.10-14시,F,D.5O대, 217 ,,,
202105,1,휴일,수,C.10-14시,F,D.5O대, 86 ,,,
202005,2,평일,금,A.02-06시,F,C.4O대," 1,362 ",,,
202105,1,평일,금,B.06-10시,M,A.2O대, 84 ,,,
202005,1,평일,목,B.06-10시,M,E.60대이상, 643 ,,,
202005,3,평일,수,E.18-22시,F,C.4O대, 581 ,,,
201905,1,휴일,수,C.10-14시,M,D.5O대, 57 ,,,
201905,1,평일,수,F.22-02시,M,E.60대이상, 18 ,,,
202105,3,휴일,일,C.10-14시,M,E.60대이상, 52 ,,,
202105,4,평일,화,A.02-06시,M,B.3O대, 631 ,,,
201905,1,휴일,수,A.02-06시,F,D.5O대, 13 ,,,
201905,1,휴일,일,E.18-22시,M,A.2O대, 197 ,,,
202105,1,휴일,토,C.10-14시,F,E.60대이상, 63 ,,,
201905,1,평일,목,D.14-18시,M,A.2O대, 725 ,,,
202105,1,평일,목,D.14-18시,M,B.3O대, 116 ,,,
202105,1,휴일,일,A.02-06시,M,D.5O대, 106 ,,,
202105,1,평일,수,E.18-22시,F,D.5O대, 307 ,,,
202105,1,휴일,일,E.18-22시,F,C.4O대, 908 ,,,
202105,1,휴일,일,C.10-14시,M,D.5O대, 424 ,,,
201905,1,휴일,일,D.14-18시,M,C.4O대, 331 ,,,
202105,3,평일,화,C.10-14시,F,D.5O대, 393 ,,,
201905,2,휴일,월,A.02-06시,M,C.4O대, 19 ,,,
202005,1,휴일,토,C.10-14시,F,D.5O대, 80 ,,,
202105,1,평일,목,D.14-18시,M,B.3O대, 825 ,,,
202105,1,평일,화,C.10-14시,M,E.60대이상, 140 ,,,
202105,1,휴일,수,F.22-02시,F,C.4O대, 60 ,,,
202005,2,휴일,일,E.18-22시,M,B.3O대," 1,012 ",,,
202005,2,평일,수,A.02-06시,M,A.2O대, 111 ,,,
202105,2,휴일,토,A.02-06시,F,D.5O대, 658 ,,,
202005,1,휴일,금,F.22-02시,M,C.4O대, 236 ,,,
202005,4,평일,수,D.14-18시,M,B.3O대," 4,087 ",,,
202005,2,휴일,토,D.14-18시,M,E.60대이상, 56 ,,,
201905,4,휴일,수,A.02-06시,F,C.4O대, 112 ,,,
201905,1,평일,목,D.14-18시,M,B.3O대, 986 ,,,
202005,1,평일,목,C.10-14시,F,E.60대이상, 61 ,,,
202005,1,평일,화,B.06-10시,F,D.5O대, 30 ,,,
202105,1,평일,금,E.18-22시,M,E.60대이상, 20 ,,,
202005,4,평일,화,B.06-10시,M,C.4O대," 1,662 ",,,
202105,2,평일,목,D.14-18시,M,A.2O대," 2,387 ",,,
202105,3,평일,수,F.22-02시,M,E.60대이상, 20 ,,,
201905,1,평일,금,B.06-10시,M,A.2O대, 82 ,,,
201905,1,평일,목,E.18-22시,F,D.5O대, 503 ,,,
201905,1,평일,월,A.02-06시,F,C.4O대, 398 ,,,
201905,1,평일,수,E.18-22시,F,E.60대이상, 9 ,,,
202005,1,평일,수,A.02-06시,M,B.3O대, 134 ,,,
202005,4,평일,월,B.06-10시,M,B.3O대," 2,141 ",,,
202005,1,평일,수,F.22-02시,M,A.2O대, 449 ,,,
202005,2,휴일,화,A.02-06시,M,C.4O대, 22 ,,,
202105,1,휴일,토,D.14-18시,F,C.4O대, 174 ,,,
202005,2,평일,금,B.06-10시,M,E.60대이상, 283 ,,,
201905,1,평일,월,F.22-02시,M,E.60대이상, 13 ,,,
202005,1,평일,금,E.18-22시,M,E.60대이상, 70 ,,,
201905,2,평일,월,C.10-14시,F,A.2O대, 344 ,,,
202005,2,평일,금,B.06-10시,F,B.3O대," 5,801 ",,,
202005,2,평일,화,C.10-14시,M,B.3O대," 1,292 ",,,
202005,2,평일,월,D.14-18시,M,B.3O대," 5,826 ",,,
201905,2,평일,월,D.14-18시,M,B.3O대," 3,728 ",,,
202005,1,평일,월,F.22-02시,F,C.4O대," 6,764 ",,,
202005,1,평일,수,E.18-22시,M,B.3O대, 667 ,,,
202005,1,휴일,토,B.06-10시,F,A.2O대, 149 ,,,
202105,1,휴일,수,D.14-18시,M,C.4O대, 589 ,,,
202105,1,휴일,일,E.18-22시,M,C.4O대, 928 ,,,
201905,1,평일,금,C.10-14시,F,A.2O대, 745 ,,,
202005,1,휴일,토,C.10-14시,F,D.5O대," 3,337 ",,,
202105,2,평일,화,E.18-22시,M,A.2O대," 2,440 ",,,
201905,1,휴일,수,C.10-14시,M,E.60대이상, 26 ,,,
202105,1,평일,수,C.10-14시,F,A.2O대, 3 ,,,
202005,4,휴일,금,E.18-22시,M,D.5O대, 359 ,,,
202105,1,휴일,수,E.18-22시,F,E.60대이상, 97 ,,,
202105,1,평일,월,A.02-06시,F,D.5O대, 31 ,,,
201905,4,휴일,수,E.18-22시,F,A.2O대, 381 ,,,
202005,1,평일,목,F.22-02시,M,D.5O대, 88 ,,,
201905,1,평일,화,D.14-18시,M,E.60대이상, 101 ,,,
202105,1,평일,수,B.06-10시,M,A.2O대, 71 ,,,
202005,1,평일,금,B.06-10시,F,D.5O대, 30 ,,,
201905,2,휴일,일,B.06-10시,F,B.3O대, 151 ,,,
201905,1,평일,화,F.22-02시,F,E.60대이상, 386 ,,,
202005,3,휴일,금,D.14-18시,M,E.60대이상, 12 ,,,
202105,1,평일,월,D.14-18시,F,D.5O대, 394 ,,,
201905,1,휴일,일,F.22-02시,M,D.5O대, 757 ,,,
201905,2,평일,수,E.18-22시,F,B.3O대, 472 ,,,
202105,1,평일,목,D.14-18시,M,A.2O대, 135 ,,,
202005,1,평일,수,B.06-10시,F,E.60대이상, 51 ,,,
202105,3,휴일,수,A.02-06시,M,C.4O대, 10 ,,,
201905,3,평일,수,E.18-22시,M,D.5O대, 75 ,,,
202105,1,평일,금,B.06-10시,M,B.3O대," 1,335 ",,,
201905,2,휴일,수,D.14-18시,M,E.60대이상, 104 ,,,
202005,1,휴일,금,B.06-10시,M,A.2O대, 87 ,,,
202105,1,평일,화,F.22-02시,F,B.3O대, 542 ,,,
202005,4,휴일,금,B.06-10시,F,C.4O대, 902 ,,,
202005,1,평일,월,B.06-10시,M,E.60대이상, 17 ,,,
202005,3,휴일,화,E.18-22시,M,A.2O대, 28 ,,,
202105,1,평일,목,A.02-06시,M,D.5O대, 103 ,,,
201905,2,평일,목,E.18-22시,F,C.4O대," 8,362 ",,,
202005,4,평일,월,E.18-22시,F,C.4O대," 8,715 ",,,
201905,2,휴일,토,E.18-22시,M,D.5O대, 217 ,,,
201905,1,휴일,월,D.14-18시,M,B.3O대, 337 ,,,
202105,1,휴일,일,A.02-06시,F,C.4O대, 342 ,,,
202005,1,휴일,화,E.18-22시,M,B.3O대, 141 ,,,
201905,1,평일,목,F.22-02시,M,C.4O대, 864 ,,,
202005,4,휴일,금,E.18-22시,M,C.4O대, 744 ,,,
202105,1,평일,금,E.18-22시,F,A.2O대, 335 ,,,
201905,1,평일,월,F.22-02시,M,A.2O대, 227 ,,,
201905,1,휴일,수,D.14-18시,M,B.3O대, 184 ,,,
201905,1,휴일,수,B.06-10시,M,C.4O대, 125 ,,,
202005,1,휴일,일,A.02-06시,M,C.4O대, 146 ,,,
202105,4,휴일,토,E.18-22시,M,D.5O대," 2,579 ",,,
201905,3,평일,금,A.02-06시,M,D.5O대, 13 ,,,
202105,2,휴일,일,E.18-22시,F,C.4O대," 17,797 ",,,
202005,2,평일,월,E.18-22시,M,D.5O대, 236 ,,,
202005,2,휴일,토,D.14-18시,F,C.4O대," 10,765 ",,,
202005,1,평일,목,C.10-14시,M,D.5O대, 582 ,,,
202105,3,평일,목,C.10-14시,M,D.5O대, 210 ,,,
201905,1,휴일,수,C.10-14시,F,B.3O대, 368 ,,,
202005,1,휴일,화,A.02-06시,M,B.3O대, 25 ,,,
202105,1,평일,화,E.18-22시,M,D.5O대," 2,716 ",,,
202005,2,평일,월,A.02-06시,M,B.3O대, 994 ,,,
201905,1,휴일,토,E.18-22시,F,D.5O대, 25 ,,,
202105,1,휴일,수,F.22-02시,F,B.3O대, 704 ,,,
201905,1,평일,수,F.22-02시,F,E.60대이상, 31 ,,,
202005,1,평일,수,F.22-02시,M,D.5O대, 158 ,,,
202005,1,휴일,일,A.02-06시,M,D.5O대, 61 ,,,
202105,2,휴일,토,E.18-22시,F,A.2O대, 385 ,,,
201905,1,평일,월,F.22-02시,M,A.2O대, 603 ,,,
202105,2,평일,화,F.22-02시,M,D.5O대, 462 ,,,
201905,1,휴일,월,C.10-14시,F,D.5O대, 479 ,,,
201905,1,휴일,일,D.14-18시,M,B.3O대, 383 ,,,
202005,1,평일,목,D.14-18시,F,B.3O대," 2,692 ",,,
202005,1,휴일,금,F.22-02시,M,E.60대이상, 7 ,,,
201905,1,휴일,토,C.10-14시,F,A.2O대, 417 ,,,
202105,1,휴일,일,F.22-02시,F,A.2O대, 779 ,,,
201905,2,평일,월,E.18-22시,F,D.5O대, 554 ,,,
201905,1,평일,화,C.10-14시,M,D.5O대, 647 ,,,
201905,1,휴일,수,E.18-22시,F,B.3O대," 1,004 ",,,
202105,2,휴일,토,D.14-18시,F,C.4O대," 12,313 ",,,
201905,1,평일,목,B.06-10시,M,A.2O대, 119 ,,,
201905,1,휴일,일,E.18-22시,F,C.4O대," 3,688 ",,,
202005,2,평일,금,F.22-02시,F,A.2O대," 1,863 ",,,
202005,3,평일,월,A.02-06시,F,D.5O대, 33 ,,,
202105,1,평일,화,A.02-06시,M,A.2O대, 78 ,,,
202005,4,휴일,일,C.10-14시,M,A.2O대, 900 ,,,
202005,2,휴일,토,F.22-02시,F,D.5O대, 753 ,,,
202105,4,휴일,수,E.18-22시,F,E.60대이상, 726 ,,,
202005,1,휴일,금,D.14-18시,M,E.60대이상, 22 ,,,
201905,1,평일,화,A.02-06시,M,E.60대이상, 6 ,,,
202005,1,평일,수,C.10-14시,M,D.5O대," 2,044 ",,,
202005,1,평일,금,D.14-18시,F,B.3O대," 2,075 ",,,
202105,1,평일,금,F.22-02시,M,D.5O대, 357 ,,,
202105,4,평일,금,D.14-18시,F,E.60대이상," 1,553 ",,,
202005,1,휴일,화,C.10-14시,M,C.4O대, 317 ,,,
202105,2,평일,목,D.14-18시,M,E.60대이상, 833 ,,,
202005,2,휴일,화,F.22-02시,F,C.4O대, 249 ,,,
202005,2,평일,금,B.06-10시,F,D.5O대, 601 ,,,
202105,1,휴일,토,E.18-22시,M,C.4O대," 2,907 ",,,
201905,2,평일,월,D.14-18시,M,E.60대이상, 122 ,,,
202105,1,평일,화,A.02-06시,M,B.3O대, 104 ,,,
202105,1,평일,금,F.22-02시,F,E.60대이상, 16 ,,,
202105,2,휴일,수,F.22-02시,F,B.3O대, 396 ,,,
202005,2,휴일,일,D.14-18시,M,D.5O대, 242 ,,,
202005,2,평일,수,F.22-02시,F,A.2O대, 550 ,,,
201905,1,평일,금,F.22-02시,M,C.4O대, 317 ,,,
202105,1,평일,화,F.22-02시,F,A.2O대," 1,095 ",,,
201905,1,평일,금,A.02-06시,M,E.60대이상, 7 ,,,
202105,2,평일,목,D.14-18시,M,B.3O대," 1,151 ",,,
201905,1,휴일,일,C.10-14시,F,E.60대이상, 19 ,,,
202105,4,휴일,수,B.06-10시,F,A.2O대, 351 ,,,
202105,1,평일,수,C.10-14시,M,C.4O대," 3,575 ",,,
201905,2,평일,월,E.18-22시,F,E.60대이상, 15 ,,,
202005,1,휴일,일,F.22-02시,F,B.3O대," 8,831 ",,,
202005,1,휴일,금,D.14-18시,F,A.2O대, 156 ,,,
202005,2,평일,화,C.10-14시,F,C.4O대," 2,634 ",,,
202005,2,평일,수,C.10-14시,M,D.5O대, 242 ,,,
202105,1,평일,수,B.06-10시,F,A.2O대, 755 ,,,
201905,1,휴일,일,F.22-02시,F,C.4O대, 123 ,,,
202105,4,평일,월,A.02-06시,M,A.2O대, 319 ,,,
202105,1,평일,금,D.14-18시,M,C.4O대," 1,681 ",,,
202005,2,평일,수,D.14-18시,M,B.3O대," 1,233 ",,,
202105,4,평일,월,B.06-10시,F,C.4O대," 7,232 ",,,
201905,1,휴일,월,C.10-14시,M,A.2O대, 181 ,,,
202005,1,평일,목,D.14-18시,F,A.2O대, 316 ,,,
202005,2,평일,화,E.18-22시,M,A.2O대, 251 ,,,
202005,1,평일,월,F.22-02시,M,A.2O대, 114 ,,,
201905,2,평일,화,E.18-22시,F,C.4O대," 7,429 ",,,
202005,1,평일,목,D.14-18시,F,C.4O대," 1,714 ",,,
202105,2,휴일,수,D.14-18시,M,D.5O대," 1,320 ",,,
202105,1,휴일,토,F.22-02시,F,B.3O대, 63 ,,,
201905,1,평일,화,F.22-02시,M,B.3O대," 1,455 ",,,
201905,1,평일,금,F.22-02시,F,A.2O대, 429 ,,,
202005,4,평일,목,F.22-02시,F,B.3O대," 7,054 ",,,
202005,1,평일,화,C.10-14시,F,B.3O대," 2,171 ",,,
202005,2,평일,화,E.18-22시,M,B.3O대," 3,795 ",,,
202105,1,휴일,일,B.06-10시,F,E.60대이상, 55 ,,,
202005,1,휴일,일,F.22-02시,M,B.3O대, 761 ,,,
202005,2,평일,화,C.10-14시,F,A.2O대," 5,706 ",,,
202105,1,평일,월,D.14-18시,F,C.4O대," 1,285 ",,,
201905,2,평일,월,E.18-22시,F,C.4O대," 5,715 ",,,
201905,1,휴일,토,B.06-10시,F,D.5O대, 92 ,,,
202105,2,휴일,일,E.18-22시,M,D.5O대," 3,876 ",,,
201905,1,휴일,수,F.22-02시,F,A.2O대, 109 ,,,
202005,4,휴일,금,E.18-22시,M,B.3O대, 645 ,,,
201905,2,평일,목,B.06-10시,F,C.4O대," 1,498 ",,,
202005,2,평일,목,C.10-14시,F,B.3O대, 936 ,,,
202005,1,평일,화,E.18-22시,M,A.2O대, 98 ,,,
202105,1,평일,목,D.14-18시,M,A.2O대, 195 ,,,
201905,1,휴일,수,B.06-10시,M,D.5O대, 78 ,,,
201905,1,휴일,일,A.02-06시,M,A.2O대, 70 ,,,
202105,3,평일,수,E.18-22시,F,C.4O대, 343 ,,,
202005,2,평일,수,A.02-06시,M,A.2O대, 80 ,,,
201905,1,휴일,일,B.06-10시,M,E.60대이상, 71 ,,,
202105,1,평일,목,A.02-06시,M,A.2O대, 30 ,,,
202105,3,평일,금,A.02-06시,M,B.3O대, 61 ,,,
202005,1,평일,화,D.14-18시,M,D.5O대, 487 ,,,
202005,1,휴일,화,D.14-18시,F,B.3O대, 323 ,,,
202105,1,휴일,수,F.22-02시,F,D.5O대, 463 ,,,
201905,3,평일,월,C.10-14시,M,A.2O대, 73 ,,,
202105,1,평일,목,F.22-02시,M,D.5O대, 654 ,,,
202005,1,휴일,화,A.02-06시,F,E.60대이상, 3 ,,,
202105,2,평일,화,F.22-02시,F,D.5O대," 3,674 ",,,
202105,1,평일,월,A.02-06시,M,D.5O대, 15 ,,,
201905,2,평일,수,B.06-10시,F,B.3O대," 1,770 ",,,
201905,1,평일,금,F.22-02시,F,D.5O대, 339 ,,,
202105,1,휴일,수,B.06-10시,M,D.5O대, 74 ,,,
202005,1,평일,월,C.10-14시,F,D.5O대, 90 ,,,
201905,2,평일,화,C.10-14시,M,D.5O대, 423 ,,,
201905,2,평일,화,B.06-10시,F,A.2O대, 828 ,,,
202105,1,휴일,수,B.06-10시,M,E.60대이상, 28 ,,,
202005,2,휴일,금,B.06-10시,F,C.4O대, 91 ,,,
202005,1,휴일,토,B.06-10시,F,B.3O대," 1,153 ",,,
202005,1,평일,금,C.10-14시,M,E.60대이상, 37 ,,,
202005,4,휴일,토,F.22-02시,M,B.3O대," 2,340 ",,,
202105,2,평일,월,E.18-22시,M,A.2O대, 343 ,,,
201905,1,휴일,수,F.22-02시,M,D.5O대, 87 ,,,
201905,1,평일,화,A.02-06시,F,D.5O대, 8 ,,,
202105,1,평일,수,A.02-06시,M,C.4O대, 54 ,,,
202105,2,평일,목,D.14-18시,M,C.4O대," 5,292 ",,,
202105,1,평일,화,D.14-18시,F,E.60대이상, 424 ,,,
201905,4,평일,금,C.10-14시,M,A.2O대," 1,017 ",,,
202105,1,휴일,수,E.18-22시,M,A.2O대, 84 ,,,
202005,1,휴일,일,F.22-02시,F,B.3O대," 1,724 ",,,
202005,1,평일,수,E.18-22시,M,B.3O대, 839 ,,,
201905,1,휴일,토,B.06-10시,F,D.5O대, 28 ,,,
202105,1,평일,수,F.22-02시,F,E.60대이상, 17 ,,,
202005,2,휴일,토,E.18-22시,M,E.60대이상, 152 ,,,
202005,1,평일,금,C.10-14시,F,A.2O대," 2,263 ",,,
201905,1,휴일,일,E.18-22시,F,D.5O대, 92 ,,,
202105,1,평일,화,F.22-02시,M,A.2O대, 157 ,,,
202105,4,평일,금,C.10-14시,F,D.5O대," 4,942 ",,,
201905,1,평일,화,A.02-06시,F,A.2O대, 86 ,,,
201905,1,휴일,월,A.02-06시,M,C.4O대, 29 ,,,
202005,1,평일,목,F.22-02시,M,B.3O대, 647 ,,,
202005,1,평일,목,A.02-06시,F,D.5O대, 73 ,,,
202005,1,평일,수,B.06-10시,F,D.5O대, 93 ,,,
202105,1,휴일,토,A.02-06시,M,A.2O대, 263 ,,,
202005,4,휴일,일,D.14-18시,F,A.2O대," 2,003 ",,,
202005,2,휴일,일,F.22-02시,M,B.3O대, 916 ,,,
202005,4,휴일,금,F.22-02시,F,A.2O대, 415 ,,,
202005,1,평일,목,B.06-10시,M,C.4O대, 934 ,,,
202005,1,휴일,금,E.18-22시,M,C.4O대, 145 ,,,
202105,1,휴일,수,C.10-14시,M,B.3O대," 1,899 ",,,
201905,1,휴일,토,C.10-14시,M,C.4O대," 2,067 ",,,
202005,2,평일,화,E.18-22시,F,D.5O대," 2,696 ",,,
202105,3,평일,수,B.06-10시,M,C.4O대, 116 ,,,
201905,1,휴일,수,B.06-10시,F,D.5O대, 298 ,,,
202005,1,평일,목,F.22-02시,F,A.2O대, 193 ,,,
202005,2,휴일,화,A.02-06시,F,A.2O대, 371 ,,,
201905,1,평일,금,D.14-18시,M,D.5O대, 209 ,,,
201905,1,평일,월,D.14-18시,F,B.3O대," 1,808 ",,,
201905,3,휴일,수,E.18-22시,F,E.60대이상, 3 ,,,
201905,1,휴일,일,B.06-10시,M,A.2O대, 47 ,,,
201905,1,휴일,월,E.18-22시,M,E.60대이상, 36 ,,,
202105,1,평일,목,E.18-22시,M,E.60대이상, 143 ,,,
201905,1,휴일,토,B.06-10시,M,D.5O대, 36 ,,,
202105,3,평일,월,D.14-18시,M,B.3O대, 494 ,,,
202005,1,평일,목,C.10-14시,M,A.2O대, 250 ,,,
202105,1,평일,화,F.22-02시,M,E.60대이상, 31 ,,,
202005,1,휴일,토,B.06-10시,F,C.4O대, 111 ,,,
201905,1,휴일,수,D.14-18시,M,D.5O대, 144 ,,,
202005,1,평일,화,A.02-06시,F,E.60대이상, 17 ,,,
202105,2,휴일,토,A.02-06시,M,A.2O대, 100 ,,,
202005,1,평일,금,F.22-02시,M,E.60대이상, 43 ,,,
202005,2,평일,월,E.18-22시,F,E.60대이상, 45 ,,,
201905,2,평일,수,C.10-14시,M,C.4O대, 510 ,,,
201905,3,휴일,토,D.14-18시,M,C.4O대, 93 ,,,
202105,1,평일,화,F.22-02시,F,E.60대이상, 16 ,,,
202005,3,휴일,화,E.18-22시,F,E.60대이상, 15 ,,,
201905,1,평일,월,D.14-18시,F,E.60대이상, 158 ,,,
202005,1,휴일,화,F.22-02시,M,B.3O대," 1,064 ",,,
201905,1,평일,월,A.02-06시,M,B.3O대, 151 ,,,
202005,1,휴일,토,A.02-06시,F,C.4O대, 122 ,,,
202105,3,평일,수,E.18-22시,M,C.4O대, 184 ,,,
201905,2,휴일,토,D.14-18시,F,C.4O대, 327 ,,,
202005,3,평일,수,F.22-02시,M,A.2O대, 117 ,,,
202105,1,평일,금,B.06-10시,M,C.4O대, 763 ,,,
202105,1,휴일,일,F.22-02시,M,E.60대이상, 23 ,,,
202005,3,평일,목,B.06-10시,M,C.4O대, 177 ,,,
202005,1,평일,금,F.22-02시,M,A.2O대, 296 ,,,
202105,1,평일,수,B.06-10시,F,E.60대이상, 9 ,,,
201905,1,평일,목,A.02-06시,F,B.3O대, 809 ,,,
202105,4,평일,화,E.18-22시,F,D.5O대," 5,590 ",,,
201905,4,휴일,수,F.22-02시,F,A.2O대, 389 ,,,
201905,1,평일,금,B.06-10시,F,E.60대이상, 15 ,,,
202005,2,평일,목,E.18-22시,M,E.60대이상, 513 ,,,
202005,4,평일,금,C.10-14시,M,E.60대이상, 918 ,,,
202105,1,휴일,토,B.06-10시,M,A.2O대, 58 ,,,
201905,1,평일,수,B.06-10시,F,D.5O대, 32 ,,,
201905,3,평일,금,F.22-02시,M,C.4O대, 124 ,,,
201905,1,휴일,토,D.14-18시,F,D.5O대, 253 ,,,
201905,2,평일,금,B.06-10시,F,B.3O대," 5,373 ",,,
202005,1,휴일,일,B.06-10시,F,D.5O대, 50 ,,,
201905,1,평일,월,E.18-22시,M,D.5O대, 242 ,,,
202105,1,평일,목,B.06-10시,M,D.5O대, 111 ,,,
201905,1,휴일,수,B.06-10시,M,E.60대이상, 14 ,,,
202005,1,휴일,금,C.10-14시,M,A.2O대, 20 ,,,
201905,1,휴일,수,C.10-14시,M,B.3O대, 14 ,,,
202005,1,평일,금,E.18-22시,M,D.5O대, 62 ,,,
202005,2,휴일,일,B.06-10시,F,C.4O대," 1,448 ",,,
202005,2,평일,목,F.22-02시,F,D.5O대, 194 ,,,
201905,1,휴일,월,C.10-14시,M,E.60대이상, 37 ,,,
202005,1,평일,수,E.18-22시,F,D.5O대, 673 ,,,
202005,1,휴일,금,B.06-10시,M,C.4O대, 185 ,,,
202105,1,평일,수,B.06-10시,M,D.5O대, 138 ,,,
202005,3,휴일,금,C.10-14시,F,D.5O대, 65 ,,,
202005,3,평일,수,A.02-06시,M,E.60대이상, 4 ,,,
202105,2,평일,월,D.14-18시,F,E.60대이상," 1,613 ",,,
202105,1,휴일,수,B.06-10시,F,A.2O대, 69 ,,,
202105,2,평일,목,F.22-02시,F,A.2O대," 7,022 ",,,
201905,1,휴일,토,A.02-06시,F,E.60대이상, 13 ,,,
201905,1,평일,월,E.18-22시,M,E.60대이상, 325 ,,,
202005,2,평일,금,C.10-14시,M,C.4O대, 713 ,,,
201905,1,평일,금,F.22-02시,F,B.3O대," 1,091 ",,,
202005,2,평일,화,C.10-14시,M,C.4O대," 3,895 ",,,
202005,1,평일,금,D.14-18시,M,B.3O대," 4,278 ",,,
201905,1,휴일,월,D.14-18시,F,D.5O대, 16 ,,,
202105,1,평일,목,A.02-06시,F,C.4O대, 134 ,,,
201905,1,평일,목,D.14-18시,M,A.2O대, 12 ,,,
202005,1,휴일,일,B.06-10시,M,C.4O대, 599 ,,,
201905,3,평일,금,E.18-22시,F,C.4O대, 316 ,,,
202105,1,평일,목,B.06-10시,M,B.3O대, 40 ,,,
202005,1,휴일,화,E.18-22시,F,E.60대이상, 39 ,,,
202005,3,휴일,금,E.18-22시,F,D.5O대, 51 ,,,
202005,2,휴일,일,B.06-10시,M,C.4O대, 536 ,,,
202005,1,휴일,일,B.06-10시,F,E.60대이상, 77 ,,,
202005,2,휴일,금,C.10-14시,F,C.4O대, 173 ,,,
201905,1,휴일,월,F.22-02시,F,D.5O대, 9 ,,,
202005,2,휴일,화,F.22-02시,M,A.2O대, 143 ,,,
202005,1,평일,월,A.02-06시,F,E.60대이상, 6 ,,,
201905,1,휴일,수,E.18-22시,M,D.5O대, 114 ,,,
201905,1,휴일,월,F.22-02시,M,E.60대이상, 4 ,,,
201905,1,평일,화,E.18-22시,M,B.3O대," 1,041 ",,,
202005,1,평일,목,D.14-18시,F,B.3O대," 1,551 ",,,
201905,1,평일,목,A.02-06시,F,A.2O대, 16 ,,,
201905,1,평일,목,A.02-06시,F,E.60대이상, 4 ,,,
201905,2,평일,월,E.18-22시,M,A.2O대, 178 ,,,
202105,1,평일,월,F.22-02시,M,C.4O대, 776 ,,,
202105,1,평일,수,F.22-02시,F,D.5O대, 260 ,,,
202005,1,휴일,화,E.18-22시,M,E.60대이상, 6 ,,,
202105,2,휴일,일,D.14-18시,F,B.3O대," 13,435 ",,,
201905,2,휴일,토,B.06-10시,F,A.2O대, 69 ,,,
202005,1,휴일,일,A.02-06시,F,C.4O대, 10 ,,,
202005,2,평일,목,B.06-10시,F,C.4O대, 483 ,,,
202005,1,휴일,화,C.10-14시,M,B.3O대, 155 ,,,
202005,1,평일,월,C.10-14시,M,C.4O대," 2,227 ",,,
201905,1,평일,목,A.02-06시,M,E.60대이상, 14 ,,,
