2021-07-02,33536.88
2021-07-03,33856.86
2021-07-04,34688.98
2021-07-05,35309.3
2021-07-06,33747.97
2021-07-07,34211.01
2021-07-08,33839.04
2021-07-09,32877.41
2021-07-10,33818.52
2021-07-11,33515.57
2021-07-12,34227.64
2021-07-13,33158.25
2021-07-14,32686.56
2021-07-15,32814.61
2021-07-16,31738.59
2021-07-17,31421.25
2021-07-18,31520.66
2021-07-19,31783.49
2021-07-20,30815.94
2021-07-21,29790.24
2021-07-22,32118.06
2021-07-23,32297.89
2021-07-24,33581.63
2021-07-25,34279.34
2021-07-26,35365.2
2021-07-27,37318.14
2021-07-28,39405.95
2021-07-29,40002.53
2021-07-30,40005.93
2021-07-31,42214.15
2021-08-01,41659.06
2021-08-02,40000.46
2021-08-03,39193.94
2021-08-04,38138
2021-08-05,39750.14
2021-08-06,40882
2021-08-07,42825.95
2021-08-08,44634.13
2021-08-09,43816.14
2021-08-10,46333.46
2021-08-11,45608.37
2021-08-12,45611.46
2021-08-13,44417.78
2021-08-14,47833.98
2021-08-15,47112.19
2021-08-16,47056.41
2021-08-17,45982.55
2021-08-18,44648.57
2021-08-19,44777.86
2021-08-20,46734.65
2021-08-21,49327.75
2021-08-22,48932.02
2021-08-23,49335.68
2021-08-24,49523.5
2021-08-25,47744.58
2021-08-26,48972.09
2021-08-27,46962.8
2021-08-28,49056.86
2021-08-29,48897.65
2021-08-30,48806.78
2021-08-31,47074.77
2021-09-01,47155.87
2021-09-02,48862.76
2021-09-03,49329.01
2021-09-04,50035.33
2021-09-05,49947.38
2021-09-06,51769.06
2021-09-07,52677.4
2021-09-08,46809.17
2021-09-09,46078.38
2021-09-10,46368.69
2021-09-11,44847.48
2021-09-12,45144.79
2021-09-13,46059.12
2021-09-14,44968.76
2021-09-15,47072.12
2021-09-16,48167.85
2021-09-17,47785.26
2021-09-18,47263.6
2021-09-19,48259.45
2021-09-20,47249.38
2021-09-21,42901.56
2021-09-22,40619.27
2021-09-23,43604.76
2021-09-24,44888.96
2021-09-25,42815.56
2021-09-26,42742.01
2021-09-27,43182.63
2021-09-28,42238.2
2021-09-29,41011.16
2021-09-30,41522.38
2021-10-01,43757.81
2021-10-02,48140.11
2021-10-03,47727.1
2021-10-04,48205.72
2021-10-05,49143.95
2021-10-06,51505.83
2021-10-07,55343.76
2021-10-08,53801.1
2021-10-09,53867.3
2021-10-10,55122.59
2021-10-11,54625.74
2021-10-12,57452.01
2021-10-13,56242.94
2021-10-14,57406.69
2021-10-15,57397.74
2021-10-16,61641.17
2021-10-17,60948.78
2021-10-18,61546.21
2021-10-19,61971.59
2021-10-20,64287.64
2021-10-21,66063.56
2021-10-22,62354.86
2021-10-23,60697.06
2021-10-24,61277.28
2021-10-25,60884.18
2021-10-26,63070.54
2021-10-27,60345.17
2021-10-28,58538.49
2021-10-29,60587.09
2021-10-30,62249.18
2021-10-31,61731.29
2021-11-01,61373.44
2021-11-02,61029.5
2021-11-03,63241.11
2021-11-04,62954.86
2021-11-05,61441.83
2021-11-06,61072.32
2021-11-07,61516.31
2021-11-08,63293.22
2021-11-09,67562.17
2021-11-10,66954.11
2021-11-11,64976.73
2021-11-12,64838.81
2021-11-13,64254.67
2021-11-14,64420.94
2021-11-15,65468.75
2021-11-16,63584.25
2021-11-17,60172.26
2021-11-18,60381.35
2021-11-19,56921.34
2021-11-20,58133.02
2021-11-21,59777.98
2021-11-22,58755.9
2021-11-23,56301.52
2021-11-24,57578.22
2021-11-25,57187.54
2021-11-26,58935.45
2021-11-27,53588.21
2021-11-28,54801.15
2021-11-29,57292.28
2021-11-30,57828.45
2021-12-01,57025.79
2021-12-02,57229.76
2021-12-03,56508.48
2021-12-04,53713.84
2021-12-05,49253.86
2021-12-06,49380.43
2021-12-07,50564.63
2021-12-08,50645.41
2021-12-09,50511.12
