,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
1992,2020.0,38100,1,0,0,8.0,0.0,200000.0,25000.0,4.0,1.0,38.0,7.0,2.0,"2,6",1,"4,11","1,3",,1.0,,,,1.0,,,,,,,,,,,38100,,,,,,,,,,,1,,,4,11,,,,,,,,,,,,,,,
1993,2020.0,38370,1,0,0,4.0,0.0,360000.0,90000.0,4.0,1.0,47.0,7.0,2.0,"1,3","6,5,2",10,3,1.0,,1.0,,,,,,,,,,,,,,38370,,,,,,,,,,,6,5,2,10,,,,,,,,,,,,,,,,
1994,2020.0,"36020,36020",2,0,0,6.0,0.0,385002.0,64167.0,4.0,1.0,62.0,7.0,2.0,"1,2,3,6",1,1,"1,3",1.0,1.0,1.0,,,1.0,,,,,,,,,,,36020,36020,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
1995,2020.0,38100,1,0,0,2.0,0.0,74000.0,37000.0,4.0,1.0,18.0,8.0,2.0,"1,2,6","5,6","4,8,14",3,1.0,1.0,,,,1.0,,,,,,,,,,,38100,,,,,,,,,,,5,6,,4,8,14,,,,,,,,,,,,,,
1996,2020.0,"39020,39020",2,1,3,2.0,0.0,730000.0,375000.0,5.0,1.0,26.0,11.0,2.0,"2,5","10,3,6","2,3,1",3,,1.0,,,1.0,,,,,,,,,,,,39020,39020,,,,,,,,,,10,3,6,2,3,1,3.0,,,,,,,,,,,,,
1997,2020.0,38090,1,0,0,3.0,0.0,150003.0,50001.0,5.0,2.0,27.0,11.0,2.0,"1,2,6",1,"1,3,5",3,1.0,1.0,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,1,3,5,,,,,,,,,,,,,,
1998,2020.0,38070,1,0,0,2.0,0.0,60000.0,30000.0,4.0,1.0,28.0,12.0,2.0,"1,2,4",1,"4,5,2",3,1.0,1.0,,1.0,,,,,,,,,,,,,38070,,,,,,,,,,,1,,,4,5,2,,,,,,,,,,,,,,
1999,2020.0,38090,1,1,1,3.0,1.0,420003.0,140001.0,5.0,1.0,46.0,12.0,2.0,"1,2,6",1,"2,1,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,2,1,8,1.0,,,,,,,,,,,,,
2000,2020.0,37010,1,0,0,3.0,0.0,145002.0,48334.0,4.0,1.0,24.0,1.0,2.0,"1,2,6",1,"1,14,4",3,1.0,1.0,,,,1.0,,,,,,,,,,,37010,,,,,,,,,,,1,,,1,14,4,,,,,,,,,,,,,,
2001,2020.0,38070,1,0,0,3.0,0.0,70002.0,23334.0,4.0,2.0,88.0,1.0,2.0,"1,2,4",1,"8,4,2",1,1.0,1.0,,1.0,,,,,,,,,,,,,38070,,,,,,,,,,,1,,,8,4,2,,,,,,,,,,,,,,
2002,2020.0,"39020,39020,39020,39020",4,3,"3,3,3",4.0,2.0,2040000.0,525000.0,4.0,1.0,41.0,2.0,2.0,"1,2,6","3,7","2,14,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,39020,39020,39020,39020,,,,,,,,3,7,,2,14,5,3.0,3.0,3.0,,,,,,,,,,,
2003,2020.0,38090,1,1,2,2.0,0.0,270000.0,120000.0,4.0,1.0,31.0,2.0,2.0,"1,2,6","1,4","14,4,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,4,,14,4,8,2.0,,,,,,,,,,,,,
2004,2020.0,35010,1,0,0,4.0,0.0,190000.0,47500.0,4.0,2.0,48.0,2.0,2.0,"1,2,4",1,"8,1,14",3,1.0,1.0,,1.0,,,,,,,,,,,,,35010,,,,,,,,,,,1,,,8,1,14,,,,,,,,,,,,,,
2005,2020.0,37020,1,0,0,4.0,0.0,310000.0,77500.0,4.0,1.0,21.0,2.0,2.0,"1,4,6",1,"2,1,4",3,1.0,,,1.0,,1.0,,,,,,,,,,,37020,,,,,,,,,,,1,,,2,1,4,,,,,,,,,,,,,,
2006,2020.0,38090,1,0,0,4.0,0.0,185000.0,46250.0,4.0,2.0,54.0,10.0,2.0,"1,2,6",1,"8,1,4",3,1.0,1.0,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,8,1,4,,,,,,,,,,,,,,
2007,2020.0,38050,1,0,0,2.0,0.0,130000.0,65000.0,5.0,1.0,38.0,11.0,2.0,"1,2,6",1,"8,2,5",3,1.0,1.0,,,,1.0,,,,,,,,,,,38050,,,,,,,,,,,1,,,8,2,5,,,,,,,,,,,,,,
2008,2020.0,38330,1,0,0,2.0,0.0,98000.0,49000.0,5.0,2.0,28.0,11.0,2.0,"1,2",1,"4,14,2",1,1.0,1.0,,,,,,,,,,,,,,,38330,,,,,,,,,,,1,,,4,14,2,,,,,,,,,,,,,,
2009,2020.0,38110,1,0,0,4.0,2.0,100000.0,25000.0,4.0,2.0,37.0,11.0,2.0,"1,2,6",1,"1,2,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,38110,,,,,,,,,,,1,,,1,2,5,,,,,,,,,,,,,,
2010,2020.0,38100,1,0,0,4.0,0.0,104000.0,28500.0,5.0,1.0,45.0,12.0,2.0,"1,4,6",1,"5,3,9",1,1.0,,,1.0,,1.0,,,,,,,,,,,38100,,,,,,,,,,,1,,,5,3,9,,,,,,,,,,,,,,
2011,2020.0,38110,1,0,0,2.0,0.0,114000.0,57000.0,4.0,1.0,62.0,12.0,2.0,"2,6",1,"14,2,1",1,,1.0,,,,1.0,,,,,,,,,,,38110,,,,,,,,,,,1,,,14,2,1,,,,,,,,,,,,,,
2012,2020.0,38070,1,0,0,3.0,1.0,100003.0,35001.0,4.0,2.0,36.0,12.0,2.0,"6,9",1,"11,2,10",1,,,,,,1.0,,,1.0,,,,,,,,38070,,,,,,,,,,,1,,,11,2,10,,,,,,,,,,,,,,
2013,2020.0,33380,1,0,0,2.0,0.0,170000.0,85000.0,4.0,1.0,34.0,1.0,2.0,"1,2,6",1,"1,11,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,33380,,,,,,,,,,,1,,,1,11,2,,,,,,,,,,,,,,
2014,2020.0,37020,1,0,0,4.0,0.0,130000.0,32500.0,4.0,2.0,29.0,2.0,2.0,"1,4,6",1,"1,4",3,1.0,,,1.0,,1.0,,,,,,,,,,,37020,,,,,,,,,,,1,,,1,4,,,,,,,,,,,,,,,
2015,2020.0,38030,1,0,0,2.0,0.0,105000.0,52500.0,4.0,1.0,28.0,2.0,2.0,"1,4,6",1,"2,4,8",3,1.0,,,1.0,,1.0,,,,,,,,,,,38030,,,,,,,,,,,1,,,2,4,8,,,,,,,,,,,,,,
2016,2020.0,38050,1,0,0,4.0,2.0,115000.0,28750.0,4.0,2.0,34.0,2.0,2.0,"2,4,6",1,"2,9,8",1,,1.0,,1.0,,1.0,,,,,,,,,,,38050,,,,,,,,,,,1,,,2,9,8,,,,,,,,,,,,,,
2017,2020.0,37400,1,0,0,2.0,0.0,150000.0,75000.0,3.0,1.0,33.0,3.0,2.0,"1,4,6",1,"8,5,14",4,1.0,,,1.0,,1.0,,,,,,,,,,,37400,,,,,,,,,,,1,,,8,5,14,,,,,,,,,,,,,,
2018,2020.0,36360,1,0,0,4.0,0.0,221000.0,55250.0,4.0,2.0,57.0,3.0,2.0,"2,6,12",1,"14,10,1",3,,1.0,,,,1.0,,,,,,1.0,,,,,36360,,,,,,,,,,,1,,,14,10,1,,,,,,,,,,,,,,
2019,2020.0,38310,1,0,0,4.0,0.0,280000.0,70000.0,4.0,2.0,22.0,3.0,2.0,"1,2,6",1,"11,2,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,38310,,,,,,,,,,,1,,,11,2,8,,,,,,,,,,,,,,
2020,2020.0,38090,1,0,0,2.0,0.0,115000.0,39500.0,4.0,1.0,70.0,3.0,2.0,"1,2,6",1,"8,4,2",4,1.0,1.0,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,8,4,2,,,,,,,,,,,,,,
2021,2020.0,38100,1,0,0,4.0,0.0,160000.0,40000.0,4.0,1.0,25.0,5.0,2.0,"1,2,6",1,"1,4,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,38100,,,,,,,,,,,1,,,1,4,8,,,,,,,,,,,,,,
2022,2020.0,38030,1,0,0,1.0,,130000.0,32500.0,4.0,2.0,73.0,5.0,2.0,"1,2,6",1,"8,2,4",,1.0,1.0,,,,1.0,,,,,,,,,,,38030,,,,,,,,,,,1,,,8,2,4,,,,,,,,,,,,,,
2023,2020.0,38080,1,0,0,2.0,0.0,95000.0,47500.0,4.0,2.0,58.0,6.0,2.0,"1,2,4",1,"8,14",3,1.0,1.0,,1.0,,,,,,,,,,,,,38080,,,,,,,,,,,1,,,8,14,,,,,,,,,,,,,,,
2024,2020.0,"39010,39010,39010,39010",4,1,1,2.0,0.0,235000.0,235000.0,3.0,2.0,34.0,6.0,2.0,"1,6","8,3,2","1,2,5",3,1.0,,,,,1.0,,,,,,,,,,,39010,39010,39010,39010,,,,,,,,8,3,2,1,2,5,1.0,,,,,,,,,,,,,
2025,2020.0,"38100,38100",2,0,0,2.0,0.0,90000.0,45000.0,3.0,1.0,25.0,4.0,2.0,"2,15",1,4,3,,1.0,,,,,,,,,,,,1.0,,,38100,38100,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,
2026,2020.0,38090,1,1,4,3.0,1.0,315003.0,105001.0,4.0,2.0,32.0,4.0,2.0,"1,6",1,"4,3",1,1.0,,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,4,3,,4.0,,,,,,,,,,,,,
2027,2020.0,"39010,39010,39010,39010,39010,39020,39020",7,2,"4,4",4.0,1.0,1390000.0,347500.0,3.0,2.0,43.0,4.0,2.0,"1,5,6","3,1,8","12,8,10",1,1.0,,,,1.0,1.0,,,,,,,,,,,39010,39010,39010,39010,39010,39020,39020,,,,,3,1,8,12,8,10,4.0,4.0,,,,,,,,,,,,
2028,2020.0,31070,1,0,0,2.0,0.0,145000.0,62000.0,4.0,1.0,58.0,7.0,2.0,"1,2,6",1,"2,8,14",3,1.0,1.0,,,,1.0,,,,,,,,,,,31070,,,,,,,,,,,1,,,2,8,14,,,,,,,,,,,,,,
2029,2020.0,37020,1,0,0,3.0,1.0,140000.0,44000.0,4.0,2.0,33.0,7.0,2.0,"2,4,6",1,"8,2,1",1,,1.0,,1.0,,1.0,,,,,,,,,,,37020,,,,,,,,,,,1,,,8,2,1,,,,,,,,,,,,,,
2030,2020.0,26310,1,0,0,1.0,,102000.0,34000.0,4.0,1.0,45.0,7.0,2.0,"1,6",1,"1,14",,1.0,,,,,1.0,,,,,,,,,,,26310,,,,,,,,,,,1,,,1,14,,,,,,,,,,,,,,,
2031,2020.0,35010,1,0,0,4.0,0.0,189999.0,45357.0,4.0,2.0,29.0,7.0,2.0,"1,2,6",1,"1,14,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,35010,,,,,,,,,,,1,,,1,14,2,,,,,,,,,,,,,,
2032,2020.0,38070,1,0,0,2.0,0.0,65000.0,32500.0,3.0,1.0,21.0,7.0,2.0,"1,6",1,"8,2,4",3,1.0,,,,,1.0,,,,,,,,,,,38070,,,,,,,,,,,1,,,8,2,4,,,,,,,,,,,,,,
2033,2020.0,38090,1,0,0,2.0,0.0,170000.0,85000.0,5.0,1.0,37.0,5.0,2.0,"1,2,6",1,"8,2,11",3,1.0,1.0,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,8,2,11,,,,,,,,,,,,,,
2034,2020.0,"38050,38050",2,1,12,4.0,0.0,135000.0,33750.0,5.0,2.0,50.0,5.0,2.0,1,1,"1,11",1,1.0,,,,,,,,,,,,,,,,38050,38050,,,,,,,,,,1,,,1,11,,12.0,,,,,,,,,,,,,
2035,2020.0,"38350,38350,26020",3,"1,0",3,3.0,0.0,445000.0,155000.0,5.0,1.0,54.0,5.0,2.0,"1,2,6",1,"11,9",3,1.0,1.0,,,,1.0,,,,,,,,,,,38350,38350,26020,,,,,,,,,1,,,11,9,,3.0,0.0,,,,,,,,,,,,
2036,2020.0,38090,1,0,0,2.0,0.0,105000.0,52500.0,4.0,2.0,36.0,8.0,2.0,"1,2,6",1,"1,9,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,1,9,8,,,,,,,,,,,,,,
2037,2020.0,38030,1,0,0,2.0,0.0,90000.0,45000.0,4.0,2.0,27.0,7.0,2.0,"1,2,6",1,"8,4,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,38030,,,,,,,,,,,1,,,8,4,1,,,,,,,,,,,,,,
2038,2020.0,38110,1,0,0,4.0,0.0,155000.0,38750.0,3.0,1.0,77.0,7.0,2.0,"1,2,6",1,"8,4,14",1,1.0,1.0,,,,1.0,,,,,,,,,,,38110,,,,,,,,,,,1,,,8,4,14,,,,,,,,,,,,,,
2039,2020.0,37010,1,0,0,4.0,0.0,155000.0,38750.0,4.0,1.0,53.0,7.0,2.0,"1,2,6",1,"4,1,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,37010,,,,,,,,,,,1,,,4,1,8,,,,,,,,,,,,,,
2040,2020.0,38050,1,0,0,2.0,0.0,150000.0,75000.0,4.0,1.0,22.0,7.0,2.0,"1,2,6",1,"14,4,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,38050,,,,,,,,,,,1,,,14,4,8,,,,,,,,,,,,,,
2041,2020.0,38340,1,0,0,4.0,0.0,195000.0,48750.0,4.0,2.0,56.0,7.0,2.0,"1,2,6",1,"4,2,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,38340,,,,,,,,,,,1,,,4,2,8,,,,,,,,,,,,,,
2042,2020.0,38350,1,0,0,4.0,0.0,150000.0,37500.0,4.0,1.0,35.0,7.0,2.0,"1,2,6",1,"8,4,14",4,1.0,1.0,,,,1.0,,,,,,,,,,,38350,,,,,,,,,,,1,,,8,4,14,,,,,,,,,,,,,,
2043,2020.0,35010,1,0,0,4.0,2.0,175000.0,46250.0,4.0,2.0,46.0,7.0,2.0,"1,2,6",1,"2,14,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,35010,,,,,,,,,,,1,,,2,14,8,,,,,,,,,,,,,,
2044,2020.0,36020,1,0,0,2.0,0.0,124000.0,62000.0,5.0,2.0,31.0,11.0,2.0,"1,6,9",1,"1,9,4",3,1.0,,,,,1.0,,,1.0,,,,,,,,36020,,,,,,,,,,,1,,,1,9,4,,,,,,,,,,,,,,
2045,2020.0,38350,1,0,0,2.0,0.0,152000.0,76000.0,4.0,1.0,37.0,11.0,2.0,"1,5,6",1,"5,4,1",3,1.0,,,,1.0,1.0,,,,,,,,,,,38350,,,,,,,,,,,1,,,5,4,1,,,,,,,,,,,,,,
2046,2020.0,"38080,38080",2,1,12,3.0,0.0,193002.0,64334.0,5.0,2.0,66.0,12.0,2.0,"1,2,4,6",1,"4,2,6",1,1.0,1.0,,1.0,,1.0,,,,,,,,,,,38080,38080,,,,,,,,,,1,,,4,2,6,12.0,,,,,,,,,,,,,
2047,2020.0,38050,1,0,0,3.0,0.0,199998.0,66666.0,5.0,1.0,63.0,12.0,2.0,"3,6",1,"14,10,11",3,,,1.0,,,1.0,,,,,,,,,,,38050,,,,,,,,,,,1,,,14,10,11,,,,,,,,,,,,,,
2048,2020.0,38400,1,0,0,4.0,2.0,219000.0,54750.0,4.0,1.0,47.0,12.0,2.0,"2,6,9",1,"2,1,13",1,,1.0,,,,1.0,,,1.0,,,,,,,,38400,,,,,,,,,,,1,,,2,1,13,,,,,,,,,,,,,,
2049,2020.0,"38100,37030",2,"0,2",12,3.0,1.0,234999.0,78333.0,5.0,2.0,35.0,1.0,2.0,"1,5,6",1,"2,1",1,1.0,,,,1.0,1.0,,,,,,,,,,,38100,37030,,,,,,,,,,1,,,2,1,,0.0,12.0,12.0,,,,,,,,,,,
2050,2020.0,"38100,38030",2,"1,2","3,12",4.0,0.0,280000.0,70000.0,4.0,1.0,25.0,1.0,2.0,5,1,2,3,,,,,1.0,,,,,,,,,,,,38100,38030,,,,,,,,,,1,,,2,,,3.0,3.0,3.0,,,,,,,,,,,
2051,2020.0,38370,1,0,0,2.0,0.0,130000.0,65000.0,4.0,1.0,32.0,2.0,2.0,"1,2,6",1,"14,2,8",4,1.0,1.0,,,,1.0,,,,,,,,,,,38370,,,,,,,,,,,1,,,14,2,8,,,,,,,,,,,,,,
2052,2020.0,32060,1,1,14,4.0,0.0,520000.0,130000.0,4.0,2.0,28.0,2.0,2.0,"2,6,12",1,"10,12,14",3,,1.0,,,,1.0,,,,,,1.0,,,,,32060,,,,,,,,,,,1,,,10,12,14,14.0,,,,,,,,,,,,,
2053,2020.0,38100,1,0,0,4.0,0.0,125000.0,31250.0,4.0,1.0,53.0,2.0,2.0,"1,2,6",1,"4,8,9",1,1.0,1.0,,,,1.0,,,,,,,,,,,38100,,,,,,,,,,,1,,,4,8,9,,,,,,,,,,,,,,
2054,2020.0,37020,1,0,0,2.0,0.0,150000.0,75000.0,4.0,2.0,38.0,4.0,2.0,"1,4,6",1,"4,1,2",1,1.0,,,1.0,,1.0,,,,,,,,,,,37020,,,,,,,,,,,1,,,4,1,2,,,,,,,,,,,,,,
2055,2020.0,"39010,39020,39010",3,2,"3,3",4.0,0.0,1090000.0,272500.0,5.0,2.0,42.0,8.0,2.0,"1,2,4,6,15,16","4,8,3","3,2,4",1,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,39010,39020,39010,,,,,,,,,4,8,3,3,2,4,3.0,3.0,,,,,,,,,,,,
2056,2020.0,37420,1,0,0,4.0,1.0,165000.0,41250.0,3.0,2.0,17.0,8.0,2.0,"1,2,6",1,"4,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,37420,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
2057,2020.0,38370,1,0,0,3.0,1.0,145002.0,48334.0,4.0,1.0,43.0,8.0,2.0,"1,6",1,"11,1",1,1.0,,,,,1.0,,,,,,,,,,,38370,,,,,,,,,,,1,,,11,1,,,,,,,,,,,,,,,
2058,2020.0,38090,1,0,0,2.0,0.0,150000.0,75000.0,4.0,2.0,32.0,8.0,2.0,"1,6,16",1,1,3,1.0,,,,,1.0,,,,,,,,,1.0,,38090,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
2059,2020.0,38380,1,1,3,8.0,0.0,690000.0,86250.0,4.0,2.0,56.0,8.0,2.0,6,1,"1,3,2","1,3",,,,,,1.0,,,,,,,,,,,38380,,,,,,,,,,,1,,,1,3,2,3.0,,,,,,,,,,,,,
2060,2020.0,26310,1,0,0,3.0,0.0,105000.0,35000.0,4.0,1.0,67.0,8.0,2.0,"6,11",1,"3,4,14",1,,,,,,1.0,,,,,1.0,,,,,,26310,,,,,,,,,,,1,,,3,4,14,,,,,,,,,,,,,,
2061,2020.0,38320,1,0,0,2.0,0.0,103000.0,51500.0,4.0,2.0,33.0,5.0,2.0,"1,6",1,"1,2",3,1.0,,,,,1.0,,,,,,,,,,,38320,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,
2062,2020.0,38080,1,0,0,2.0,0.0,49000.0,24500.0,4.0,1.0,24.0,5.0,2.0,"1,6",1,"5,4,1",3,1.0,,,,,1.0,,,,,,,,,,,38080,,,,,,,,,,,1,,,5,4,1,,,,,,,,,,,,,,
2063,2020.0,26030,1,0,0,4.0,0.0,99000.0,24750.0,4.0,2.0,53.0,5.0,2.0,1,1,"8,1,5",5,1.0,,,,,,,,,,,,,,,,26030,,,,,,,,,,,1,,,8,1,5,,,,,,,,,,,,,,
2064,2020.0,38100,1,0,0,1.0,,55000.0,55000.0,4.0,1.0,58.0,9.0,2.0,"1,6",1,"3,5",,1.0,,,,,1.0,,,,,,,,,,,38100,,,,,,,,,,,1,,,3,5,,,,,,,,,,,,,,,
2065,2020.0,26010,1,1,12,2.0,0.0,150000.0,75000.0,4.0,2.0,62.0,9.0,2.0,"1,6",1,"5,15",1,1.0,,,,,1.0,,,,,,,,,,,26010,,,,,,,,,,,1,,,5,15,,12.0,,,,,,,,,,,,,
2066,2020.0,37020,1,0,0,2.0,0.0,116000.0,58000.0,4.0,1.0,30.0,7.0,2.0,"1,2,4",1,"9,5,2",3,1.0,1.0,,1.0,,,,,,,,,,,,,37020,,,,,,,,,,,1,,,9,5,2,,,,,,,,,,,,,,
2067,2020.0,38050,1,0,0,4.0,0.0,206000.0,58000.0,4.0,1.0,57.0,7.0,2.0,"1,6,16",1,"2,9,8",1,1.0,,,,,1.0,,,,,,,,,1.0,,38050,,,,,,,,,,,1,,,2,9,8,,,,,,,,,,,,,,
2068,2020.0,38090,1,0,0,2.0,0.0,150000.0,105000.0,4.0,1.0,32.0,10.0,2.0,"1,6",1,"11,5",3,1.0,,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,11,5,,,,,,,,,,,,,,,
2069,2020.0,38030,1,0,0,4.0,2.0,150001.0,116667.0,4.0,2.0,46.0,10.0,2.0,"1,6",1,"11,5",1,1.0,,,,,1.0,,,,,,,,,,,38030,,,,,,,,,,,1,,,11,5,,,,,,,,,,,,,,,
2070,2020.0,38030,1,0,0,2.0,0.0,150000.0,100000.0,4.0,1.0,28.0,10.0,2.0,"1,6",1,"5,3",3,1.0,,,,,1.0,,,,,,,,,,,38030,,,,,,,,,,,1,,,5,3,,,,,,,,,,,,,,,
2071,2020.0,26030,1,0,0,3.0,0.0,223002.0,74334.0,4.0,2.0,44.0,12.0,2.0,"1,6",1,"12,11",3,1.0,,,,,1.0,,,,,,,,,,,26030,,,,,,,,,,,1,,,12,11,,,,,,,,,,,,,,,
2072,2020.0,38330,1,0,0,4.0,0.0,240000.0,60000.0,4.0,2.0,46.0,8.0,2.0,"1,6,16",1,"3,5",1,1.0,,,,,1.0,,,,,,,,,1.0,,38330,,,,,,,,,,,1,,,3,5,,,,,,,,,,,,,,,
2073,2020.0,"33380,33380",2,1,12,3.0,1.0,210000.0,70000.0,4.0,2.0,37.0,8.0,2.0,"1,6",1,13,1,1.0,,,,,1.0,,,,,,,,,,,33380,33380,,,,,,,,,,1,,,13,,,12.0,,,,,,,,,,,,,
2074,2020.0,"38100,38100",2,0,0,2.0,0.0,96000.0,48000.0,4.0,2.0,26.0,2.0,2.0,"1,3",6,"4,3",3,1.0,,1.0,,,,,,,,,,,,,,38100,38100,,,,,,,,,,6,,,4,3,,,,,,,,,,,,,,,
2075,2020.0,"38350,38350",2,0,0,2.0,0.0,200000.0,100000.0,4.0,2.0,33.0,2.0,2.0,"1,2",1,"11,14",3,1.0,1.0,,,,,,,,,,,,,,,38350,38350,,,,,,,,,,1,,,11,14,,,,,,,,,,,,,,,
2076,2020.0,37360,1,0,0,2.0,0.0,100000.0,100000.0,4.0,1.0,56.0,10.0,2.0,"1,6",1,11,1,1.0,,,,,1.0,,,,,,,,,,,37360,,,,,,,,,,,1,,,11,,,,,,,,,,,,,,,,
2077,2020.0,35050,1,0,0,4.0,0.0,250000.0,160000.0,4.0,2.0,55.0,10.0,2.0,"1,6",1,"2,5,3",1,1.0,,,,,1.0,,,,,,,,,,,35050,,,,,,,,,,,1,,,2,5,3,,,,,,,,,,,,,,
2078,2020.0,38070,1,0,0,2.0,0.0,398000.0,199000.0,4.0,1.0,27.0,11.0,2.0,"2,5,8",1,"9,7,8",1,,1.0,,,1.0,,,1.0,,,,,,,,,38070,,,,,,,,,,,1,,,9,7,8,,,,,,,,,,,,,,
2079,2020.0,"26030,26030,26010",3,1,2,2.0,0.0,260000.0,130000.0,4.0,2.0,27.0,3.0,2.0,"2,6",1,"5,3,4",3,,1.0,,,,1.0,,,,,,,,,,,26030,26030,26010,,,,,,,,,1,,,5,3,4,2.0,,,,,,,,,,,,,
2080,2020.0,"37020,37010",2,2,4,4.0,2.0,523000.0,130750.0,5.0,1.0,36.0,1.0,2.0,"1,2,6,16",1,"2,9,1",1,1.0,1.0,,,,1.0,,,,,,,,,1.0,,37020,37010,,,,,,,,,,1,,,2,9,1,4.0,4.0,,,,,,,,,,,,
2081,2020.0,38090,1,0,0,2.0,0.0,187000.0,93500.0,4.0,2.0,22.0,2.0,2.0,"1,2",1,"4,2,5",3,1.0,1.0,,,,,,,,,,,,,,,38090,,,,,,,,,,,1,,,4,2,5,,,,,,,,,,,,,,
2082,2020.0,38090,1,0,0,3.0,0.0,54999.0,18333.0,4.0,1.0,32.0,3.0,2.0,3,1,"14,4",3,,,1.0,,,,,,,,,,,,,,38090,,,,,,,,,,,1,,,14,4,,,,,,,,,,,,,,,
2083,2020.0,"35010,35010",2,1,2,2.0,0.0,363000.0,181500.0,4.0,2.0,38.0,4.0,2.0,"2,16",1,"1,11",4,,1.0,,,,,,,,,,,,,1.0,,35010,35010,,,,,,,,,,1,,,1,11,,2.0,,,,,,,,,,,,,
2084,2020.0,38090,1,0,0,5.0,0.0,270000.0,54000.0,4.0,1.0,24.0,4.0,2.0,"1,6",8,"1,12,14",3,1.0,,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,8,,,1,12,14,,,,,,,,,,,,,,
2085,2020.0,38090,1,0,0,2.0,0.0,135000.0,67500.0,4.0,2.0,24.0,4.0,2.0,"6,16",1,"1,14,2",3,,,,,,1.0,,,,,,,,,1.0,,38090,,,,,,,,,,,1,,,1,14,2,,,,,,,,,,,,,,
2086,2020.0,"38390,38390",2,1,6,2.0,0.0,160000.0,80000.0,4.0,1.0,33.0,4.0,2.0,"1,6",1,"14,11",3,1.0,,,,,1.0,,,,,,,,,,,38390,38390,,,,,,,,,,1,,,14,11,,6.0,,,,,,,,,,,,,
2087,2020.0,38100,1,2,3,3.0,1.0,189999.0,63333.0,4.0,2.0,38.0,4.0,2.0,"1,6",1,3,1,1.0,,,,,1.0,,,,,,,,,,,38100,,,,,,,,,,,1,,,3,,,3.0,3.0,,,,,,,,,,,,
2088,2020.0,37420,1,0,0,4.0,0.0,175000.0,43750.0,4.0,2.0,62.0,4.0,2.0,"1,2",1,"14,1,3","1,2",1.0,1.0,,,,,,,,,,,,,,,37420,,,,,,,,,,,1,,,14,1,3,,,,,,,,,,,,,,
2089,2020.0,37020,1,0,0,3.0,0.0,150003.0,50001.0,5.0,2.0,22.0,5.0,2.0,"1,2,15",1,"1,4,3",3,1.0,1.0,,,,,,,,,,,,1.0,,,37020,,,,,,,,,,,1,,,1,4,3,,,,,,,,,,,,,,
2090,2020.0,36020,1,0,0,4.0,0.0,340000.0,85000.0,4.0,1.0,24.0,5.0,2.0,"1,2,16",8,"11,14,1",3,1.0,1.0,,,,,,,,,,,,,1.0,,36020,,,,,,,,,,,8,,,11,14,1,,,,,,,,,,,,,,
2091,2020.0,"38050,38050",2,1,12,4.0,2.0,300000.0,125000.0,3.0,2.0,35.0,6.0,2.0,"1,2,6",1,"8,2,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,38050,38050,,,,,,,,,,1,,,8,2,1,12.0,,,,,,,,,,,,,
2092,2020.0,"32070,32070",2,1,3,4.0,0.0,500000.0,125000.0,4.0,2.0,65.0,7.0,2.0,6,1,"5,8,2",3,,,,,,1.0,,,,,,,,,,,32070,32070,,,,,,,,,,1,,,5,8,2,3.0,,,,,,,,,,,,,
