,CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대, 건수합계 ,Unnamed: 8,Unnamed: 9,Unnamed: 10
10284,202105,0,1,2,3,1,3,481,,,
10285,202005,0,0,0,1,0,3,58,,,
10286,202005,0,0,2,5,1,3,217,,,
10287,202005,1,1,5,3,0,4,34,,,
10288,202005,2,0,2,3,1,1,344,,,
10289,202005,1,1,6,2,1,1,276,,,
10290,201905,1,0,3,0,0,4,13,,,
10291,202005,0,1,5,5,1,2,423,,,
10292,202005,0,0,2,2,1,4,44,,,
10293,202105,1,0,6,3,1,0,240,,,
10294,202005,1,1,0,3,0,3,927,,,
10295,201905,0,1,2,2,1,1,251,,,
10296,201905,0,1,3,3,1,2,257,,,
10297,202005,0,0,2,1,0,1,119,,,
10298,202005,0,1,4,4,1,4,127,,,
10299,201905,0,0,3,4,1,1,422,,,
10300,202105,0,1,4,0,0,1,1238,,,
10301,201905,0,1,2,3,1,4,3,,,
10302,202105,0,1,4,4,0,1,2306,,,
10303,201905,0,0,6,4,0,4,9,,,
10304,201905,2,0,2,4,1,0,81,,,
10305,202005,0,1,6,2,1,3,55,,,
10306,202005,0,1,6,2,1,1,151,,,
10307,202105,0,0,6,2,0,2,666,,,
10308,201905,0,1,2,5,0,3,353,,,
10309,201905,0,1,4,3,0,2,665,,,
10310,202005,0,0,1,4,0,2,6392,,,
10311,201905,2,1,4,2,1,0,43,,,
10312,201905,0,1,3,4,0,3,31,,,
10313,202105,1,0,6,5,0,4,706,,,
10314,201905,0,1,4,5,1,4,13,,,
10315,202105,1,1,4,1,1,1,244,,,
10316,202005,1,0,1,4,1,3,165,,,
10317,202005,0,1,4,5,0,3,153,,,
10318,202105,0,0,3,1,1,0,956,,,
10319,202105,1,0,2,0,1,4,9,,,
10320,201905,0,0,3,2,0,0,3,,,
10321,202005,3,1,5,4,0,0,1854,,,
10322,201905,1,1,2,3,1,2,996,,,
10323,202105,3,1,5,5,0,3,3458,,,
10324,202105,0,0,1,3,1,2,327,,,
10325,202105,1,0,2,4,0,2,1549,,,
10326,202005,0,0,2,4,0,2,223,,,
10327,201905,3,0,0,5,1,3,562,,,
10328,202105,0,0,2,2,0,2,4932,,,
10329,202105,0,0,1,5,1,0,191,,,
10330,201905,0,0,1,2,0,2,1175,,,
10331,201905,1,1,5,5,0,4,20,,,
10332,201905,0,0,6,5,1,3,808,,,
10333,202005,0,0,6,0,0,4,4,,,
10334,202105,1,0,1,1,0,1,447,,,
10335,202005,0,1,6,5,1,4,95,,,
10336,202005,0,1,6,5,1,2,295,,,
10337,202005,0,1,6,2,1,0,39,,,
10338,202005,1,0,0,4,1,1,3770,,,
10339,202005,3,0,3,5,1,3,1277,,,
10340,202005,2,0,6,4,1,2,221,,,
10341,202105,0,1,5,2,1,1,634,,,
10342,202105,0,0,3,0,1,1,147,,,
10343,202105,0,0,2,0,0,2,153,,,
10344,202105,0,0,1,0,1,4,42,,,
10345,202005,1,1,6,2,1,2,255,,,
10346,202005,1,1,6,3,0,2,2754,,,
10347,201905,0,1,2,1,1,2,63,,,
10348,202005,0,0,0,2,1,1,965,,,
10349,202005,0,1,0,4,0,1,47,,,
10350,201905,0,0,2,0,1,4,4,,,
10351,201905,0,0,0,3,1,0,823,,,
10352,201905,0,0,1,5,0,0,568,,,
10353,202105,2,1,2,4,0,1,392,,,
10354,202005,0,0,0,4,0,0,245,,,
10355,201905,0,0,3,0,1,0,23,,,
10356,201905,0,1,5,3,1,1,514,,,
10357,201905,0,1,3,5,0,1,235,,,
10358,202005,0,1,4,4,1,1,2726,,,
10359,202105,3,1,5,2,0,0,1942,,,
10360,202105,1,1,2,1,1,4,69,,,
10361,202105,0,0,2,2,1,1,530,,,
10362,201905,0,0,6,5,0,0,678,,,
10363,201905,0,1,5,3,0,4,27,,,
10364,201905,1,1,5,2,0,0,1041,,,
10365,202105,1,1,4,1,1,4,36,,,
10366,202005,0,1,5,0,0,3,112,,,
10367,202005,0,0,2,1,0,0,51,,,
10368,202005,1,0,3,3,0,2,3189,,,
10369,202105,0,0,1,2,0,4,428,,,
10370,202005,2,1,4,5,0,4,48,,,
10371,202005,1,0,1,1,1,0,109,,,
10372,202005,0,1,0,3,0,2,516,,,
10373,201905,0,1,4,4,1,1,67,,,
10374,201905,0,0,6,1,1,4,364,,,
10375,202105,2,1,5,5,0,2,559,,,
10376,201905,0,0,0,2,1,1,1004,,,
10377,202005,0,1,6,0,1,2,11,,,
10378,202005,0,0,3,1,0,3,29,,,
10379,202005,0,0,3,5,0,1,1282,,,
10380,201905,0,0,1,5,0,4,81,,,
10381,202105,0,0,6,4,1,1,786,,,
10382,201905,1,0,3,4,0,3,78,,,
10383,202005,0,0,0,4,0,2,5093,,,
10384,202105,0,0,2,1,1,2,84,,,
10385,202105,0,1,2,2,0,2,1045,,,
10386,201905,0,1,3,4,0,1,468,,,
10387,201905,1,0,0,4,0,3,121,,,
10388,202105,1,0,1,1,1,2,865,,,
10389,201905,0,1,4,5,0,4,7,,,
10390,202005,0,0,0,2,0,3,114,,,
10391,202105,2,0,6,2,0,0,567,,,
10392,202105,0,1,2,0,0,0,3,,,
10393,201905,1,1,4,2,1,0,1231,,,
10394,202005,1,1,0,0,1,4,17,,,
10395,202105,1,0,6,3,1,1,5330,,,
10396,202105,0,1,2,4,0,3,66,,,
10397,202105,0,1,2,0,0,2,119,,,
10398,202105,2,1,2,2,1,1,140,,,
10399,202105,1,0,1,2,0,0,7915,,,
10400,202005,2,0,2,2,0,3,313,,,
10401,202005,0,0,0,4,1,3,615,,,
10402,202105,0,1,4,0,0,4,8,,,
10403,202005,0,1,6,4,0,4,7,,,
10404,202105,0,0,1,0,1,1,124,,,
10405,201905,1,1,2,0,0,1,356,,,
10406,202105,1,0,0,2,1,3,278,,,
10407,202105,3,1,5,5,1,3,1618,,,
10408,201905,0,0,3,3,0,2,1058,,,
10409,202105,0,0,3,5,0,1,10153,,,
10410,202105,0,1,4,4,0,3,5222,,,
10411,201905,0,0,1,5,1,2,430,,,
10412,202005,0,0,1,1,1,0,7,,,
10413,201905,0,1,4,3,0,4,14,,,
10414,202105,0,0,2,3,0,3,69,,,
10415,201905,1,1,2,0,1,3,38,,,
10416,202005,0,1,5,2,0,0,888,,,
10417,202105,0,1,4,4,1,4,30,,,
10418,202005,0,0,6,3,1,2,1003,,,
10419,202105,0,0,3,1,1,4,1352,,,
10420,201905,0,0,0,1,0,0,64,,,
10421,202005,1,0,2,5,1,2,655,,,
10422,202105,0,1,5,1,0,1,224,,,
10423,202105,1,0,6,1,0,3,894,,,
10424,202105,0,0,6,5,0,3,498,,,
10425,202005,0,0,6,4,1,2,995,,,
10426,202105,0,0,1,0,1,4,162,,,
10427,202105,0,0,6,5,1,2,2365,,,
10428,202005,2,1,6,1,0,1,49,,,
10429,201905,0,0,6,5,0,2,1004,,,
10430,202005,1,1,6,3,0,4,68,,,
10431,201905,0,0,3,4,0,1,992,,,
10432,202005,0,1,6,5,0,2,1806,,,
10433,202005,0,1,4,2,0,1,1368,,,
10434,201905,3,1,4,4,1,0,715,,,
10435,202005,0,0,1,2,1,3,1023,,,
10436,201905,0,1,5,3,1,3,322,,,
10437,201905,0,1,3,3,0,1,27,,,
10438,202005,1,0,2,1,0,0,238,,,
10439,202105,3,0,6,5,1,4,639,,,
10440,202105,1,1,5,0,0,4,5,,,
10441,201905,0,1,5,4,1,0,170,,,
10442,202005,1,0,2,4,0,2,10408,,,
10443,201905,0,1,3,0,0,2,4,,,
10444,202105,1,1,2,5,1,0,1102,,,
10445,202105,0,0,3,0,1,0,40,,,
10446,201905,1,1,3,2,1,1,71,,,
10447,202005,1,0,6,2,1,1,659,,,
10448,201905,0,1,3,3,0,4,202,,,
10449,202105,0,0,0,2,0,1,8718,,,
10450,201905,0,0,1,1,0,3,74,,,
10451,202105,0,1,4,4,0,4,426,,,
10452,201905,0,1,2,5,0,4,3,,,
10453,202105,0,0,2,2,1,1,535,,,
10454,202005,0,1,0,1,1,3,101,,,
10455,202005,2,0,2,0,0,3,32,,,
10456,202105,1,0,6,1,0,2,6210,,,
10457,202105,0,0,0,4,1,0,916,,,
10458,201905,1,1,4,0,1,4,5,,,
10459,202105,0,0,0,4,0,2,2317,,,
10460,202105,0,1,2,0,0,3,11,,,
10461,202105,1,0,1,3,1,3,265,,,
10462,202105,1,0,1,1,1,0,1175,,,
10463,201905,1,0,2,4,0,2,442,,,
10464,202005,0,1,4,0,0,0,494,,,
10465,202105,1,0,2,0,0,0,32,,,
10466,201905,0,1,3,4,1,2,111,,,
10467,202105,1,0,1,2,0,2,1032,,,
10468,202105,2,0,3,2,0,2,1205,,,
10469,202105,0,0,3,0,0,3,17,,,
10470,202005,0,1,5,1,1,4,55,,,
10471,201905,1,0,0,1,1,1,270,,,
10472,202005,0,1,5,3,0,0,1865,,,
10473,201905,0,1,3,4,0,2,468,,,
10474,201905,0,0,2,1,1,0,452,,,
10475,202005,0,0,2,4,1,2,4835,,,
10476,202105,2,0,6,4,1,3,207,,,
10477,202105,2,0,6,4,1,2,298,,,
10478,202105,0,1,4,4,1,1,2132,,,
10479,201905,0,1,2,4,1,2,284,,,
10480,202105,1,1,2,2,0,4,467,,,
10481,201905,0,0,0,0,0,4,12,,,
10482,202105,1,0,2,3,1,4,150,,,
10483,202005,1,1,5,5,1,3,381,,,
10484,202105,0,0,2,3,1,1,458,,,
10485,202005,0,0,6,1,0,0,972,,,
10486,202005,0,1,6,3,0,0,351,,,
10487,202105,1,1,2,4,1,0,1357,,,
10488,202105,3,0,6,0,0,0,346,,,
10489,202005,3,0,2,4,0,4,954,,,
10490,202105,0,1,5,1,1,4,26,,,
10491,202005,1,1,6,0,0,3,10,,,
10492,201905,0,0,1,3,0,1,509,,,
10493,201905,0,0,1,3,0,3,125,,,
10494,202105,0,1,4,3,0,0,792,,,
10495,202005,1,0,0,3,1,2,4201,,,
10496,201905,0,1,4,3,1,2,136,,,
10497,202105,0,1,2,3,1,1,43,,,
10498,202005,2,1,6,1,0,3,17,,,
10499,201905,0,1,5,2,1,4,9,,,
10500,202005,1,1,0,1,1,3,87,,,
10501,202005,1,0,2,1,1,1,2682,,,
10502,201905,0,1,2,1,0,1,197,,,
10503,202005,3,0,1,0,1,0,231,,,
10504,202005,1,1,6,4,1,2,176,,,
10505,202005,0,0,6,0,1,0,15,,,
10506,201905,0,1,3,5,1,3,23,,,
10507,202105,0,0,3,4,1,2,2296,,,
10508,202005,2,1,4,0,0,3,44,,,
10509,201905,0,0,3,2,0,0,853,,,
10510,202105,0,0,0,4,0,3,198,,,
10511,201905,0,0,0,3,0,1,1546,,,
10512,201905,0,0,0,4,0,0,423,,,
10513,202105,0,0,6,0,1,1,198,,,
10514,201905,2,1,2,2,1,0,24,,,
10515,201905,3,0,2,4,1,4,293,,,
10516,202005,0,1,5,3,1,3,865,,,
10517,201905,0,1,4,5,0,4,55,,,
10518,202005,3,0,0,5,0,0,1619,,,
10519,201905,1,1,5,2,1,4,27,,,
10520,202105,0,1,4,5,0,4,30,,,
10521,202005,1,0,0,4,0,0,1761,,,
10522,201905,0,0,3,5,1,0,105,,,
10523,202105,3,0,6,2,1,2,6034,,,
10524,202105,1,0,0,5,0,3,204,,,
10525,202105,1,0,6,4,1,3,2525,,,
10526,202105,3,0,6,0,1,4,127,,,
10527,202005,0,0,0,3,1,0,19,,,
10528,201905,0,0,1,4,0,1,1107,,,
10529,202005,2,1,6,1,0,2,50,,,
10530,201905,0,1,2,1,0,4,5,,,
10531,202105,1,0,1,5,0,2,2810,,,
10532,202005,0,1,0,0,1,4,8,,,
10533,201905,0,1,4,1,1,0,26,,,
10534,201905,0,0,3,4,1,2,352,,,
10535,202005,1,1,4,2,0,0,5091,,,
10536,202105,0,0,6,5,0,4,50,,,
10537,202105,1,1,4,5,0,1,5097,,,
10538,202105,0,0,0,1,0,4,1103,,,
10539,201905,0,0,6,1,0,4,507,,,
10540,202005,1,1,4,0,1,1,969,,,
10541,201905,0,1,3,4,1,3,126,,,
10542,202005,0,0,6,3,0,3,182,,,
10543,202105,0,0,3,3,0,1,3386,,,
10544,202005,3,1,5,5,1,2,2538,,,
10545,201905,0,0,3,2,0,3,396,,,
10546,201905,1,1,2,5,1,1,271,,,
10547,201905,0,0,1,0,0,4,3,,,
10548,201905,3,1,5,0,1,2,164,,,
10549,202105,1,0,6,2,0,4,1346,,,
10550,202005,0,1,0,3,0,1,330,,,
10551,202105,2,1,5,2,0,1,725,,,
10552,202005,2,0,3,0,1,4,4,,,
10553,202105,0,0,6,1,0,3,110,,,
10554,202105,0,1,2,4,0,1,793,,,
10555,202005,0,1,5,4,1,0,151,,,
10556,202105,0,1,2,1,1,3,51,,,
10557,201905,0,0,6,0,1,1,484,,,
10558,201905,0,1,2,1,1,1,114,,,
10559,201905,0,1,4,3,1,3,130,,,
10560,201905,0,1,2,4,1,1,246,,,
10561,201905,0,0,0,5,0,4,57,,,
10562,202005,1,0,0,1,0,0,195,,,
10563,201905,0,0,0,0,1,3,74,,,
10564,202005,0,1,0,2,0,0,108,,,
10565,201905,1,0,1,1,0,4,127,,,
10566,202005,0,0,3,0,0,0,95,,,
10567,201905,0,0,1,2,0,0,1000,,,
10568,202105,0,0,1,2,1,3,492,,,
10569,201905,1,1,3,0,0,2,8,,,
10570,202105,1,0,0,5,1,2,773,,,
10571,202105,0,0,6,3,1,2,1064,,,
10572,201905,0,1,5,2,1,2,1100,,,
10573,202005,1,0,3,4,0,0,420,,,
10574,202105,1,1,2,2,0,3,2044,,,
10575,202105,0,0,3,5,0,0,3412,,,
10576,202005,0,1,5,5,1,1,605,,,
10577,202005,1,0,1,1,1,3,973,,,
10578,202105,1,0,1,4,1,1,1220,,,
10579,202105,0,0,1,3,0,0,399,,,
10580,202105,3,1,2,4,0,0,1135,,,
10581,201905,1,1,4,1,0,4,70,,,
10582,202105,1,0,2,1,0,1,272,,,
10583,202105,1,1,4,5,0,1,1180,,,
10584,202005,0,0,3,3,0,4,332,,,
10585,201905,0,0,3,0,1,1,444,,,
10586,202105,3,0,1,4,0,4,1786,,,
10587,202105,0,0,2,4,0,0,1160,,,
10588,202105,1,0,0,3,0,0,5692,,,
10589,202105,0,0,3,4,0,2,3789,,,
10590,202005,0,1,5,0,0,0,92,,,
10591,202105,0,0,2,3,0,4,198,,,
10592,202105,1,1,4,5,1,0,3268,,,
10593,201905,1,1,3,4,1,0,65,,,
10594,202105,2,0,0,4,1,4,43,,,
10595,202005,0,0,2,1,1,3,168,,,
10596,202105,0,1,5,1,0,1,843,,,
10597,201905,1,0,1,5,1,4,27,,,
10598,202105,1,0,1,0,1,0,66,,,
10599,202105,0,0,6,1,0,4,1394,,,
10600,201905,0,1,2,0,1,0,48,,,
10601,202005,2,1,5,4,1,3,131,,,
10602,201905,0,1,5,1,1,1,553,,,
10603,201905,0,0,1,0,0,1,4,,,
10604,202005,0,0,3,4,0,4,235,,,
10605,202005,0,1,6,3,1,4,8,,,
10606,202105,0,0,0,0,1,2,100,,,
10607,201905,0,1,2,1,1,2,237,,,
10608,201905,0,1,5,2,0,1,704,,,
10609,202105,1,1,2,5,1,2,2351,,,
10610,201905,1,0,6,3,1,4,131,,,
10611,201905,0,0,2,5,1,1,910,,,
10612,202005,2,0,2,3,0,0,466,,,
10613,202005,2,0,1,4,0,4,57,,,
10614,202105,3,0,3,4,1,3,3800,,,
10615,202005,0,0,2,2,0,0,1333,,,
10616,201905,0,0,1,4,0,4,46,,,
10617,202005,1,1,5,4,1,0,2141,,,
10618,202005,1,0,1,1,0,0,3063,,,
10619,202005,0,0,2,4,0,1,48,,,
10620,201905,1,1,2,0,0,1,18,,,
10621,202005,3,1,6,5,1,0,246,,,
10622,202105,3,1,4,1,0,2,4359,,,
10623,202105,0,0,0,3,0,1,7376,,,
10624,201905,1,0,3,0,1,3,10,,,
10625,202105,0,0,6,4,1,1,563,,,
10626,202105,0,0,1,3,1,0,260,,,
10627,202005,0,0,2,3,0,4,63,,,
10628,202005,1,1,5,1,1,0,138,,,
10629,202005,0,1,6,1,0,3,16,,,
10630,201905,0,1,4,2,0,2,403,,,
10631,202005,1,1,6,3,1,0,121,,,
10632,202005,0,1,4,4,0,1,1479,,,
10633,202005,0,0,1,0,1,4,35,,,
10634,201905,2,0,0,2,1,2,272,,,
10635,202005,0,0,1,1,0,4,84,,,
10636,202005,3,1,5,1,1,3,828,,,
10637,202105,0,0,1,4,1,0,174,,,
10638,201905,0,1,2,0,1,2,35,,,
10639,202005,0,1,6,1,0,3,102,,,
10640,202105,0,0,6,5,0,3,636,,,
10641,202105,0,0,2,5,1,3,49,,,
10642,202005,0,0,0,0,0,2,122,,,
10643,201905,1,0,0,4,1,3,1440,,,
10644,202005,0,0,3,1,0,3,80,,,
10645,202005,1,0,2,1,1,2,346,,,
10646,202105,0,0,2,1,0,1,106,,,
10647,202005,0,0,0,3,1,0,621,,,
10648,201905,0,1,2,5,0,0,109,,,
10649,202005,0,0,2,3,1,4,1373,,,
10650,202105,3,1,5,1,0,4,963,,,
10651,202005,1,1,5,4,0,1,9986,,,
10652,202005,0,0,6,5,0,0,462,,,
10653,201905,3,0,0,4,1,3,891,,,
10654,202005,0,1,0,5,0,0,294,,,
10655,201905,0,1,3,3,0,3,26,,,
10656,202105,0,1,5,0,0,1,418,,,
10657,202105,0,0,6,2,1,2,1099,,,
10658,202005,0,1,4,2,1,4,238,,,
10659,201905,0,1,2,4,1,1,225,,,
10660,201905,0,1,3,0,0,0,5,,,
10661,202005,1,1,0,2,0,2,905,,,
10662,202005,0,0,3,5,0,3,80,,,
10663,201905,0,0,1,4,1,0,148,,,
10664,202105,1,0,2,2,1,0,254,,,
10665,201905,0,0,2,4,0,1,289,,,
10666,202005,2,0,6,1,1,3,46,,,
10667,202105,0,1,2,0,1,2,42,,,
10668,202105,3,1,2,5,1,4,293,,,
10669,202005,0,0,3,2,0,4,293,,,
10670,201905,0,1,5,1,1,4,4,,,
10671,202005,2,1,5,5,0,2,512,,,
10672,202005,0,0,0,0,1,4,5,,,
10673,202005,0,0,0,4,1,2,587,,,
10674,202005,2,0,1,0,1,3,13,,,
10675,201905,0,1,4,0,0,4,5,,,
10676,202005,0,0,1,0,1,2,34,,,
10677,201905,0,0,0,4,0,4,71,,,
10678,202105,0,0,3,3,1,2,1749,,,
10679,202005,3,1,0,2,1,4,180,,,
10680,202005,1,1,6,3,1,0,81,,,
10681,201905,0,1,4,0,1,1,6,,,
10682,202005,0,0,1,4,1,3,66,,,
10683,201905,0,1,5,1,1,1,289,,,
10684,201905,0,1,3,1,0,1,95,,,
10685,201905,0,0,6,1,0,0,171,,,
10686,202005,1,1,6,1,0,3,408,,,
10687,202005,0,0,1,2,0,4,16,,,
10688,201905,3,1,2,5,0,1,1174,,,
10689,202005,3,0,1,4,1,4,621,,,
10690,202105,0,0,6,0,0,4,5,,,
10691,202105,3,0,6,3,0,1,8593,,,
10692,201905,0,0,1,2,0,1,3138,,,
10693,202105,0,0,1,3,1,4,1730,,,
10694,202005,0,0,6,3,0,1,258,,,
10695,202005,0,0,2,2,0,1,4230,,,
10696,202105,2,0,2,4,1,0,58,,,
10697,201905,0,0,2,4,1,3,404,,,
10698,202005,1,0,2,3,0,4,47,,,
10699,202105,1,1,4,4,0,1,16402,,,
10700,201905,0,0,6,5,1,0,797,,,
10701,201905,0,1,4,4,0,4,500,,,
10702,201905,3,0,6,1,1,3,692,,,
10703,202005,1,0,2,1,0,3,1968,,,
10704,202005,2,0,2,1,1,0,54,,,
10705,201905,0,0,2,0,1,0,24,,,
10706,202105,2,0,2,3,0,2,384,,,
10707,201905,0,0,0,2,0,3,49,,,
10708,201905,0,1,3,2,0,1,887,,,
10709,202005,2,1,5,5,1,1,230,,,
10710,202005,0,1,5,3,0,1,1315,,,
10711,202105,2,0,1,4,0,1,722,,,
10712,202105,1,1,5,5,0,3,259,,,
10713,201905,3,1,3,1,1,3,84,,,
10714,201905,1,0,1,1,1,0,263,,,
10715,201905,1,1,4,2,1,2,3016,,,
10716,201905,1,0,0,3,1,0,208,,,
10717,202005,1,1,5,0,0,1,139,,,
10718,202105,0,0,2,4,1,3,52,,,
10719,202005,0,0,6,2,0,0,636,,,
10720,202005,1,0,1,2,1,2,1441,,,
10721,202005,1,1,0,5,0,0,107,,,
10722,202005,1,0,3,0,1,2,153,,,
10723,202105,3,0,1,4,0,3,5667,,,
10724,202005,0,0,0,4,0,0,74,,,
10725,202105,2,0,3,5,0,0,640,,,
10726,201905,3,0,1,3,0,4,746,,,
10727,201905,0,1,4,4,1,4,128,,,
10728,202105,0,0,6,4,1,0,459,,,
10729,201905,1,1,5,2,0,3,559,,,
10730,202105,0,1,2,3,0,2,1197,,,
10731,202005,3,0,0,3,1,4,633,,,
10732,201905,0,0,3,1,1,4,68,,,
10733,202105,0,0,3,0,0,2,1358,,,
10734,201905,0,0,6,4,0,0,522,,,
10735,202105,0,0,0,2,0,0,714,,,
10736,201905,0,0,0,5,1,3,57,,,
10737,202105,0,1,2,2,0,0,428,,,
10738,202005,1,0,3,4,1,2,637,,,
10739,201905,0,1,4,0,0,2,94,,,
10740,201905,0,0,0,4,0,3,42,,,
10741,202105,0,1,4,5,0,1,3240,,,
10742,201905,1,0,6,3,0,4,726,,,
10743,201905,1,0,3,4,0,2,374,,,
10744,202005,3,1,4,3,0,1,6070,,,
10745,201905,0,1,4,3,1,4,28,,,
10746,202105,0,1,5,3,1,4,378,,,
10747,202005,2,0,6,0,0,4,5,,,
10748,201905,0,1,2,5,1,4,19,,,
10749,201905,1,0,6,0,1,0,49,,,
10750,201905,0,1,3,1,0,0,25,,,
10751,202005,1,1,4,2,0,4,790,,,
10752,201905,0,0,0,4,0,2,859,,,
10753,202005,0,0,6,2,1,2,713,,,
10754,201905,0,0,3,3,1,1,3467,,,
10755,202005,0,0,6,1,1,3,80,,,
10756,201905,1,1,4,2,0,1,5772,,,
10757,201905,0,0,1,4,1,4,153,,,
10758,202005,0,0,2,2,0,4,687,,,
10759,202005,1,1,5,1,0,2,1473,,,
10760,202105,1,1,2,5,1,0,125,,,
10761,202105,0,0,1,5,0,2,196,,,
10762,202105,2,0,2,3,0,1,392,,,
10763,202005,0,0,2,2,1,0,302,,,
10764,202105,0,1,2,4,1,1,434,,,
10765,202005,0,1,5,3,1,1,1958,,,
10766,201905,0,0,6,4,0,1,1742,,,
10767,201905,0,1,4,2,0,2,737,,,
10768,202005,1,0,1,1,1,3,260,,,
10769,202105,0,0,3,2,1,2,3176,,,
10770,201905,0,0,1,2,0,2,1656,,,
10771,202005,1,1,5,1,1,0,579,,,
10772,202005,0,0,2,1,1,4,55,,,
10773,202105,0,0,1,5,1,4,23,,,
10774,201905,1,0,6,1,0,0,2572,,,
10775,201905,0,0,2,1,0,0,182,,,
10776,201905,0,0,3,2,1,1,3481,,,
10777,202105,0,0,3,3,1,4,266,,,
10778,201905,3,0,2,3,1,0,943,,,
10779,202105,1,0,3,1,0,1,7566,,,
10780,201905,0,1,5,4,1,4,26,,,
10781,201905,1,1,2,1,1,2,48,,,
10782,202005,0,0,3,0,0,1,96,,,
10783,202105,0,0,6,3,1,2,2021,,,
10784,202105,0,0,6,0,1,2,351,,,
10785,201905,0,0,2,5,1,2,1023,,,
10786,202005,0,0,2,1,0,2,1211,,,
10787,202005,1,1,6,5,0,1,3808,,,
10788,202105,1,0,2,5,1,1,345,,,
10789,202005,0,1,4,5,1,2,632,,,
10790,201905,3,0,1,2,1,4,597,,,
10791,202105,1,0,6,5,0,2,10500,,,
10792,201905,0,0,6,1,0,4,41,,,
10793,202105,0,0,3,3,1,3,163,,,
10794,202005,0,0,1,4,1,2,672,,,
10795,202005,0,1,6,3,0,4,4,,,
10796,202105,1,1,2,5,1,1,283,,,
10797,202005,0,0,3,4,0,2,867,,,
10798,201905,0,0,3,0,1,4,5,,,
10799,202005,1,1,6,2,0,4,61,,,
10800,202105,0,0,0,0,1,4,21,,,
10801,202105,3,0,6,1,1,3,1672,,,
10802,202005,2,1,5,5,1,0,83,,,
10803,202105,0,0,3,4,0,1,91,,,
10804,201905,3,1,4,2,0,2,2282,,,
10805,202105,1,0,0,3,0,4,1266,,,
10806,202005,0,1,6,4,0,0,3,,,
10807,202105,0,1,4,0,0,3,165,,,
10808,202105,0,0,2,3,1,4,99,,,
10809,202005,2,1,6,5,0,1,174,,,
10810,201905,1,0,0,1,1,1,660,,,
10811,202005,0,1,4,3,1,1,707,,,
10812,202005,0,0,6,0,0,1,63,,,
10813,202105,3,1,2,1,1,1,668,,,
10814,201905,3,1,4,1,1,2,783,,,
10815,202105,1,0,6,4,1,3,613,,,
10816,202105,1,1,2,4,1,1,638,,,
10817,202005,1,1,4,0,1,0,140,,,
10818,201905,0,0,3,5,1,1,1310,,,
10819,202105,1,0,6,5,0,2,2841,,,
10820,202105,0,0,2,1,0,1,2658,,,
10821,202005,0,0,1,4,1,0,151,,,
10822,201905,0,1,4,1,0,2,562,,,
10823,201905,0,0,3,5,0,2,765,,,
10824,202005,1,1,4,0,1,3,54,,,
10825,201905,0,1,4,1,0,3,12,,,
10826,202005,1,0,0,3,1,4,57,,,
10827,202005,1,0,3,4,0,4,273,,,
10828,202005,0,1,4,2,0,2,2183,,,
10829,202005,1,1,0,4,0,0,1206,,,
10830,202105,0,1,2,5,0,3,53,,,
10831,201905,0,0,2,2,1,2,637,,,
10832,202105,1,1,4,4,0,1,5114,,,
10833,202105,0,1,4,5,0,4,209,,,
10834,202105,0,1,5,4,1,1,1327,,,
10835,202105,0,0,1,1,0,2,91,,,
10836,202105,3,1,5,3,1,4,962,,,
10837,201905,0,0,0,0,1,2,387,,,
10838,201905,1,1,3,3,0,1,85,,,
10839,202005,0,0,6,5,0,0,1755,,,
10840,201905,0,1,4,3,0,2,485,,,
10841,202005,0,0,0,1,0,1,4658,,,
10842,202105,0,0,0,5,1,4,47,,,
10843,201905,1,0,3,4,0,0,4049,,,
10844,202105,1,0,2,1,1,2,367,,,
10845,201905,0,1,2,5,1,1,256,,,
10846,202105,2,1,5,2,0,3,362,,,
10847,202005,0,1,5,1,0,4,14,,,
10848,202005,2,1,4,3,1,4,43,,,
10849,202105,2,1,4,4,1,3,258,,,
10850,201905,3,0,3,2,0,1,4719,,,
10851,202005,0,0,6,5,0,1,418,,,
10852,201905,1,1,5,4,0,3,2411,,,
10853,202005,0,1,4,4,0,3,121,,,
10854,202105,0,1,2,1,0,3,133,,,
10855,201905,0,0,6,4,1,1,514,,,
10856,202105,0,1,2,3,0,1,115,,,
10857,202105,3,0,2,1,1,3,835,,,
10858,202005,0,1,0,2,1,0,253,,,
10859,201905,0,0,2,5,0,1,2037,,,
10860,202105,1,0,3,3,0,2,1144,,,
10861,202005,0,1,6,0,1,2,15,,,
10862,202105,2,0,0,1,1,1,178,,,
10863,202105,0,1,2,2,1,4,53,,,
10864,202005,1,1,4,0,0,4,30,,,
10865,202105,2,0,0,5,1,1,197,,,
10866,202005,0,0,6,3,0,1,45,,,
10867,202005,0,1,5,4,0,4,5,,,
10868,201905,0,1,5,2,0,4,10,,,
10869,202005,0,0,0,2,0,0,11,,,
10870,202005,0,1,0,5,1,2,315,,,
10871,202105,0,1,4,1,0,0,21,,,
10872,202105,1,1,4,3,0,3,6231,,,
10873,201905,1,0,1,2,1,1,6058,,,
10874,201905,0,1,5,2,0,0,370,,,
10875,202005,0,1,6,5,0,4,140,,,
10876,202105,1,0,2,0,0,4,6,,,
10877,202005,0,1,6,5,1,4,19,,,
10878,202005,3,0,3,2,1,3,2280,,,
10879,201905,1,1,4,2,0,4,393,,,
10880,202005,0,1,6,3,1,1,542,,,
10881,202005,1,1,5,1,0,0,680,,,
10882,201905,1,0,6,2,1,0,1880,,,
