,CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대, 건수합계 ,Unnamed: 8,Unnamed: 9,Unnamed: 10
4991,201905,0,0,1,3,1,1,941,,,
4992,201905,0,1,2,5,0,3,6,,,
4993,202005,0,1,5,4,1,0,434,,,
4994,202005,0,0,1,3,0,0,843,,,
4995,202005,1,0,6,5,1,0,1764,,,
4996,201905,0,1,5,0,0,0,69,,,
4997,201905,0,0,3,1,1,4,29,,,
4998,202105,0,1,4,3,0,1,1415,,,
4999,201905,0,1,2,5,0,0,241,,,
5000,202005,0,0,6,4,1,3,622,,,
5001,201905,0,1,4,0,0,0,121,,,
5002,201905,0,1,4,4,0,4,81,,,
5003,201905,0,0,0,2,1,1,1002,,,
5004,202005,0,0,3,1,1,4,344,,,
5005,201905,1,1,2,2,0,4,119,,,
5006,202105,1,0,6,5,0,3,1048,,,
5007,201905,0,0,6,2,1,3,693,,,
5008,202005,0,1,0,0,1,4,17,,,
5009,202105,0,0,2,2,0,1,5056,,,
5010,201905,0,1,3,1,1,0,12,,,
5011,202005,0,1,6,5,1,0,30,,,
5012,201905,1,1,4,1,0,4,144,,,
5013,202105,1,0,3,5,0,4,872,,,
5014,202005,3,1,4,0,1,2,442,,,
5015,202005,0,0,3,0,1,4,3,,,
5016,202105,1,1,2,2,1,2,316,,,
5017,202105,0,1,5,1,0,3,57,,,
5018,202005,0,1,4,3,0,2,2673,,,
5019,202105,1,0,1,3,1,4,336,,,
5020,202005,0,0,6,3,1,4,251,,,
5021,201905,1,0,1,3,1,0,469,,,
5022,201905,0,1,3,1,0,3,235,,,
5023,202005,0,0,2,2,1,4,116,,,
5024,201905,0,1,2,2,1,0,28,,,
5025,202005,3,0,2,5,1,3,1343,,,
5026,201905,0,0,6,0,1,2,67,,,
5027,202105,1,0,3,2,1,0,3580,,,
5028,201905,0,1,3,0,1,4,7,,,
5029,202105,0,0,1,2,0,3,7668,,,
5030,201905,1,0,2,5,0,4,15,,,
5031,202005,1,0,0,0,1,3,49,,,
5032,201905,0,1,2,4,0,4,18,,,
5033,202105,0,0,6,1,1,1,806,,,
5034,201905,0,0,3,3,0,3,358,,,
5035,202005,1,0,1,0,1,4,85,,,
5036,201905,1,0,1,5,0,2,8444,,,
5037,202005,3,0,2,2,1,0,1345,,,
5038,202105,1,1,4,4,0,4,96,,,
5039,202105,1,1,5,3,0,2,3081,,,
5040,201905,3,1,3,3,1,2,420,,,
5041,201905,1,0,0,1,1,2,290,,,
5042,201905,0,0,0,1,0,1,17,,,
5043,202005,0,0,1,1,1,1,2606,,,
5044,202105,1,0,2,1,0,3,459,,,
5045,202105,0,0,6,5,0,0,2183,,,
5046,201905,0,0,3,1,0,3,1163,,,
5047,202005,3,0,0,3,0,1,6126,,,
5048,201905,0,0,2,3,1,0,262,,,
5049,202005,0,0,0,5,0,4,84,,,
5050,202005,1,0,0,3,1,0,395,,,
5051,202105,1,0,3,4,0,4,84,,,
5052,202105,0,0,0,5,1,1,910,,,
5053,201905,0,1,5,5,1,2,218,,,
5054,201905,1,1,5,5,1,3,862,,,
5055,202005,1,0,0,5,0,0,400,,,
5056,201905,2,0,0,2,1,4,35,,,
5057,202005,3,1,0,5,0,1,1274,,,
5058,201905,0,1,5,1,1,2,189,,,
5059,202005,1,1,5,1,0,2,4633,,,
5060,202005,0,1,0,4,1,3,45,,,
5061,202105,0,0,1,2,1,3,120,,,
5062,202005,0,0,0,5,1,3,421,,,
5063,202105,2,0,2,0,1,1,29,,,
5064,201905,0,0,3,3,1,4,22,,,
5065,202105,0,1,5,5,0,4,737,,,
5066,201905,2,0,2,4,1,2,166,,,
5067,202005,1,1,0,3,1,1,1260,,,
5068,202105,0,0,1,3,0,0,788,,,
5069,202005,0,1,0,5,1,0,42,,,
5070,202105,1,1,2,1,1,1,818,,,
5071,201905,0,0,2,4,1,2,488,,,
5072,202005,0,0,6,4,1,3,367,,,
5073,202005,0,0,3,2,0,2,959,,,
5074,202005,3,1,6,0,1,4,14,,,
5075,202005,2,0,6,1,0,4,19,,,
5076,201905,0,1,2,4,0,0,53,,,
5077,202105,0,1,5,4,1,2,640,,,
5078,201905,0,0,2,3,1,3,246,,,
5079,202105,0,1,2,4,0,1,584,,,
5080,202005,0,0,3,1,1,1,811,,,
5081,201905,1,0,3,3,0,2,6012,,,
5082,202105,0,0,1,5,1,2,533,,,
5083,202105,3,0,3,1,1,2,4097,,,
5084,201905,0,0,2,3,0,2,634,,,
5085,202005,0,0,2,4,0,3,54,,,
5086,202005,1,1,4,3,1,4,189,,,
5087,202105,1,0,1,2,1,3,746,,,
5088,201905,1,0,3,0,1,2,349,,,
5089,202105,1,0,3,5,0,4,304,,,
5090,202105,1,0,6,5,1,0,485,,,
5091,202105,0,0,1,3,1,4,52,,,
5092,202005,2,0,1,1,0,3,150,,,
5093,202005,0,0,0,0,1,4,13,,,
5094,202105,0,1,4,1,0,1,991,,,
5095,202005,0,1,4,4,1,2,6476,,,
5096,202105,1,0,6,1,1,1,756,,,
5097,202005,0,1,6,3,0,0,83,,,
5098,202105,1,0,2,3,1,1,708,,,
5099,202005,1,0,0,3,0,2,9234,,,
5100,201905,0,0,0,5,1,1,339,,,
5101,202105,1,0,6,3,1,1,724,,,
5102,202005,0,1,5,4,1,2,525,,,
5103,202105,1,0,3,2,0,0,9439,,,
5104,202005,0,0,6,2,1,3,2326,,,
5105,202105,0,0,0,1,1,4,21,,,
5106,201905,1,0,3,2,0,2,423,,,
5107,202105,3,0,3,4,1,1,6392,,,
5108,201905,0,1,3,2,0,2,228,,,
5109,202105,0,0,2,4,0,2,1080,,,
5110,202005,0,0,1,2,0,1,12826,,,
5111,202005,1,0,6,5,1,1,1151,,,
5112,202105,0,0,6,4,1,2,2890,,,
5113,202105,0,1,2,3,1,1,1041,,,
5114,202005,1,0,2,5,1,3,158,,,
5115,202005,0,0,1,0,1,2,222,,,
5116,202105,0,1,4,4,1,3,551,,,
5117,201905,0,1,4,2,0,3,47,,,
5118,202105,0,0,0,1,0,3,65,,,
5119,202005,0,0,1,3,1,3,375,,,
5120,202105,1,0,6,1,1,0,1112,,,
5121,202105,0,0,3,1,1,4,107,,,
5122,202005,1,1,5,2,1,0,1728,,,
5123,202105,0,0,3,3,1,0,1293,,,
5124,201905,0,1,2,2,1,4,12,,,
5125,201905,1,0,2,1,1,4,25,,,
5126,201905,0,0,1,2,0,3,136,,,
5127,201905,0,0,0,3,0,0,864,,,
5128,202105,1,1,2,1,1,1,98,,,
5129,202105,3,1,2,2,0,4,702,,,
5130,202105,0,0,1,5,1,4,69,,,
5131,202005,0,0,1,0,1,4,38,,,
5132,201905,0,1,3,5,0,2,821,,,
5133,201905,0,0,3,2,0,1,31,,,
5134,201905,0,1,5,3,1,4,120,,,
5135,201905,0,0,1,3,1,0,142,,,
5136,201905,2,0,3,2,0,0,312,,,
5137,202005,0,1,4,0,0,2,952,,,
5138,202105,0,0,3,3,1,3,264,,,
5139,202105,1,0,6,1,1,1,2523,,,
5140,201905,1,1,2,1,0,3,170,,,
5141,201905,0,1,4,2,0,3,231,,,
5142,201905,0,0,3,0,0,3,145,,,
5143,202105,1,0,3,4,1,4,328,,,
5144,201905,0,0,3,4,1,0,684,,,
5145,201905,0,0,2,1,1,1,1778,,,
5146,202105,0,0,3,1,1,2,870,,,
5147,201905,2,0,0,0,1,0,14,,,
5148,202105,0,0,1,3,0,1,2456,,,
5149,202005,1,0,2,5,0,4,549,,,
5150,202005,1,0,1,4,0,4,252,,,
5151,202105,1,0,2,0,1,3,171,,,
5152,202005,3,0,2,1,1,1,2110,,,
5153,202005,0,1,6,1,0,2,160,,,
5154,202105,2,0,0,2,1,4,65,,,
5155,202105,0,1,2,0,0,2,63,,,
5156,202105,0,1,4,3,0,3,1757,,,
5157,202105,1,0,2,1,1,4,27,,,
5158,202105,0,0,2,4,1,1,663,,,
5159,202005,0,1,6,4,1,2,172,,,
5160,202005,0,0,6,5,1,2,3194,,,
5161,202005,1,0,6,1,0,4,14,,,
5162,202105,3,1,2,4,1,1,2348,,,
5163,202105,1,0,0,0,1,0,77,,,
5164,201905,0,0,6,1,1,2,273,,,
5165,202105,1,0,6,2,1,3,2512,,,
5166,202005,0,0,6,4,1,0,831,,,
5167,202105,0,0,2,4,1,3,151,,,
5168,202105,0,0,0,5,0,0,763,,,
5169,202105,1,0,2,1,1,3,699,,,
5170,201905,1,1,3,3,1,1,219,,,
5171,201905,0,0,1,3,0,0,1920,,,
5172,202105,0,0,2,4,0,4,736,,,
5173,201905,0,1,2,1,0,2,6,,,
5174,202005,0,0,1,4,1,2,2007,,,
5175,202105,0,1,5,3,0,4,253,,,
5176,202005,3,0,2,5,1,1,3799,,,
5177,202005,0,0,2,5,1,1,967,,,
5178,202005,1,0,2,2,0,3,3709,,,
5179,202005,0,0,2,3,0,1,2909,,,
5180,201905,0,0,6,2,0,0,417,,,
5181,201905,1,1,4,5,0,0,4865,,,
5182,202105,0,1,5,2,0,1,224,,,
5183,202105,0,0,6,5,1,3,1949,,,
5184,201905,0,1,2,4,0,4,14,,,
5185,202105,1,1,4,0,0,1,158,,,
5186,202005,1,0,1,4,1,4,133,,,
5187,202105,0,1,4,2,1,4,1451,,,
5188,201905,0,0,6,3,1,0,340,,,
5189,202005,1,0,2,4,1,2,604,,,
5190,202105,2,1,4,5,0,0,624,,,
5191,202005,0,0,0,3,1,4,301,,,
5192,202005,0,0,6,0,0,1,212,,,
5193,201905,0,1,3,4,0,2,174,,,
5194,202005,1,0,0,2,1,2,4866,,,
5195,202005,3,1,6,1,0,0,144,,,
5196,201905,0,0,3,2,1,1,561,,,
5197,201905,0,1,4,4,0,0,688,,,
5198,201905,0,0,0,1,0,2,681,,,
5199,202005,0,1,4,3,0,2,123,,,
5200,201905,0,0,3,4,0,3,1526,,,
5201,201905,0,0,3,4,1,0,3,,,
5202,202105,0,1,5,4,0,1,1306,,,
5203,202105,0,0,0,0,0,0,97,,,
5204,201905,0,0,0,4,0,0,496,,,
5205,202105,3,1,2,3,0,1,2790,,,
5206,201905,0,1,5,5,1,0,363,,,
5207,202005,0,1,5,1,1,4,148,,,
5208,201905,1,0,2,0,1,4,42,,,
5209,201905,0,0,2,1,0,1,198,,,
5210,202005,0,0,1,1,0,0,7,,,
5211,201905,0,0,0,0,1,4,22,,,
5212,202105,0,0,6,1,1,3,353,,,
5213,202005,0,0,2,4,1,1,1380,,,
5214,202005,0,1,5,5,0,4,29,,,
5215,202005,3,1,0,3,0,4,228,,,
5216,202005,0,1,4,4,1,3,688,,,
5217,201905,0,1,3,0,1,3,3,,,
5218,201905,0,1,5,1,0,1,11,,,
5219,201905,0,1,3,4,0,3,10,,,
5220,202005,0,1,4,1,0,3,1374,,,
5221,202105,0,1,5,1,1,3,170,,,
5222,201905,1,1,3,0,1,2,76,,,
5223,202105,0,1,4,4,1,4,134,,,
5224,202105,0,1,4,3,0,2,2074,,,
5225,202005,1,0,1,4,1,3,1804,,,
5226,202105,0,0,6,5,1,1,417,,,
5227,201905,1,0,3,2,1,4,130,,,
5228,201905,1,0,6,0,1,4,9,,,
5229,201905,0,0,1,2,1,3,2201,,,
5230,202005,1,1,4,1,1,3,743,,,
5231,201905,0,0,1,1,1,4,106,,,
5232,202105,2,0,6,5,1,3,129,,,
5233,202105,0,0,1,5,1,1,569,,,
5234,202005,2,0,1,5,1,3,95,,,
5235,202105,2,0,0,5,1,3,90,,,
5236,201905,1,1,2,2,0,3,623,,,
5237,202005,2,0,3,3,1,0,141,,,
5238,202105,2,1,2,3,1,0,37,,,
5239,202005,1,0,0,1,0,2,5342,,,
5240,201905,1,0,6,5,0,3,142,,,
5241,202105,0,1,2,4,0,3,304,,,
5242,202105,1,0,2,2,1,4,498,,,
5243,201905,0,1,2,3,1,2,326,,,
5244,202105,0,0,6,0,0,2,72,,,
5245,202105,1,1,4,0,1,4,114,,,
5246,201905,0,0,3,1,0,3,8,,,
5247,202105,3,0,2,4,0,0,1400,,,
5248,201905,1,0,6,5,1,1,1064,,,
5249,202105,2,1,2,4,1,0,50,,,
5250,201905,0,0,2,2,0,2,146,,,
5251,202105,1,1,5,0,1,2,79,,,
5252,202005,0,0,3,0,0,0,76,,,
5253,201905,0,0,1,0,1,1,269,,,
5254,202005,1,1,0,4,1,0,70,,,
5255,201905,2,1,4,4,0,3,129,,,
5256,202005,1,0,6,2,1,0,213,,,
5257,201905,0,1,3,3,1,2,46,,,
5258,202105,0,0,2,0,0,3,37,,,
5259,201905,1,0,3,2,0,3,2028,,,
5260,202105,2,1,5,0,1,2,42,,,
5261,201905,3,0,3,2,1,1,2846,,,
5262,201905,1,0,3,2,0,1,8984,,,
5263,202005,0,0,1,4,0,3,57,,,
5264,202105,1,1,2,1,0,4,234,,,
5265,202005,1,0,6,4,1,4,410,,,
5266,202005,1,1,6,5,1,2,1240,,,
5267,202105,0,1,5,4,0,3,3831,,,
5268,202005,0,0,6,3,1,2,388,,,
5269,202105,0,0,6,2,0,4,40,,,
5270,201905,3,0,0,2,0,4,866,,,
5271,202105,0,0,6,0,1,1,795,,,
5272,202105,0,0,2,5,0,3,1424,,,
5273,201905,0,0,1,0,1,1,98,,,
5274,202005,0,1,5,0,0,2,139,,,
5275,202105,0,0,0,2,0,1,2142,,,
5276,202005,0,0,1,5,0,1,228,,,
5277,201905,3,0,2,3,0,0,1625,,,
5278,202105,2,1,2,4,1,2,195,,,
5279,202005,0,1,4,5,0,4,27,,,
5280,201905,0,1,3,4,0,4,3,,,
5281,202005,0,0,3,0,1,0,134,,,
5282,202105,0,0,1,0,0,4,26,,,
5283,202005,0,1,4,1,0,3,212,,,
5284,202005,0,0,3,2,0,4,688,,,
5285,202005,0,1,5,4,1,4,61,,,
5286,201905,2,0,3,3,1,0,58,,,
5287,202005,1,1,6,3,0,1,2846,,,
5288,202005,0,0,1,2,1,1,872,,,
5289,201905,0,1,5,5,1,3,210,,,
5290,202005,0,1,0,1,0,3,57,,,
5291,202005,0,1,4,0,0,2,253,,,
5292,202105,0,0,6,0,0,4,19,,,
5293,202005,0,1,6,4,1,2,1390,,,
5294,202105,0,1,4,4,0,3,152,,,
5295,202005,1,0,2,4,1,3,2031,,,
5296,201905,0,0,1,0,0,2,101,,,
5297,201905,0,0,2,1,0,4,21,,,
5298,202105,3,0,0,2,0,2,9714,,,
5299,201905,0,0,0,2,1,2,599,,,
5300,202105,3,0,6,1,0,4,1120,,,
5301,202005,0,0,0,1,1,0,37,,,
5302,202105,0,1,2,0,1,4,62,,,
5303,202105,0,0,6,0,0,4,3,,,
5304,202105,1,0,1,4,0,1,798,,,
5305,202005,1,1,4,3,0,1,911,,,
5306,202105,0,0,6,3,1,3,3473,,,
5307,202005,1,1,0,4,0,4,40,,,
5308,202005,1,1,4,0,0,3,55,,,
5309,202005,3,1,4,5,0,1,8174,,,
5310,202005,1,0,2,2,1,1,1815,,,
5311,201905,2,1,5,3,0,2,212,,,
5312,201905,1,0,3,5,0,2,5910,,,
5313,201905,3,0,6,1,0,3,1136,,,
5314,202005,0,0,6,2,0,1,1735,,,
5315,201905,0,1,2,1,0,3,15,,,
5316,201905,0,1,5,3,0,2,405,,,
5317,202105,0,0,2,1,1,1,405,,,
5318,201905,2,0,6,3,0,1,537,,,
5319,202005,3,0,2,4,1,3,1804,,,
5320,202105,1,1,2,4,0,3,2504,,,
5321,201905,0,1,3,0,0,0,36,,,
5322,202105,0,1,5,1,0,4,33,,,
5323,201905,1,1,2,4,1,2,987,,,
5324,202105,0,1,5,0,0,3,27,,,
5325,202005,0,1,0,0,1,4,7,,,
5326,202005,0,0,0,1,1,3,135,,,
5327,201905,0,0,2,1,1,4,101,,,
5328,202105,0,0,3,1,0,1,66,,,
5329,202105,0,1,5,0,0,2,17,,,
5330,202005,0,0,3,1,0,1,2139,,,
5331,201905,3,1,2,1,0,0,161,,,
5332,202005,0,1,4,3,1,1,680,,,
5333,201905,1,0,6,2,0,4,620,,,
5334,202105,0,1,4,1,1,0,74,,,
5335,201905,0,1,2,1,1,1,6,,,
5336,202005,1,1,0,0,0,0,101,,,
5337,202005,2,0,0,3,0,1,580,,,
5338,202005,0,0,0,2,0,4,261,,,
5339,202005,0,0,6,0,1,3,7,,,
5340,202105,0,0,2,0,1,2,41,,,
5341,202005,1,0,0,0,1,1,744,,,
5342,201905,2,1,3,5,0,1,108,,,
5343,202105,1,0,1,1,1,0,250,,,
5344,202005,2,1,5,3,1,0,75,,,
5345,201905,0,1,2,1,0,4,8,,,
5346,201905,0,0,1,0,0,4,8,,,
5347,202105,2,0,1,3,0,0,471,,,
5348,201905,0,0,1,4,1,2,991,,,
5349,201905,0,0,1,3,0,3,67,,,
5350,202005,0,1,5,1,1,4,132,,,
5351,201905,3,0,3,5,1,2,1509,,,
5352,202105,1,1,4,2,1,4,64,,,
5353,201905,0,0,1,4,0,2,1165,,,
5354,201905,0,1,3,3,1,1,763,,,
5355,202105,0,0,2,5,1,3,313,,,
5356,202005,0,1,5,0,1,0,3,,,
5357,201905,0,1,4,4,1,2,1308,,,
5358,202105,3,1,2,0,0,4,73,,,
5359,202005,0,1,5,4,1,0,8,,,
5360,201905,0,0,2,2,0,0,763,,,
5361,201905,3,1,5,4,1,1,1612,,,
5362,202105,0,0,0,2,0,0,2332,,,
5363,202005,0,1,4,3,1,4,80,,,
5364,202005,0,0,1,2,0,3,88,,,
5365,201905,0,0,2,1,1,4,27,,,
5366,201905,1,1,4,3,1,4,477,,,
5367,201905,0,0,2,1,1,2,1352,,,
5368,202005,1,0,6,0,0,4,81,,,
5369,202005,0,1,6,2,1,4,19,,,
5370,201905,0,0,0,0,0,4,12,,,
5371,201905,0,1,2,1,1,3,24,,,
5372,202005,2,1,5,3,0,4,63,,,
5373,202005,0,1,0,3,1,2,195,,,
5374,202105,1,1,4,4,0,2,4451,,,
5375,202005,2,0,0,2,0,3,274,,,
5376,202005,0,0,2,1,1,2,1629,,,
5377,201905,0,1,4,0,1,1,208,,,
5378,202105,3,1,4,3,1,2,5537,,,
5379,202105,1,0,2,4,0,1,5851,,,
5380,202005,0,0,2,4,1,3,107,,,
5381,201905,0,1,3,3,1,4,41,,,
5382,202105,0,0,3,4,1,4,77,,,
5383,202105,0,1,5,4,0,3,212,,,
5384,202105,1,0,2,4,1,4,106,,,
5385,201905,1,0,3,4,0,3,1899,,,
5386,202105,1,0,2,1,1,4,210,,,
5387,202005,2,1,5,2,0,3,232,,,
5388,202105,0,0,1,3,0,2,2774,,,
5389,201905,0,0,1,0,1,2,205,,,
5390,201905,0,0,6,4,1,1,865,,,
5391,202005,1,1,4,2,1,1,4576,,,
5392,201905,0,0,2,4,1,0,111,,,
5393,201905,1,0,2,4,1,4,39,,,
5394,202105,1,0,6,5,0,0,6813,,,
5395,202005,3,1,0,5,1,0,139,,,
5396,201905,3,1,5,2,0,2,2273,,,
5397,202105,0,0,1,1,0,0,219,,,
5398,202105,0,1,5,1,1,0,49,,,
5399,202005,0,1,5,2,0,3,91,,,
5400,202105,0,1,5,5,1,2,2429,,,
5401,201905,0,0,6,2,1,2,213,,,
5402,202105,1,0,0,2,1,4,74,,,
5403,202105,0,0,0,1,0,0,8,,,
5404,202105,1,1,2,0,1,1,393,,,
5405,202105,0,1,4,3,0,0,2513,,,
5406,202005,0,0,0,3,0,3,631,,,
5407,201905,1,0,6,2,0,2,612,,,
5408,202005,0,1,4,0,1,3,78,,,
5409,202005,3,0,6,0,0,4,88,,,
5410,201905,1,0,2,5,0,1,9416,,,
5411,201905,3,0,2,4,1,3,959,,,
5412,202105,0,1,4,2,1,3,589,,,
5413,201905,3,0,0,3,1,2,2654,,,
5414,202005,1,0,3,1,1,3,106,,,
5415,202105,2,1,2,5,1,2,118,,,
5416,202005,1,1,6,1,1,0,152,,,
5417,202005,0,0,3,2,1,4,99,,,
5418,201905,0,1,3,5,1,1,265,,,
5419,202105,0,1,4,1,1,4,18,,,
5420,202105,1,1,2,3,1,0,1233,,,
5421,202005,0,0,1,3,0,0,134,,,
5422,202105,0,1,4,2,1,0,1113,,,
5423,202105,0,0,1,5,0,2,1887,,,
5424,202005,0,0,6,5,0,0,68,,,
5425,201905,0,0,0,5,0,3,37,,,
5426,202005,0,0,2,3,1,3,1034,,,
5427,202105,1,1,4,2,1,1,1338,,,
5428,201905,0,0,6,0,0,1,137,,,
5429,202105,1,1,4,1,0,0,114,,,
5430,202005,0,0,6,1,0,1,861,,,
5431,201905,0,0,0,1,1,4,71,,,
5432,202005,1,1,6,0,1,1,37,,,
5433,201905,2,0,2,1,0,2,213,,,
5434,202105,0,1,4,0,0,3,18,,,
5435,201905,1,0,6,3,0,0,5594,,,
5436,201905,0,0,0,1,0,1,699,,,
5437,201905,0,0,2,5,0,2,1761,,,
5438,202105,0,0,3,3,0,1,124,,,
5439,202005,1,1,5,0,0,4,33,,,
5440,201905,0,0,0,0,0,0,11,,,
5441,202105,0,1,2,4,1,1,394,,,
5442,202105,0,1,4,2,1,1,4539,,,
5443,202005,0,1,5,3,1,1,632,,,
5444,202105,0,0,2,2,0,2,1312,,,
5445,202105,1,0,6,0,0,3,629,,,
5446,202005,0,0,6,1,0,1,91,,,
5447,202105,0,1,4,1,1,3,199,,,
5448,201905,0,0,0,1,0,3,241,,,
5449,202005,0,0,1,1,1,4,22,,,
5450,202105,0,1,5,5,1,2,3916,,,
5451,201905,0,1,4,3,1,2,357,,,
5452,201905,0,0,2,4,1,4,26,,,
5453,201905,2,0,2,5,1,2,129,,,
5454,202105,0,0,6,2,0,4,60,,,
5455,202005,2,0,0,4,0,3,197,,,
5456,201905,0,1,2,5,1,0,40,,,
5457,202105,0,0,2,4,0,4,34,,,
5458,201905,0,1,3,4,0,2,34,,,
5459,202005,1,0,6,3,1,0,188,,,
5460,202105,1,0,2,4,0,4,31,,,
5461,202105,0,0,0,5,0,0,74,,,
5462,202005,0,0,0,1,0,2,393,,,
5463,201905,0,1,4,4,1,0,127,,,
5464,202105,0,0,1,2,1,2,2326,,,
5465,202105,0,1,4,5,1,2,2615,,,
5466,201905,0,0,2,1,0,2,1028,,,
5467,202005,0,1,0,4,1,0,93,,,
5468,201905,1,1,2,1,0,0,483,,,
5469,201905,0,1,2,4,0,1,7,,,
5470,201905,0,0,1,5,0,0,344,,,
5471,202005,2,1,5,4,0,4,53,,,
5472,201905,0,0,0,1,0,1,1391,,,
5473,202105,2,0,0,4,1,3,125,,,
5474,201905,0,0,3,5,0,2,254,,,
5475,202005,1,0,3,0,1,1,131,,,
5476,201905,0,1,3,2,1,0,25,,,
5477,202105,0,0,0,2,1,0,139,,,
5478,202105,0,0,3,0,1,2,124,,,
5479,202005,1,1,4,5,1,4,39,,,
5480,201905,1,0,3,2,0,4,489,,,
5481,202105,0,0,6,1,0,2,6666,,,
5482,202005,0,1,0,5,1,3,95,,,
5483,202105,1,0,6,4,1,2,5195,,,
5484,202105,1,0,1,5,1,4,34,,,
5485,201905,0,1,3,4,0,4,11,,,
5486,202105,0,1,2,0,0,4,3,,,
5487,202005,1,0,1,1,1,0,999,,,
5488,202005,0,0,1,5,1,0,175,,,
5489,201905,1,1,3,4,0,2,440,,,
5490,202005,0,1,4,0,1,0,57,,,
5491,201905,2,1,2,2,1,1,52,,,
5492,201905,0,0,2,1,1,1,346,,,
5493,202005,0,0,6,1,1,4,496,,,
5494,202105,2,0,6,0,0,2,111,,,
5495,202005,0,0,2,3,1,4,419,,,
5496,202005,0,1,6,4,0,4,214,,,
5497,201905,1,0,2,5,0,1,567,,,
5498,201905,1,0,3,4,1,2,338,,,
5499,202105,1,0,0,3,0,0,1725,,,
5500,201905,1,0,6,4,1,2,713,,,
5501,202005,0,0,3,3,1,1,992,,,
5502,201905,0,0,0,5,0,0,1114,,,
5503,202005,0,1,4,0,1,0,42,,,
5504,202005,0,1,6,0,1,0,10,,,
5505,202005,0,0,3,2,1,3,727,,,
5506,202105,1,0,6,1,1,3,172,,,
5507,202105,0,0,3,3,1,3,683,,,
5508,201905,0,1,2,5,1,2,366,,,
5509,201905,0,1,3,4,1,2,42,,,
5510,201905,0,0,3,2,1,2,658,,,
5511,201905,1,0,0,3,1,3,1754,,,
5512,201905,0,1,5,0,1,0,73,,,
5513,202005,0,1,0,2,1,0,49,,,
5514,202105,0,0,3,1,0,2,1549,,,
5515,202105,3,0,3,5,0,3,4771,,,
5516,202005,2,0,1,3,0,3,297,,,
5517,201905,0,1,4,1,0,4,18,,,
5518,202005,0,0,1,5,0,3,111,,,
5519,201905,2,0,1,3,0,1,566,,,
5520,202105,2,0,1,1,0,1,559,,,
5521,201905,0,0,3,3,0,2,4278,,,
5522,201905,2,0,6,4,1,1,206,,,
5523,202105,0,0,0,1,0,4,34,,,
5524,202105,0,0,0,1,0,3,353,,,
5525,202105,3,0,3,3,0,2,14478,,,
5526,202105,0,0,2,5,0,1,703,,,
5527,202105,1,0,0,4,0,4,328,,,
5528,202105,0,1,2,2,1,1,55,,,
5529,201905,1,1,5,2,1,3,113,,,
5530,202005,0,1,4,3,0,4,174,,,
5531,202105,0,0,2,0,0,4,3,,,
5532,202105,0,0,2,3,1,0,238,,,
5533,202105,1,0,1,2,1,3,2678,,,
5534,202105,1,0,0,5,0,1,2799,,,
5535,202005,0,0,1,2,0,1,3165,,,
5536,202105,0,0,0,4,1,1,460,,,
5537,201905,0,0,3,3,0,0,315,,,
5538,202105,0,0,6,3,1,0,216,,,
5539,201905,0,0,2,0,1,1,250,,,
5540,202005,0,0,1,5,0,1,6364,,,
5541,201905,0,0,2,5,0,4,28,,,
5542,201905,3,0,0,0,1,3,115,,,
5543,201905,0,0,6,2,0,0,250,,,
5544,202105,0,0,0,4,1,4,75,,,
5545,201905,1,0,1,4,1,3,1568,,,
5546,201905,0,0,3,4,1,4,246,,,
5547,202105,0,0,6,0,0,0,3,,,
5548,202105,0,0,0,3,1,4,385,,,
5549,201905,0,1,2,4,1,4,16,,,
5550,202005,1,1,4,4,1,0,671,,,
5551,201905,0,0,1,5,1,1,2864,,,
5552,202005,0,1,0,5,1,2,168,,,
5553,202005,0,1,5,3,0,1,2078,,,
5554,202105,1,0,3,5,0,0,3063,,,
5555,202105,0,1,5,0,1,2,399,,,
5556,201905,1,1,3,1,1,3,119,,,
5557,202105,0,0,3,2,0,4,572,,,
5558,202005,0,0,6,2,1,0,1065,,,
5559,201905,2,0,0,5,1,4,13,,,
5560,202005,1,0,3,4,1,4,172,,,
5561,202005,1,0,0,0,0,3,24,,,
5562,202005,0,1,5,2,1,2,623,,,
5563,201905,2,1,3,0,1,1,12,,,
5564,201905,1,1,5,4,1,1,331,,,
5565,202105,0,0,1,2,1,2,10427,,,
5566,202005,0,1,5,2,0,4,15,,,
5567,201905,1,0,2,3,1,4,498,,,
5568,202005,0,0,0,5,0,2,351,,,
5569,201905,3,1,4,5,0,1,3621,,,
5570,201905,3,1,3,0,1,1,93,,,
5571,201905,0,1,4,0,0,1,105,,,
5572,202105,1,0,3,3,1,2,6991,,,
5573,201905,0,0,6,1,1,3,378,,,
5574,201905,1,0,3,2,1,2,3072,,,
5575,202005,0,0,0,0,1,0,107,,,
5576,202005,3,0,3,3,1,0,1286,,,
5577,202005,0,1,4,2,1,0,74,,,
5578,201905,0,1,4,0,1,0,86,,,
5579,201905,0,0,1,0,0,2,10,,,
5580,202005,0,0,2,3,0,2,114,,,
5581,202105,1,0,3,4,1,0,3497,,,
5582,202005,0,1,0,1,1,0,28,,,
5583,202105,0,0,1,4,1,0,157,,,
5584,201905,0,0,2,2,0,4,5,,,
5585,201905,0,0,3,0,0,3,41,,,
5586,202005,0,0,1,2,1,1,170,,,
5587,202005,0,1,6,1,0,1,136,,,
5588,202105,2,1,2,0,1,3,10,,,
5589,202105,0,0,2,4,1,2,1401,,,
